RAJ2000,DEJ2000,_2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg,tm_designation,gaia_source_id,kepid,nearest_neighbour
290.122259,41.291214,b'19202934+4117283',8.243,0.026,7.941,0.023,7.919,0.024,b'AAA',b'111',b'111',b'000',0,0,2MASS J19202934+4117283,2101417344914702208,5955122,1
290.122259,41.291214,b'19202934+4117283',8.243,0.026,7.941,0.023,7.919,0.024,b'AAA',b'111',b'111',b'000',0,0,2MASS J19202934+4117283,2101417344914701440,5955122,0
292.257497,41.241444,b'19290179+4114291',9.432,0.022,9.235,0.022,9.182,0.019,b'AAA',b'222',b'111',b'000',0,0,2MASS J19290179+4114291,2053601439649856128,5961597,1
289.365122,41.3708,b'19172762+4122148',9.539,0.021,9.093,0.019,9.009,0.017,b'AAA',b'222',b'111',b'000',0,0,2MASS J19172762+4122148,2101456686815252864,6034893,1
289.468241,41.331863,b'19175237+4119547',9.483,0.018,9.024,0.022,8.944,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19175237+4119547,2101476100063822080,6035199,1
293.266529,41.392624,b'19330396+4123334',9.416,0.02,9.158,0.019,9.125,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19330396+4123334,2077581238495244032,6047087,1
293.932911,41.316826,b'19354389+4119005',10.134,0.02,9.892,0.02,9.868,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19354389+4119005,2077398341611028096,6049366,1
289.44316,41.410183,b'19174635+4124366',7.438,0.044,7.179,0.026,7.121,0.017,b'AAA',b'111',b'111',b'000',0,0,2MASS J19174635+4124366,2101479879638683392,6116048,1
293.77486,41.419575,b'19350596+4125104',9.099,0.018,8.803,0.024,8.762,0.021,b'AAA',b'112',b'111',b'000',0,0,2MASS J19350596+4125104,2077412188585292160,6129877,1
297.67624,41.473198,b'19504229+4128235',8.9,0.018,8.494,0.023,8.423,0.031,b'AAA',b'111',b'111',b'000',0,0,2MASS J19504229+4128235,2076876176667246080,6145937,1
298.871613,41.583286,b'19552918+4134598',8.022,0.024,7.792,0.023,7.755,0.024,b'AAA',b'111',b'111',b'000',0,0,2MASS J19552918+4134598,2075344694413448576,6232600,1
292.457916,41.698555,b'19294989+4141547',9.252,0.021,8.927,0.027,8.891,0.017,b'AAA',b'212',b'111',b'000',0,0,2MASS J19294989+4141547,2053640433652398976,6287060,1
293.594374,41.606293,b'19342264+4136226',9.588,0.022,9.112,0.022,9.017,0.017,b'AAA',b'222',b'111',b'000',0,0,2MASS J19342264+4136226,2077605595246777984,6290627,1
298.046927,41.666592,b'19521126+4139597',9.427,0.019,9.111,0.022,9.039,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19521126+4139597,2073905090097758592,6308642,1
299.081008,41.694557,b'19561944+4141404',10.128,0.02,9.809,0.022,9.737,0.02,b'AAA',b'222',b'111',b'000',0,0,2MASS J19561944+4141404,2075356720322484736,6313425,1
293.841659,41.776657,b'19352199+4146359',7.807,0.019,7.585,0.02,7.529,0.017,b'AAA',b'111',b'111',b'000',0,0,2MASS J19352199+4146359,2077613227412334080,6370489,1
287.508934,41.889397,b'19100214+4153218',9.958,0.021,9.492,0.022,9.366,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19100214+4153218,2102443292340444544,6430804,1
287.508934,41.889397,b'19100214+4153218',9.958,0.021,9.492,0.022,9.366,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19100214+4153218,2102443292341102848,6430804,0
287.508934,41.889397,b'19100214+4153218',9.958,0.021,9.492,0.022,9.366,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19100214+4153218,2102443292340444544,6430804,1
287.508934,41.889397,b'19100214+4153218',9.958,0.021,9.492,0.022,9.366,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19100214+4153218,2102443292341102848,6430804,0
291.580501,41.870178,b'19261932+4152126',7.321,0.023,7.062,0.026,6.983,0.016,b'AAA',b'111',b'111',b'000',0,0,2MASS J19261932+4152126,2101719057777467008,6442183,1
286.931649,41.937763,b'19074359+4156159',8.014,0.02,7.843,0.02,7.801,0.024,b'AAA',b'111',b'111',b'000',0,0,2MASS J19074359+4156159,2102432743901009280,6508366,1
291.316096,41.916798,b'19251586+4155004',9.062,0.029,8.807,0.021,8.786,0.014,b'AAA',b'112',b'111',b'000',0,0,2MASS J19251586+4155004,2101731118045502976,6520835,1
293.924186,41.952595,b'19354180+4157093',9.903,0.021,9.595,0.017,9.557,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19354180+4157093,2077710053153656832,6529109,1
294.43527,41.903088,b'19374446+4154111',9.31,0.021,9.104,0.017,9.013,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19374446+4154111,2077512480357667200,6530901,1
294.71287,41.965874,b'19385108+4157571',9.325,0.022,8.915,0.028,8.833,0.024,b'AAA',b'222',b'111',b'000',0,0,2MASS J19385108+4157571,2077487397748654848,6531928,1
287.252873,42.054829,b'19090068+4203173',8.95,0.03,8.703,0.031,8.625,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J19090068+4203173,2102460059893136768,6592305,1
287.775672,42.045467,b'19110616+4202436',10.125,0.02,9.804,0.019,9.762,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J19110616+4202436,2102405045650751360,6593620,1
291.046645,42.0527,b'19241119+4203097',7.918,0.024,7.624,0.024,7.566,0.024,b'AAA',b'111',b'111',b'000',0,0,2MASS J19241119+4203097,2101918516057137024,6603624,1
291.672403,42.06152,b'19264137+4203414',10.007,0.023,9.757,0.017,9.704,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19264137+4203414,2101745377337239168,6605673,1
291.672403,42.06152,b'19264137+4203414',10.007,0.023,9.757,0.017,9.704,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19264137+4203414,2101745377337239424,6605673,0
291.672403,42.06152,b'19264137+4203414',10.007,0.023,9.757,0.017,9.704,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19264137+4203414,2101745377337239168,6605673,1
291.672403,42.06152,b'19264137+4203414',10.007,0.023,9.757,0.017,9.704,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19264137+4203414,2101745377337239424,6605673,0
293.589899,42.086899,b'19342157+4205128',9.506,0.021,9.264,0.019,9.237,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19342157+4205128,2077726270950054400,6612225,1
284.596214,42.118851,b'18582309+4207078',10.245,0.021,10.008,0.017,9.96,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J18582309+4207078,2104138494451392896,6671492,1
291.001463,42.145885,b'19240035+4208451',8.909,0.019,8.627,0.021,8.543,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J19240035+4208451,2101927857604292352,6688822,1
291.352829,42.123558,b'19252467+4207248',9.22,0.021,8.92,0.017,8.872,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19252467+4207248,2101737234079077888,6689943,1
292.537145,42.153965,b'19300891+4209142',10.326,0.021,10.008,0.017,9.974,0.017,b'AAA',b'222',b'111',b'000',0,0,2MASS J19300891+4209142,2125709679939965952,6693861,1
288.269659,42.257099,b'19130471+4215255',10.373,0.022,10.168,0.025,10.103,0.018,b'AAA',b'222',b'112',b'00c',0,0,2MASS J19130471+4215255,2102489952865855616,6766513,1
298.010777,42.202187,b'19520258+4212078',9.367,0.02,8.937,0.017,8.87,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19520258+4212078,2078425800867814656,6802438,1
298.787967,42.216198,b'19550911+4212583',9.916,0.024,9.546,0.03,9.501,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19550911+4212583,2075435404125548928,6806100,1
282.0071,42.353363,b'18480170+4221121',9.995,0.027,9.718,0.031,9.61,0.019,b'AAA',b'222',b'111',b'000',0,0,2MASS J18480170+4221121,2104802054018515840,6837853,1
286.820496,42.312328,b'19071691+4218443',10.035,0.021,9.663,0.017,9.571,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19071691+4218443,2105448979173147520,6848299,1
288.673383,42.342667,b'19144161+4220336',9.793,0.023,9.574,0.022,9.502,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19144161+4220336,2102329355446838528,6853020,1
291.81351,42.362087,b'19271524+4221435',10.273,0.021,9.942,0.017,9.898,0.015,b'AAA',b'222',b'111',b'000',0,0,2MASS J19271524+4221435,2125773997068553600,6863041,1
286.743104,42.435623,b'19065834+4226082',8.5,0.02,8.273,0.029,8.171,0.021,b'AAA',b'111',b'111',b'000',0,0,2MASS J19065834+4226082,2105473993062697856,6933899,1
291.60138,42.484703,b'19262433+4229049',9.774,0.02,9.398,0.019,9.328,0.015,b'AAA',b'222',b'111',b'000',0,0,2MASS J19262433+4229049,2125788157583239808,6947945,1
293.198243,42.55558,b'19324757+4233200',10.561,0.018,10.322,0.017,10.267,0.018,b'AAA',b'222',b'111',b'000',0,0,2MASS J19324757+4233200,2077786503572675584,7038145,1
286.733151,42.672024,b'19065595+4240192',7.923,0.021,7.749,0.023,7.702,0.021,b'AAA',b'111',b'111',b'000',0,0,2MASS J19065595+4240192,2105494780705108608,7103006,1
288.009367,42.67186,b'19120224+4240186',9.742,0.023,9.472,0.018,9.419,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J19120224+4240186,2102537128786078464,7106245,1
288.577546,42.647007,b'19141861+4238492',9.895,0.021,9.457,0.018,9.381,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19141861+4238492,2102899692744736512,7107778,1
296.156517,42.607281,b'19443756+4236262',10.206,0.023,9.988,0.019,9.943,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19443756+4236262,2077229429137530112,7133688,1
296.156517,42.607281,b'19443756+4236262',10.206,0.023,9.988,0.019,9.943,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19443756+4236262,2077229429137832064,7133688,0
296.156517,42.607281,b'19443756+4236262',10.206,0.023,9.988,0.019,9.943,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19443756+4236262,2077229429137530112,7133688,1
296.156517,42.607281,b'19443756+4236262',10.206,0.023,9.988,0.019,9.943,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19443756+4236262,2077229429137832064,7133688,0
281.503255,42.7328,b'18460078+4243580',9.819,0.022,9.527,0.018,9.465,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J18460078+4243580,2104825040683103488,7174470,1
281.644279,42.759342,b'18463462+4245336',10.047,0.021,9.694,0.021,9.582,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J18463462+4245336,2104827888243104128,7174707,1
293.765574,42.737938,b'19350373+4244165',8.828,0.021,8.629,0.017,8.575,0.014,b'AAA',b'112',b'111',b'000',0,0,2MASS J19350373+4244165,2077773790469159680,7206837,1
296.331977,42.71962,b'19451967+4243106',9.778,0.02,9.339,0.018,9.24,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19451967+4243106,2077251556809516160,7216846,1
285.477764,42.870701,b'19015466+4252145',10.154,0.027,9.822,0.031,9.747,0.021,b'AAA',b'222',b'111',b'000',0,0,2MASS J19015466+4252145,2105720764703967744,7264595,1
292.0549,42.863632,b'19281317+4251490',8.168,0.024,7.988,0.017,7.941,0.016,b'AAA',b'111',b'111',b'000',0,0,2MASS J19281317+4251490,2125811350407022080,7282890,1
295.872311,42.881153,b'19432935+4252521',8.989,0.039,8.706,0.021,8.645,0.012,b'AAA',b'112',b'111',b'000',0,0,2MASS J19432935+4252521,2077247876015217920,7296438,1
283.570628,42.983341,b'18541695+4259000',8.564,0.023,8.238,0.02,8.166,0.013,b'AAA',b'112',b'111',b'000',0,0,2MASS J18541695+4259000,2104987557947509888,7341231,1
295.686842,42.921982,b'19424484+4255191',10.351,0.02,9.998,0.018,9.958,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19424484+4255191,2078002214009736832,7376493,1
297.23755,42.975334,b'19485701+4258312',9.87,0.021,9.61,0.017,9.557,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19485701+4258312,2078704801941044864,7383120,1
297.950847,42.99115,b'19514820+4259281',10.441,0.022,10.163,0.018,10.091,0.015,b'AAA',b'222',b'111',b'000',0,0,2MASS J19514820+4259281,2078528983164632064,7386523,1
286.395826,43.075817,b'19053499+4304329',10.29,0.02,9.97,0.018,9.92,0.015,b'AAA',b'222',b'111',b'000',0,0,2MASS J19053499+4304329,2105554360491288448,7429287,1
292.863375,43.034611,b'19312721+4302045',9.078,0.029,8.752,0.017,8.694,0.015,b'AAA',b'122',b'111',b'000',0,0,2MASS J19312721+4302045,2125855189133071616,7448374,1
292.256629,43.176079,b'19290159+4310338',7.63,0.02,7.489,0.021,7.448,0.02,b'AAA',b'111',b'111',b'000',0,0,2MASS J19290159+4310338,2125912230597714944,7529180,1
293.645089,43.184757,b'19343482+4311051',9.347,0.021,9.046,0.021,8.925,0.016,b'AAA',b'222',b'112',b'00c',0,0,2MASS J19343482+4311051,2078205108264171008,7534011,1
293.645089,43.184757,b'19343482+4311051',9.347,0.021,9.046,0.021,8.925,0.016,b'AAA',b'222',b'112',b'00c',0,0,2MASS J19343482+4311051,2078205108264172160,7534011,0
293.645089,43.184757,b'19343482+4311051',9.347,0.021,9.046,0.021,8.925,0.016,b'AAA',b'222',b'112',b'00c',0,0,2MASS J19343482+4311051,2078205108264171008,7534011,1
293.645089,43.184757,b'19343482+4311051',9.347,0.021,9.046,0.021,8.925,0.016,b'AAA',b'222',b'112',b'00c',0,0,2MASS J19343482+4311051,2078205108264172160,7534011,0
282.389314,43.281792,b'18493343+4316544',9.719,0.021,9.255,0.025,9.095,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J18493343+4316544,2105185474338945408,7584900,1
282.389314,43.281792,b'18493343+4316544',9.719,0.021,9.255,0.025,9.095,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J18493343+4316544,2105185474335214080,7584900,0
282.389314,43.281792,b'18493343+4316544',9.719,0.021,9.255,0.025,9.095,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J18493343+4316544,2105185474338945408,7584900,1
282.389314,43.281792,b'18493343+4316544',9.719,0.021,9.255,0.025,9.095,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J18493343+4316544,2105185474335214080,7584900,0
285.85267,43.214336,b'19032464+4312516',10.474,0.024,10.199,0.03,10.128,0.022,b'AAA',b'222',b'111',b'000',0,0,2MASS J19032464+4312516,2105752650540631552,7591963,1
293.153569,43.286541,b'19323685+4317115',10.11,0.018,9.834,0.017,9.766,0.02,b'AAA',b'222',b'111',b'000',0,0,2MASS J19323685+4317115,2125884330490627328,7611858,1
297.475576,43.20549,b'19495413+4312197',9.345,0.021,8.917,0.018,8.823,0.015,b'AAA',b'222',b'111',b'000',0,0,2MASS J19495413+4312197,2078549014888283520,7628676,1
286.260771,43.379612,b'19050258+4322466',8.4,0.02,8.202,0.021,8.155,0.021,b'AAA',b'111',b'111',b'000',0,0,2MASS J19050258+4322466,2105664174214656000,7668623,1
290.985011,43.314587,b'19235640+4318525',9.012,0.037,8.725,0.024,8.673,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J19235640+4318525,2126060458508752768,7680114,1
297.342168,43.333889,b'19492212+4320020',9.256,0.022,8.914,0.016,8.856,0.015,b'AAA',b'222',b'111',b'000',0,0,2MASS J19492212+4320020,2078741115879616768,7700968,1
286.314571,43.462624,b'19051549+4327454',9.931,0.019,9.701,0.019,9.626,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19051549+4327454,2105670530766283904,7739672,1
289.725462,43.496361,b'19185411+4329468',8.294,0.027,8.053,0.024,7.976,0.021,b'AAA',b'111',b'111',b'000',0,0,2MASS J19185411+4329468,2102818706842955904,7747078,1
289.725462,43.496361,b'19185411+4329468',8.294,0.027,8.053,0.024,7.976,0.021,b'AAA',b'111',b'111',b'000',0,0,2MASS J19185411+4329468,2102818706839136896,7747078,0
289.725462,43.496361,b'19185411+4329468',8.294,0.027,8.053,0.024,7.976,0.021,b'AAA',b'111',b'111',b'000',0,0,2MASS J19185411+4329468,2102818706842955904,7747078,1
289.725462,43.496361,b'19185411+4329468',8.294,0.027,8.053,0.024,7.976,0.021,b'AAA',b'111',b'111',b'000',0,0,2MASS J19185411+4329468,2102818706839136896,7747078,0
297.370237,43.429577,b'19492885+4325464',9.801,0.022,9.582,0.018,9.532,0.013,b'AAA',b'222',b'111',b'000',0,0,2MASS J19492885+4325464,2078741876099629056,7771282,1
281.053398,43.534012,b'18441281+4332024',8.06,0.026,7.636,0.023,7.518,0.016,b'AAA',b'111',b'111',b'000',0,0,2MASS J18441281+4332024,2116898606069151104,7799349,1
281.111743,43.545044,b'18442681+4332421',9.16,0.02,8.715,0.024,8.629,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J18442681+4332421,2116895754210884480,7799430,1
281.659751,43.541592,b'18463834+4332297',8.598,0.023,8.419,0.027,8.381,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J18463834+4332297,2105247528026969984,7800289,1
295.416055,43.583298,b'19413985+4334598',10.065,0.021,9.784,0.019,9.774,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19413985+4334598,2078097253047713536,7833440,1
295.416055,43.583298,b'19413985+4334598',10.065,0.021,9.784,0.019,9.774,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19413985+4334598,2078097253048099584,7833440,0
295.416055,43.583298,b'19413985+4334598',10.065,0.021,9.784,0.019,9.774,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19413985+4334598,2078097253047713536,7833440,1
295.416055,43.583298,b'19413985+4334598',10.065,0.021,9.784,0.019,9.774,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19413985+4334598,2078097253048099584,7833440,0
282.07997,43.603809,b'18481919+4336137',9.671,0.023,9.38,0.03,9.304,0.023,b'AAA',b'222',b'111',b'000',0,0,2MASS J18481919+4336137,2105262611951880320,7870112,1
282.915054,43.636089,b'18513961+4338099',7.971,0.017,7.585,0.021,7.516,0.023,b'AAA',b'111',b'111',b'000',0,0,2MASS J18513961+4338099,2105298788456363008,7871531,1
287.767297,43.603161,b'19110415+4336113',9.921,0.027,9.634,0.022,9.466,0.012,b'EEE',b'222',b'111',b'000',0,0,2MASS J19110415+4336113,2102999404706227200,7880676,1
287.767297,43.603161,b'19110415+4336113',9.921,0.027,9.634,0.022,9.466,0.012,b'EEE',b'222',b'111',b'000',0,0,2MASS J19110415+4336113,2102999404703193856,7880676,0
287.767297,43.603161,b'19110415+4336113',9.921,0.027,9.634,0.022,9.466,0.012,b'EEE',b'222',b'111',b'000',0,0,2MASS J19110415+4336113,2102999404706227200,7880676,1
287.767297,43.603161,b'19110415+4336113',9.921,0.027,9.634,0.022,9.466,0.012,b'EEE',b'222',b'111',b'000',0,0,2MASS J19110415+4336113,2102999404703193856,7880676,0
297.817744,43.665909,b'19511625+4339572',10.063,0.019,9.815,0.018,9.74,0.015,b'AAA',b'222',b'111',b'000',0,0,2MASS J19511625+4339572,2078655667518298368,7910848,1
298.768293,43.695759,b'19550439+4341447',10.286,0.035,9.978,0.038,9.923,0.027,b'EEA',b'222',b'111',b'000',0,0,2MASS J19550439+4341447,2078992667829797248,7914731,1
298.768293,43.695759,b'19550439+4341447',10.286,0.035,9.978,0.038,9.923,0.027,b'EEA',b'222',b'111',b'000',0,0,2MASS J19550439+4341447,2078992667829796224,7914731,0
298.768293,43.695759,b'19550439+4341447',10.286,0.035,9.978,0.038,9.923,0.027,b'EEA',b'222',b'111',b'000',0,0,2MASS J19550439+4341447,2078992667829797248,7914731,1
298.768293,43.695759,b'19550439+4341447',10.286,0.035,9.978,0.038,9.923,0.027,b'EEA',b'222',b'111',b'000',0,0,2MASS J19550439+4341447,2078992667829796224,7914731,0
297.059572,43.746861,b'19481429+4344486',8.038,0.021,7.791,0.026,7.73,0.021,b'AAA',b'111',b'111',b'000',0,0,2MASS J19481429+4344486,2078762869899747456,7976303,1
284.806,43.89521,b'18591344+4353427',9.567,0.02,9.298,0.018,9.232,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J18591344+4353427,2105844700280190720,8012842,1
286.850747,43.808815,b'19072417+4348317',10.41,0.024,10.255,0.017,10.183,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19072417+4348317,2106019247750146816,8016496,1
287.885287,43.814911,b'19113246+4348536',9.61,0.025,9.336,0.019,9.278,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J19113246+4348536,2103025655546434816,8018599,1
288.309353,43.851082,b'19131424+4351038',9.59,0.023,9.328,0.02,9.279,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J19131424+4351038,2103110829038542592,8019508,1
290.903797,43.8913,b'19233691+4353286',7.476,0.021,7.268,0.018,7.229,0.023,b'AAA',b'111',b'111',b'000',0,0,2MASS J19233691+4353286,2126101415318126720,8026226,1
291.493759,43.861095,b'19255850+4351399',10.501,0.02,10.231,0.018,10.179,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19255850+4351399,2126142917579714304,8027956,1
297.119158,43.829254,b'19482859+4349453',9.825,0.022,9.549,0.018,9.478,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19482859+4349453,2078856981221558144,8045442,1
295.014033,43.998104,b'19400336+4359531',10.527,0.022,10.245,0.018,10.177,0.015,b'AAA',b'222',b'111',b'000',0,0,2MASS J19400336+4359531,2078126768058688000,8106950,1
297.126521,43.901443,b'19483036+4354051',10.088,0.022,9.788,0.017,9.721,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19483036+4354051,2078904535101076480,8114155,1
297.126521,43.901443,b'19483036+4354051',10.088,0.022,9.788,0.017,9.721,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19483036+4354051,2078904535101076352,8114155,0
297.126521,43.901443,b'19483036+4354051',10.088,0.022,9.788,0.017,9.721,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19483036+4354051,2078904535101076480,8114155,1
297.126521,43.901443,b'19483036+4354051',10.088,0.022,9.788,0.017,9.721,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19483036+4354051,2078904535101076352,8114155,0
285.02892,44.02919,b'19000694+4401450',9.771,0.02,9.541,0.018,9.457,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19000694+4401450,2105943072207122688,8150065,1
285.02892,44.02919,b'19000694+4401450',9.771,0.02,9.541,0.018,9.457,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19000694+4401450,2105943072210520960,8150065,0
285.02892,44.02919,b'19000694+4401450',9.771,0.02,9.541,0.018,9.457,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19000694+4401450,2105943072207122688,8150065,1
285.02892,44.02919,b'19000694+4401450',9.771,0.02,9.541,0.018,9.457,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19000694+4401450,2105943072210520960,8150065,0
294.959022,44.046379,b'19395016+4402469',9.585,0.02,9.344,0.016,9.278,0.016,b'AAA',b'222',b'111',b'000',0,0,2MASS J19395016+4402469,2078314578390185088,8174981,1
295.439676,44.039165,b'19414552+4402209',9.309,0.019,9.023,0.017,8.996,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19414552+4402209,2079613685738988800,8176564,1
296.349866,44.076645,b'19452396+4404359',8.508,0.02,8.328,0.021,8.278,0.012,b'AAA',b'112',b'111',b'000',0,0,2MASS J19452396+4404359,2079576611581927168,8179536,1
296.383927,44.044266,b'19453214+4402393',10.134,0.025,9.897,0.018,9.843,0.012,b'AAA',b'222',b'111',b'000',0,0,2MASS J19453214+4402393,2079575576486884480,8179643,1
296.481877,44.009151,b'19455565+4400329',8.795,0.027,8.307,0.023,8.206,0.016,b'AAA',b'112',b'111',b'000',0,0,2MASS J19455565+4400329,2078830455506317824,8179973,1
284.348644,44.117996,b'18572367+4407047',9.627,0.021,9.418,0.017,9.409,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J18572367+4407047,2106613705583811840,8216936,1
290.199697,44.155239,b'19204792+4409188',8.386,0.027,8.158,0.02,8.116,0.023,b'AAA',b'111',b'111',b'000',0,0,2MASS J19204792+4409188,2126880208846372224,8228742,1
294.657903,44.176357,b'19383789+4410348',9.485,0.021,9.237,0.017,9.181,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19383789+4410348,2078326088902961024,8241455,1
297.003884,44.137444,b'19480093+4408147',8.964,0.029,8.714,0.021,8.68,0.015,b'AAA',b'112',b'111',b'000',0,0,2MASS J19480093+4408147,2078911475768411648,8249189,1
287.627332,44.280842,b'19103055+4416510',9.407,0.023,9.221,0.02,9.169,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J19103055+4416510,2106137651408483584,8289241,1
291.390931,44.221081,b'19253382+4413158',8.641,0.02,8.415,0.024,8.386,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J19253382+4413158,2126226828362107264,8298626,1
291.390931,44.221081,b'19253382+4413158',8.641,0.02,8.415,0.024,8.386,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J19253382+4413158,2126226828358257280,8298626,0
291.390931,44.221081,b'19253382+4413158',8.641,0.02,8.415,0.024,8.386,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J19253382+4413158,2126226828362107264,8298626,1
291.390931,44.221081,b'19253382+4413158',8.641,0.02,8.415,0.024,8.386,0.011,b'AAA',b'112',b'111',b'000',0,0,2MASS J19253382+4413158,2126226828358257280,8298626,0
298.518906,44.291828,b'19540453+4417305',9.664,0.021,9.345,0.018,9.257,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19540453+4417305,2079061249861604480,8321567,1
289.931047,44.374832,b'19194345+4422293',7.671,0.018,7.478,0.016,7.44,0.015,b'AAA',b'111',b'111',b'000',0,0,2MASS J19194345+4422293,2126933122843445888,8360349,1
292.63816,44.3703,b'19303315+4422130',8.995,0.021,8.802,0.023,8.749,0.015,b'AAA',b'212',b'111',b'000',0,0,2MASS J19303315+4422130,2126373097769166080,8367710,1
300.464255,44.353916,b'20015142+4421140',8.54,0.02,8.284,0.017,8.226,0.019,b'AAA',b'112',b'111',b'000',0,0,2MASS J20015142+4421140,2076084974972891392,8394589,1
300.464255,44.353916,b'20015142+4421140',8.54,0.02,8.284,0.017,8.226,0.019,b'AAA',b'112',b'111',b'000',0,0,2MASS J20015142+4421140,2076084974964985344,8394589,0
300.464255,44.353916,b'20015142+4421140',8.54,0.02,8.284,0.017,8.226,0.019,b'AAA',b'112',b'111',b'000',0,0,2MASS J20015142+4421140,2076084974972891392,8394589,1
300.464255,44.353916,b'20015142+4421140',8.54,0.02,8.284,0.017,8.226,0.019,b'AAA',b'112',b'111',b'000',0,0,2MASS J20015142+4421140,2076084974964985344,8394589,0
281.033847,44.447475,b'18440812+4426509',9.378,0.021,9.162,0.018,9.083,0.011,b'AAA',b'222',b'111',b'000',0,0,2MASS J18440812+4426509,2117369471924207232,8408931,1
284.063628,44.455093,b'18561527+4427183',9.937,0.022,9.715,0.018,9.681,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J18561527+4427183,2106673315430481280,8414062,1
285.295393,44.4259,b'19011089+4425332',9.282,0.022,9.085,0.018,9.033,0.014,b'AAA',b'222',b'111',b'000',0,0,2MASS J19011089+4425332,2105966020215708544,8416311,1
289.638356,44.404495,b'19183320+4424161',9.173,0.029,8.902,0.02,8.843,0.014,b'AAA',b'112',b'111',b'000',0,0,2MASS J19183320+4424161,2126936318297510400,8424992,1
