KIC,numax,enumax,Dnu,eDnu,Length,HBR,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC,Gaia,Teff,e_Teff,D,+e_D,-e_D,R,+e_R,-e_R,AV,Evol,Bin,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,source_id_2,original_ext_source_id,angular_distance,gaia_astrometric_params,tmass_oid,number_of_neighbours,number_of_mates,best_neighbour_multiplicity,kic,gaia,tmass_source_id,RAJ2000,DEJ2000,_2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg,seis_logg_SDSS,seis_logg_err_SDSS,seis_logg_ASPC,seis_logg_err_ASPC,eAV,bc_K_SDSS,bc_K_err_SDSS,bc_G_SDSS,bc_G_err_SDSS,e_D,AK,eAK,luminosity_K_SDSS,luminosity_err_K_SDSS
5523099,732.632,31.53,42.617,1.426,26.1,1.5519999999999998,5488.0,62.0,-0.112,0.1,2.294,0.068,-0.066,0.017,1.202,0.058,-0.063,0.031,3.795,0.013,-0.013,0.003,0.09921,0.00506,-0.005053,0.0009483,5.1,0.795,-0.601,0.263,5235.4,69.27600000000001,-0.112,0.1,2.235,0.081,-0.078,0.047,1.116,0.079,-0.077,0.062,3.785,0.014,-0.014,0.006,0.09953,0.005288,-0.005184,0.00105,6.757999999999999,1.631,-1.287,1.446,2102072378965271040,5394,108,465.395,4.588,4.511,2.289,0.099,0.093,0.127,1,0,1635721458409799680,b'Gaia DR2 2102072378965271040',2102072378965271040,1521861709,2015.5,288.46794719580816,0.016286800381056517,40.75781614667841,0.02278041100856041,2.1194124966159285,0.02120112346695603,99.96699,-0.5371858959131851,0.034675908451418616,1.4320217730699158,0.042492837857391184,-0.09522297,-0.07357934,-0.15149337,-0.015075502,0.27482715,-0.078094564,-0.35431272,-0.16525482,0.06470335,-0.0036127515999999998,237,237,236,1,3.2895392999999995,308.3564,0.0,0.0,31,True,416.6614,1.568667509789393,0.005026429049482262,0.017638735,27,16,0.034975532000000004,0,28,False,237,426084.38009367656,114.7829885145101,3712.0864,11.614627,26,211126.94663046414,199.788019783004,1056.7548,12.040028999999999,25,305754.0231923392,194.1856950008016,1574.5446,11.04849,1.2130953000000002,1,0.991539,0.4254017,0.5661373000000001,-27.39717650966166,0.4613776581762578,10,5500.0,4.0,-0.25,b'NOT_AVAILABLE',72.13059805140124,13.403707424121366,300.9908638835883,62.2244250218309,100002,5369.0,5216.5273,5995.2104,,,,,,,200111,2.2788687000000003,1.8276677,2.4140327,3.8878269999999997,3.8170693,3.9585845,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2102072378965271040',,2102072378965271040,b'19135231+4045280',0.041376255632489436,5,407441542,1,0,1,5523099,2102072378965271040,2MASS J19135231+4045280,288.467961,40.757801,b'19135231+4045280',10.379000000000001,0.022000000000000002,9.978,0.021,9.934,0.018000000000000002,b'AAA',b'222',b'111',b'000',0,0,3.80148327206998,0.019316681093415042,3.791251155051493,0.01937452190357587,0.04,1.5883144608068294,0.03459381984993988,-0.05553524568961077,0.035152684127904184,4.5495,0.020447,0.00644,4.274609453537043,0.17662703559549758
5530375,549.896,24.79,35.175,0.865,30.0,2.761,6210.0,55.0,-0.226,0.1,2.753,0.059,-0.058,0.029,1.404,0.054000000000000006,-0.051,0.035,3.706,0.012,-0.012,0.003,0.0673,0.002821,-0.002787,0.0009016,2.531,0.248,-0.215,0.14800000000000002,5755.6,69.27600000000001,-0.226,0.1,2.738,0.066,-0.073,0.027000000000000003,1.332,0.063,-0.058,0.028,3.691,0.011,-0.011,0.005,0.06588,0.002763,-0.002623,0.0008470000000000001,3.111,0.332,-0.319,0.244,2101563438219320448,6025,120,359.00699999999995,20.944000000000006,18.801,2.57,0.188,0.17,0.129,1,0,1635721458409799680,b'Gaia DR2 2101563438219320448',2101563438219320448,318906076,2015.5,290.7542372725873,0.1281206367855814,40.724473109253296,0.16232642094671146,2.7868840719475005,0.15441374994926044,18.04816,-11.674152567186338,0.2814063415473981,-26.564604956794767,0.3066803300260241,0.16604474,0.08422747,-0.2546761,-0.14616543,0.201292,-0.18516824,-0.34340167,-0.23242056,-0.08401228,0.12907898,200,200,197,3,72.01711,7876.776999999999,0.7381634265828758,169.3412707010099,31,True,1.6442674,1.5586257065068896,0.03872913035783846,0.1426707,24,15,0.1666629,0,28,False,205,1443598.3138309002,405.3407795039358,3561.4436,10.28975,25,796038.0747181892,568.3179033070396,1400.6915,10.599053,24,928563.979103596,962.3743083105558,964.8678,9.84239,1.1946551,0,0.7566633,0.30930328,0.44736004,-11.642493178698714,0.6025931389137825,9,6000.0,3.5,-0.5,b'NOT_AVAILABLE',72.85228351858183,11.820783066041779,304.504660390458,61.700482764230976,100001,5859.5864,5737.3647,6400.76,1.075,0.7020000000000001,1.5430000000000001,0.561,0.3489,0.7731,200111,2.6228125,2.198053,2.735749,7.3062925000000005,6.8391147,7.7734704,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2101563438219320448',,2101563438219320448,b'19230103+4043284',0.0599372185512117,5,407361884,1,0,1,5530375,2101563438219320448,2MASS J19230103+4043284,290.754306,40.724583,b'19230103+4043284',9.329,0.021,9.06,0.016,8.991,0.017,b'AAA',b'222',b'111',b'000',0,0,3.703716697483438,0.020119561055319226,3.6872161993542982,0.02019725625208776,0.04,1.1950381329073492,0.028564399917679208,-0.03428186028000205,0.03577353910869187,19.872500000000002,0.020769000000000003,0.00644,8.711605092481964,1.0019410270346527
5543462,1768.811,287.746,92.696,5.211,30.0,1.187,6246.0,54.0,-0.3720000000000001,0.102,1.298,0.056,-0.051,0.015,1.033,0.051,-0.048,0.034,4.224,0.029,-0.03,0.004,0.4679,0.05934,-0.04527,0.002935,5.627000000000002,0.996,-0.917,1.0590000000000002,5744.7,69.27600000000001,-0.3720000000000001,0.102,1.219,0.053,-0.048,0.02,0.8490000000000001,0.046,-0.042,0.039,4.194,0.029,-0.03,0.006999999999999999,0.4629,0.05825,-0.04218,0.006101,13.95,1.463,-1.734,2.265,2076573673532359040,6031,121,273.569,2.104,2.0780000000000003,1.336,0.058,0.055,0.19,0,0,1635721458409799680,b'Gaia DR2 2076573673532359040',2076573673532359040,352769993,2015.5,294.6389416111113,0.021080745301724768,40.70651477108459,0.025056773047459367,3.626145652031341,0.028239107107703526,128.40865,42.773774331286226,0.04276593999946157,36.24534382375829,0.04424217349581605,0.16064347,0.22675578,-0.18344288,-0.10653924,0.4147965,-0.17737766,-0.2586297,-0.27121880000000004,-0.14961094,0.07070617,223,223,219,4,7.808613,418.5615,0.0,0.0,31,True,373.2203,1.61931078190996,0.006765015507511044,0.032372106,26,14,0.03408171,0,30,False,224,694520.1276896019,262.54214843679716,2645.3662,11.084153,25,386520.33978653396,606.5140839271638,637.28174,11.383457,26,443866.7646702557,332.1037820574232,1336.5303,10.643788,1.1956271,1,0.73966885,0.299304,0.44036484,-55.108491634978435,0.5310728522437237,8,6250.0,4.0,-0.5,b'NOT_AVAILABLE',74.19070550778652,9.18693586034785,310.2921363017911,60.74488296358211,100002,5977.0,5929.0,6173.75,0.281,0.1779,0.4141,0.14400000000000002,0.0922,0.2264,200111,1.3401726,1.2561143999999995,1.36196,2.0651386,2.0388029,2.0914743000000002,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2076573673532359040',,2076573673532359040,b'19383328+4042229',0.06285587807309245,5,407318708,1,0,1,5543462,2076573673532359040,2MASS J19383328+4042229,294.638684,40.706371000000004,b'19383328+4042229',10.167,0.022000000000000002,9.835,0.027999999999999997,9.824,0.025,b'AAA',b'222',b'111',b'000',0,0,4.212372757150138,0.07080060749887368,4.194205444137614,0.07082413889612024,0.04,1.16741964569748,0.028141141635103797,-0.10753588637746436,0.036508002039668835,2.091,0.030590000000000003,0.00644,2.431094873700894,0.09323310967427267
5607242,676.118,7.612999999999999,40.628,0.073,1045.4,1.93,5689.0,67.0,-0.185,0.102,2.449,0.012,-0.036000000000000004,0.034,1.291,0.021,-0.052000000000000005,0.026,3.77,0.005,-0.005,0.003,0.08807000000000001,0.00035,-0.0003591,0.0017690000000000004,3.972,0.333,-0.207,0.234,5364.4,69.27600000000001,-0.185,0.102,2.364,0.03,-0.033,0.037000000000000005,1.1740000000000002,0.043,-0.045,0.05,3.76,0.006,-0.006,0.005,0.08893999999999999,0.0004416000000000001,-0.0004593,0.001075,5.268,0.7290000000000001,-0.552,0.831,2100642876410617856,5491,110,341.583,2.359,2.334,2.514,0.107,0.101,0.071,1,0,1635721458409799680,b'Gaia DR2 2100642876410617856',2100642876410617856,1573893643,2015.5,287.6464041981885,0.01717419028080903,40.843211141078974,0.01909633508413735,2.8979806118021805,0.020331823210577082,142.53423,5.9991981029715475,0.03711076411961559,34.814568561754996,0.03861054945610192,0.010681348,0.039934546,-0.24483009,-0.08886172,0.21802653,-0.13003881,-0.30119482,-0.22782399,-0.19245237,-0.023042198,258,258,253,5,7.299517599999999,447.68807999999996,0.0,0.0,31,True,308.61392,1.5784109163410265,0.005139114001581263,0.10630756,29,17,0.032083143,0,31,False,265,1034316.6280856731,239.03159545589241,4327.113,10.6517315,29,525770.3816889556,399.85551320518545,1314.9009,11.049397,28,721273.0332155529,531.0705630224487,1358.1492,10.116671,1.2056688999999998,0,0.93272686,0.39766598,0.5350609000000001,-28.957466082762128,0.4550253634999705,13,5750.0,4.0,-0.5,b'NOT_AVAILABLE',71.9486456842059,14.006036096260607,299.7478569714307,62.47196988250178,100001,5353.94,5322.76,5572.75,,,,,,,200111,2.6138144,2.4125848,2.644527,5.057526599999999,4.9919105,5.123142700000002,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2100642876410617856',,2100642876410617856,b'19103512+4050350',0.06477601624512475,5,407645470,1,0,1,5607242,2100642876410617856,2MASS J19103512+4050350,287.646352,40.843059999999994,b'19103512+4050350',9.504,0.02,9.138,0.022000000000000002,9.031,0.018000000000000002,b'AAA',b'222',b'111',b'000',0,0,3.774430801814398,0.006944928774007242,3.7616734118502624,0.007039580689107831,0.04,1.4785791400705828,0.03748953612490732,0.0009645255931120721,0.032436322466969786,2.3465,0.011430999999999998,0.00644,5.804078009157145,0.2386689143482674
5629080,428.63,8.085,27.78,0.241,30.0,3.679,5203.0,94.0,-0.301,0.102,3.075,0.09,-0.08800000000000001,0.022,1.242,0.097,-0.091,0.02,3.555,0.009000000000000001,-0.01,0.002,0.04268,0.0007739,-0.0007702000000000001,0.0004606,3.93,1.315,-0.941,0.412,5007.8,69.27600000000001,-0.301,0.102,2.9760000000000004,0.08199999999999999,-0.081,0.06,1.137,0.083,-0.08,0.062,3.545,0.009000000000000001,-0.009000000000000001,0.006,0.0431,0.0007577,-0.0007476,0.0003321,5.8729999999999976,1.819,-1.361,1.464,2076578758773630208,5180,104,315.318,2.738,2.699,3.103,0.134,0.128,0.119,1,0,1635721458409799680,b'Gaia DR2 2076578758773630208',2076578758773630208,707960264,2015.5,294.47863578523413,0.022368735528926133,40.83172346939164,0.02576649174937369,3.1422156864006148,0.027572017497294363,113.963936,-3.857469969672552,0.04543804200585575,12.851440814777868,0.04772614221071975,0.09275525,0.06790739999999999,-0.2891694,-0.16328944,0.37094602,-0.24787831,-0.37564856,-0.27651632,0.025102876,0.06362541,224,224,215,9,5.913647,355.05585,0.0,0.0,31,True,293.41275,1.565666533724961,0.006987791030019248,0.031461567,25,15,0.037213712999999995,0,30,False,238,1378889.7136061012,502.93179564891716,2741.7031,10.339541,29,655731.8477959429,654.4168335779809,1002.00946,10.809572,30,1017196.3644112449,1004.8607621782573,1012.27594,9.743408,1.2132428999999998,1,1.066164,0.47003078,0.59613323,2.942206205939728,0.6382340706293026,9,5250.0,3.5,-1.5,b'NOT_AVAILABLE',74.24499961165671,9.352904344149607,310.1449555660638,60.90384530053007,100002,5074.03,4921.66,5207.75,,,,,,,200111,3.169261,3.0085952000000002,3.3685327000000003,5.9982247000000015,5.9113193,6.08513,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2076578758773630208',,2076578758773630208,b'19375487+4049540',0.03860143035233028,5,407618133,1,0,1,5629080,2076578758773630208,2MASS J19375487+4049540,294.478657,40.83168,b'19375487+4049540',9.036,0.044000000000000004,8.542,0.028999999999999998,8.487,0.024,b'AAA',b'122',b'111',b'000',0,0,3.557099813981618,0.010013781364696387,3.5487963889472036,0.0096906545882729,0.04,1.7472202566579869,0.05514051119913633,-0.09301005776111472,0.037714140959036656,2.7184999999999997,0.019159,0.00644,6.419083482049247,0.37430020833028493
5636956,1013.296,38.441,55.235,1.415,26.1,1.5019999999999998,6369.0,60.0,0.094,0.1,2.055,0.05,-0.06,0.024,1.464,0.059,-0.12,0.042,3.975,0.012,-0.013,0.002,0.1681,0.006808,-0.006741,0.001401,2.381,0.952,-0.304,0.358,6227.7,69.27600000000001,0.094,0.1,2.019,0.068,-0.058,0.044,1.359,0.13,-0.07,0.093,3.968,0.013,-0.014,0.006999999999999999,0.1674,0.006837,-0.006718000000000001,0.001117,3.408,0.544,-0.997,0.917,2076796530795375744,6390,128,422.812,4.216,4.144,2.201,0.094,0.08900000000000001,0.194,0,0,1635721458409799680,b'Gaia DR2 2076796530795375744',2076796530795375744,619418470,2015.5,296.4064310415427,0.019531243621690317,40.83686266606571,0.025364277610189168,2.3359474550295047,0.0236103795721123,98.93731,7.190416047463787,0.041455191196972725,17.589662314638005,0.0454596631792733,0.08489253,0.17364478,-0.35004935,-0.06646945,0.31635347,-0.10124445,-0.54864436,-0.23088367,-0.13212772,-0.016475227,252,252,242,10,10.212411,534.9684,0.0,0.0,31,True,352.5968,1.6249429759896985,0.005961455719272681,0.01694118,29,16,0.03765182,0,36,False,264,870516.982919779,258.57641227738395,3366.5754,10.8389225,30,488511.6816197957,327.022204221265,1493.8181,11.129201,31,549235.7997134886,200.05424946264918,2745.4343,10.412523,1.1921048,0,0.71667767,0.29027843,0.42639923,-28.06928465555213,0.7838504725382378,6,6500.0,4.0,-0.25,b'NOT_AVAILABLE',74.95385664219323,8.073661042207828,312.93811378520604,60.400123204720224,100001,6037.0,5946.203,6170.275,0.7655,0.4199,1.2576,0.4065,0.2089,0.6827,200111,2.2804884999999997,2.1830375,2.3506650000000002,6.2235074,6.1136370000000015,6.333378,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2076796530795375744',,2076796530795375744,b'19453752+4050124',0.06294335039152453,5,407630403,1,0,1,5636956,2076796530795375744,2MASS J19453752+4050124,296.406363,40.836781,b'19453752+4050124',9.916,0.026000000000000002,9.673,0.021,9.602,0.012,b'AAA',b'222',b'111',b'000',0,0,3.974662289518614,0.017129236730809683,3.9697905068855266,0.017177331401148146,0.04,1.120710993140097,0.03074198219588808,-0.06722068411688109,0.036762592890060924,4.18,0.031234,0.00644,7.442242415348464,0.273434422119228
5683538,683.725,119.496,41.98,2.381,28.9,1.528,6366.0,73.0,-0.557,0.102,2.302,0.098,-0.09,0.027000000000000003,1.22,0.047,-0.05,0.035,3.798,0.027000000000000003,-0.029,0.005,0.09954,0.01062,-0.01006,0.001098,3.563,0.45,-0.363,0.183,5866.0,69.27600000000001,-0.557,0.102,2.238,0.108,-0.098,0.036000000000000004,1.08,0.056,-0.053,0.05,3.77,0.027000000000000003,-0.028,0.006999999999999999,0.09592,0.01063,-0.009616,0.001425,5.521,0.823,-0.7240000000000001,0.579,2104355892815154688,6027,121,543.869,5.976,5.863,2.343,0.103,0.098,0.24,1,0,1635721458409799680,b'Gaia DR2 2104355892815154688',2104355892815154688,1128515639,2015.5,283.14851800934366,0.017148767974627013,40.98829532526419,0.018750055305474942,1.8093810165261632,0.020176709648156103,89.67671,4.08439485233633,0.035781611880768026,-3.9779847379926316,0.03527199122736152,-0.014740618999999996,-0.1299967,-0.018271986,-0.005227023,0.22743037,-0.07490021,-0.31989476,-0.22454947,-0.11564304,0.05396758,248,248,241,7,6.8215246,416.41393999999997,0.0,0.0,31,True,441.53937,1.6183090749411952,0.005220199307697768,0.026372954,28,17,0.03037742,0,31,False,248,507254.3605804192,161.1359475822623,3147.99,11.425302,29,284111.7652527492,305.9791108754904,928.5332,11.717665,30,324820.0466402421,191.40247259609947,1697.0525,10.982813,1.2004466999999999,0,0.73485184,0.29236317,0.44248867,30.241935090591912,0.8520874011619591,10,6500.0,4.0,-0.75,b'NOT_AVAILABLE',70.73071564354359,17.199095221553527,292.5512641043241,63.40184699422522,100001,6050.25,5991.0,6256.0,,,,,,,200111,2.2370877,2.0923588,2.2815554,6.0416284000000005,5.9166756,6.166581,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2104355892815154688',,2104355892815154688,b'18523564+4059179',0.025580658216013283,5,407987228,1,0,1,5683538,2104355892815154688,2MASS J18523564+4059179,283.148503,40.988308,b'18523564+4059179',10.407,0.023,10.212,0.032,10.115,0.023,b'AAA',b'222',b'111',b'000',0,0,3.8037051138580313,0.0760603211236021,3.7859428260378047,0.07606279286594103,0.04,1.0926967768471896,0.03739716872715769,-0.1637418775609452,0.03649274062959243,5.9195,0.03864,0.00644,7.931693060293487,0.3672657068787548
5723165,572.374,7.928,34.5,0.39,661.6,2.755,5290.0,91.0,-0.12,0.1,2.727,0.075,-0.07200000000000001,0.027000000000000003,1.3159999999999998,0.08800000000000001,-0.083,0.032,3.685,0.006999999999999999,-0.006999999999999999,0.002,0.06473999999999999,0.0014199999999999998,-0.001394,0.0006147,3.5610000000000004,0.865,-0.629,0.275,5153.6,69.27600000000001,-0.12,0.1,2.672,0.07,-0.069,0.046,1.246,0.078,-0.075,0.056,3.679,0.006999999999999999,-0.006999999999999999,0.005,0.06527000000000001,0.0014199999999999998,-0.001396,0.0005622000000000001,4.474,1.11,-0.807,0.899,2076805120730177280,5284,106,316.568,2.7910000000000004,2.75,2.727,0.115,0.109,0.161,1,0,1635721458409799680,b'Gaia DR2 2076805120730177280',2076805120730177280,1306637350,2015.5,296.5618894420668,0.02100087646325445,40.99550768149771,0.02768286719778761,3.129738432680414,0.027889616615525584,112.21876499999999,5.582617569837549,0.0444284861399767,7.058442650416367,0.04808195842473114,0.08332557,0.21408723,-0.27945748,-0.15194307,0.4432639,-0.25748119999999997,-0.35676578,-0.3477423,-0.1696974,-0.01991691,228,228,220,8,2.7740169,277.01572000000004,0.0,0.0,31,False,317.3361,1.55596125217538,0.006168193629855416,0.05009767,26,15,0.036875773,0,31,False,250,1095687.348385425,272.2278210790446,4024.8909999999996,10.589149,27,523654.56498463935,513.4233411746972,1019.9275,11.053776,29,807584.0194774636,484.61317738309515,1666.4508,9.993951,1.2149803999999995,1,1.059825,0.4646263,0.59519863,-54.897314439142036,0.3973913714255756,5,5250.0,3.5,0.25,b'NOT_AVAILABLE',75.15157230784645,8.048248857596112,313.2761108924216,60.50589112924948,100002,5102.87,4967.1997,5216.21,,,,,,,200111,2.7966936000000002,2.6764786,2.9515536,4.777960299999998,4.7079535,4.847967,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2076805120730177280',,2076805120730177280,b'19461484+4059436',0.0625594311869213,5,408003952,1,0,1,5723165,2076805120730177280,2MASS J19461484+4059436,296.561873,40.995464,b'19461484+4059436',9.232999999999999,0.021,8.847999999999997,0.021,8.749,0.012,b'AAA',b'222',b'111',b'000',0,0,3.686298070598494,0.008241229708106082,3.6806255883187093,0.007904728062337581,0.04,1.6972734498885316,0.052649701296412325,-0.10775371307714203,0.03595038758586105,2.7705,0.025921000000000003,0.00644,5.355413943267704,0.284139274562918
5773155,1186.8,47.754,61.13399999999999,1.882,29.6,1.469,6317.0,55.0,0.138,0.1,1.896,0.044,-0.044,0.028,1.429,0.053,-0.055,0.057,4.0360000000000005,0.013,-0.013,0.002,0.2091,0.009664,-0.009419,0.001725,2.511,0.41,-0.29100000000000004,0.4370000000000001,6068.7,69.27600000000001,0.138,0.1,1.844,0.065,-0.057,0.052000000000000005,1.286,0.138,-0.065,0.102,4.024,0.015,-0.015,0.009000000000000001,0.2082,0.009667,-0.009389,0.00209,4.2780000000000005,0.6809999999999999,-1.3869999999999998,1.369,2103826645467792896,6269,125,293.896,2.369,2.337,1.937,0.08199999999999999,0.078,0.057,1,0,1635721458409799680,b'Gaia DR2 2103826645467792896',2103826645467792896,951739642,2015.5,285.34822924467073,0.022267820140553504,41.019839457255934,0.02649886653573596,3.3733399166024767,0.027512738644278813,122.61011,0.5115019449220757,0.045400241006479464,-24.0765135846335,0.044889708847207416,-0.24075645,-0.25630218,-0.35119617,0.063570015,0.50633246,0.01049344,-0.26827565,-0.040785674,-0.14916395,-0.054145407,217,217,209,8,7.5485682,396.57623,0.0,0.0,31,True,282.06992,1.6162169827875634,0.006400508676015028,0.09649249,25,14,0.03472606,0,27,False,222,1502601.8487487303,422.4921973460511,3556.5198,10.246255999999999,24,851709.9295766826,445.18064638547247,1913.1782,10.525659,25,930439.3423249524,676.7885983340149,1374.7858,9.840199,1.1860422,0,0.68545914,0.27940273,0.40605640000000004,-19.465223378433848,0.50990976235416,9,6500.0,4.0,0.0,b'NOT_AVAILABLE',71.40769960566274,15.671025978682378,296.1652466269289,63.0717353860369,100001,6158.2,5942.7993,6306.043000000002,,,,,,,200111,1.9903003000000001,1.8980706000000005,2.1371946,5.1327147,5.0635476,5.201882,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2103826645467792896',,2103826645467792896,b'19012357+4101119',0.07245139768116239,5,408060870,1,0,1,5773155,2103826645467792896,2MASS J19012357+4101119,285.348227,41.019974,b'19012357+4101119',9.399,0.021,9.172,0.016,9.101,0.017,b'AAA',b'222',b'111',b'000',0,0,4.041523312896448,0.01807561939249396,4.032815709007246,0.018146569644569108,0.04,1.1651720593337789,0.027983267381498738,0.052490349655253725,0.03187334591603809,2.353,0.009177000000000001,0.00644,5.365242137320695,0.18592927217415275
5773345,1103.771,15.706,57.551,0.086,422.9,1.999,6214.0,61.0,0.255,0.1,2.024,0.013,-0.015,0.013,1.508,0.035,-0.038,0.028,4.003,0.006,-0.006,0.002,0.1816,0.001186,-0.0009252,0.001151,2.326,0.256,-0.223,0.279,6091.7,69.27600000000001,0.255,0.1,2.018,0.012,-0.012,0.016,1.484,0.031,-0.028,0.036000000000000004,3.998,0.005,-0.004,0.004,0.1804,0.0009273,-0.0008032,0.001053,2.617,0.243,-0.237,0.411,2103850667223592064,6130,123,180.91,0.7609999999999999,0.7559999999999999,2.052,0.086,0.081,0.063,1,0,1635721458409799680,b'Gaia DR2 2103850667223592064',2103850667223592064,1647845201,2015.5,285.43783223697415,0.019704656765485263,41.08068118825256,0.023536795449220247,5.497873118767912,0.0233961592842433,234.99042000000003,20.93719985632568,0.04234197982879026,23.94791168042605,0.04114263516019758,-0.051439375,-0.06654297,-0.39833176,0.029003387000000002,0.38927564,-0.062269356,-0.47180805,-0.18614009,-0.21852838,-0.025235405,252,252,248,4,8.831947999999997,493.26617000000016,0.0,0.0,31,True,232.30977000000001,1.6322654004110089,0.006108814342374882,0.10012247,30,16,0.033928398,0,37,False,289,4345371.966997115,953.6784768736512,4556.433,9.093297999999999,35,2426564.7200649832,2618.5674783055233,926.6764,9.388908,32,2714703.101742728,3022.8293505134725,898.06696,8.677614,1.1831595,0,0.7112941999999999,0.29561043,0.41568375,-30.893896858852592,0.2861112892625103,6,6500.0,4.0,0.25,b'NOT_AVAILABLE',71.49298471763007,15.63199231632098,296.3418139873844,63.11513187817359,100001,6128.6665,6018.8574,6174.0,,,,,,,200111,2.0975785,2.066888,2.174814,5.5923605000000025,5.550639,5.634082,b'https://gea.esac.esa.int/data-server/datalink/links?ID=Gaia+DR2+2103850667223592064',,2103850667223592064,b'19014504+4104500',0.02435547217673545,5,408202243,1,0,1,5773345,2103850667223592064,2MASS J19014504+4104500,285.437702,41.080574,b'19014504+4104500',8.237,0.019,8.062999999999999,0.024,7.9460000000000015,0.017,b'AAA',b'111',b'111',b'000',0,0,4.006454940678428,0.007778947290588411,4.002138569891014,0.007878216142773217,0.04,1.220829037913657,0.031089380993251682,0.056912065394343764,0.03284955407567658,0.7585,0.010143000000000001,0.00644,5.600808607671298,0.19161787677866438
