KIC,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC,Gaia,Teff,e_Teff,D,+e_D,-e_D,R,+e_R,-e_R,AV,Evol,Bin
10081026,6503.0,61.0,-0.244,0.101,2.341,0.08,-0.073,0.046,1.354,0.05,-0.044,0.06,3.83,0.022,-0.022,0.004,0.1052,0.008515,-0.008223000000000001,0.001252,2.7880000000000003,0.245,-0.248,0.262,6077.9,69.27600000000001,-0.244,0.101,2.303,0.08199999999999999,-0.077,0.033,1.262,0.047,-0.054000000000000006,0.05,3.812,0.021,-0.022,0.005,0.1027,0.008448,-0.008148,0.001188,3.836,0.456,-0.36,0.41,2128210209900730496,6344,127,580.688,8.806000000000003,8.57,2.55,0.113,0.107,0.201,1,0
10088136,5301.0,83.0,-0.4,0.102,3.414,0.251,-0.254,0.128,1.329,0.18600000000000005,-0.189,0.113,3.4930000000000003,0.027000000000000003,-0.029,0.003,0.03324,0.003929,-0.003641,0.001093,2.895,2.46,-1.241,0.873,5026.5,69.27600000000001,-0.4,0.102,2.925,0.21,-0.154,0.146,0.917,0.138,-0.08800000000000001,0.115,3.468,0.028,-0.03,0.009000000000000001,0.03646,0.003867,-0.003754,0.001011,10.82,3.5610000000000004,-3.746,3.667,2080557925708328832,5205,104,464.955,4.47,4.397,3.335,0.142,0.135,0.112,1,0
10118942,6362.0,61.0,-0.5539999999999999,0.1,2.14,0.055,-0.054000000000000006,0.026,1.1840000000000002,0.047,-0.046,0.04,3.85,0.016,-0.016,0.004,0.1207,0.006998000000000001,-0.006838,0.00103,3.95,0.4370000000000001,-0.388,0.301,5609.9,69.27600000000001,-0.5539999999999999,0.1,2.014,0.063,-0.06,0.031,0.963,0.051,-0.05,0.038,3.813,0.016,-0.016,0.006999999999999999,0.1176,0.006947,-0.006727,0.001878,8.322000000000001,1.255,-1.0759999999999998,1.135,2119221629322723200,6040,121,524.211,6.83,6.675,2.165,0.094,0.08900000000000001,0.113,1,0
10129349,6699.0,56.0,0.045,0.1,1.534,0.037000000000000005,-0.035,0.018000000000000002,1.381,0.046,-0.045,0.035,4.206,0.017,-0.017,0.005,0.3817,0.01824,-0.01823,0.005908,1.575,0.297,-0.311,0.248,6372.2,69.27600000000001,0.045,0.1,1.517,0.038,-0.036000000000000004,0.016,1.294,0.039,-0.04,0.046,4.187,0.017,-0.017,0.006999999999999999,0.3698,0.013880000000000002,-0.01321,0.003842,2.673,0.374,-0.34,0.657,2130655141500562176,6699,234,202.756,0.866,0.861,1.609,0.118,0.107,0.059,0,0
10130853,4945.0,78.0,0.316,0.099,3.796,0.075,-0.07400000000000001,0.05,1.273,0.068,-0.066,0.038,3.383,0.006999999999999999,-0.006999999999999999,0.002,0.02326,0.0002841,-0.0002826,8.076e-05,5.32,1.222,-0.967,0.433,4772.3,69.27600000000001,0.316,0.099,3.739,0.07200000000000001,-0.07,0.076,1.219,0.064,-0.061,0.065,3.378,0.006999999999999999,-0.006999999999999999,0.006,0.02332,0.0002809,-0.00028010000000000003,0.0002468,6.529,1.416,-1.146,1.3019999999999998,2130478811623519232,4887,98,429.548,5.8660000000000005,5.725,3.792,0.165,0.156,0.053,2,0
10147635,6155.0,66.0,-0.035,0.1,2.688,0.037000000000000005,-0.033,0.025,1.467,0.049,-0.039,0.026,3.746,0.006,-0.006,0.003,0.07556,0.001271,-0.001252,0.0007843,2.4930000000000003,0.17800000000000002,-0.14,0.157,5792.2,69.27600000000001,-0.035,0.1,2.672,0.037000000000000005,-0.039,0.036000000000000004,1.4069999999999998,0.052000000000000005,-0.038,0.046,3.734,0.006,-0.006,0.004,0.07418999999999999,0.001185,-0.001288,0.001285,2.985,0.254,-0.225,0.284,2128586655192626048,5951,119,444.708,4.705,4.621,2.797,0.119,0.113,0.116,1,0
10162436,6346.0,108.0,-0.059,0.1,2.011,0.032,-0.037000000000000005,0.027000000000000003,1.413,0.051,-0.101,0.053,3.979,0.008,-0.013,0.005,0.1731,0.001709,-0.001977,0.0009061,2.571,0.8859999999999999,-0.426,0.4270000000000001,6201.8,69.27600000000001,-0.059,0.1,1.969,0.02,-0.017,0.027000000000000003,1.294,0.041,-0.034,0.039,3.96,0.006999999999999999,-0.005,0.006999999999999999,0.1694,0.001301,-0.00102,0.003332,3.864,0.321,-0.358,0.53,2085664985422688896,6146,123,137.387,0.506,0.504,2.053,0.086,0.08199999999999999,0.058,1,0
10186764,6488.0,74.0,-0.16699999999999998,0.102,1.709,0.061,-0.058,0.023,1.305,0.046,-0.055,0.043,4.087,0.023,-0.025,0.003,0.2597,0.02244,-0.02205,0.002268,2.748,0.445,-0.294,0.564,6020.9,69.27600000000001,-0.16699999999999998,0.102,1.62,0.059,-0.056,0.029,1.097,0.056,-0.053,0.052000000000000005,4.058,0.024,-0.024,0.008,0.2561,0.02168,-0.02105,0.003663000000000001,6.422999999999999,1.018,-0.898,1.246,2119596326566072448,6144,123,318.743,1.962,1.943,1.7080000000000002,0.071,0.067,0.067,1,0
10214328,6923.0,80.0,-0.584,0.102,1.765,0.041,-0.038,0.035,1.23,0.071,-0.042,0.047,4.033,0.022,-0.019,0.008,0.2237,0.013369999999999998,-0.013969999999999998,0.0062840000000000005,3.003,0.332,-0.5529999999999999,0.595,6070.3,69.27600000000001,-0.584,0.102,1.694,0.046,-0.044,0.026,0.985,0.047,-0.044,0.047,3.972,0.016,-0.017,0.009000000000000001,0.20199999999999999,0.01123,-0.0115,0.002157,7.489,0.97,-0.879,1.3330000000000002,2128595416926640640,6923,242,358.19199999999995,2.66,2.628,1.85,0.13699999999999998,0.124,0.078,0,0
10215584,5995.0,57.0,-0.015,0.1,1.139,0.026,-0.026,0.013,1.068,0.048,-0.052000000000000005,0.037000000000000005,4.352,0.016,-0.016,0.006,0.7201,0.03707,-0.02848,0.004772,4.4910000000000005,1.358,-1.177,1.44,5592.5,69.27600000000001,-0.015,0.1,1.086,0.026,-0.026,0.016,0.92,0.045,-0.047,0.041,4.329,0.016,-0.016,0.006999999999999999,0.7170000000000001,0.03572,-0.02889,0.006071,11.56,2.146,-2.031,2.698,2128555525269997568,5887,118,195.803,2.443,2.389,1.3,0.056,0.053,0.041,0,0
10272858,5208.0,68.0,-0.053,0.103,3.636,0.057,-0.054000000000000006,0.042,1.389,0.063,-0.059,0.043,3.459,0.006,-0.006999999999999999,0.004,0.02891,0.0001515,-0.0001545,0.000491,2.862,0.5529999999999999,-0.474,0.18,4916.7,69.27600000000001,-0.053,0.103,3.525,0.056,-0.056,0.062,1.276,0.058,-0.056,0.059,3.448,0.006999999999999999,-0.006,0.005,0.0291,0.00015959999999999998,-0.0001584,0.000377,4.524,0.918,-0.754,0.8759999999999999,2129135070975727104,5046,101,552.7330000000002,7.537000000000001,7.357,3.649,0.16,0.151,0.14400000000000002,2,0
10272923,5078.0,74.0,0.061,0.102,2.841,0.084,-0.08,0.023,1.205,0.099,-0.091,0.023,3.611,0.011,-0.011,0.002,0.05251,0.0007758999999999999,-0.0007708999999999999,0.0004585,5.318,1.832,-1.337,0.358,4829.0,69.27600000000001,0.061,0.102,2.704,0.076,-0.07,0.062,1.0490000000000002,0.083,-0.073,0.067,3.594,0.01,-0.01,0.008,0.05306,0.0007631000000000001,-0.0007649,0.0003894,9.892,2.869,-2.421,2.494,2129135620732022656,4955,99,409.467,3.817,3.757,2.792,0.118,0.113,0.097,2,0
10273246,6342.0,59.0,-0.262,0.1,2.147,0.021,-0.025,0.02,1.287,0.034,-0.039,0.038,3.883,0.006,-0.006,0.005,0.13,0.001716,-0.00173,0.001213,3.46,0.272,-0.234,0.241,5878.4,69.27600000000001,-0.262,0.1,2.095,0.031,-0.032,0.026,1.16,0.05,-0.05,0.038,3.86,0.006999999999999999,-0.006999999999999999,0.006,0.1263,0.001484,-0.001484,0.002298,5.31,0.583,-0.527,0.615,2129133146825997440,6300,126,407.552,5.851,5.7029999999999985,2.148,0.095,0.08900000000000001,0.069,1,0
10319352,5659.0,63.0,0.197,0.099,1.483,0.024,-0.033,0.016,1.077,0.05,-0.048,0.037000000000000005,4.128,0.016,-0.015,0.006999999999999999,0.3303,0.02202,-0.01459,0.005529999999999999,8.685,1.372,-1.358,1.129,5400.1,69.27600000000001,0.197,0.099,1.439,0.03,-0.031,0.025,0.982,0.042,-0.043,0.046,4.114,0.014,-0.014,0.008,0.3298,0.01547,-0.01504,0.005463,12.9,1.625,-1.618,2.248,2119594093183142656,5618,112,258.676,1.404,1.393,1.493,0.062,0.059,0.062,1,0
10322381,6464.0,63.0,-0.361,0.1,1.401,0.063,-0.056,0.02,1.138,0.058,-0.053,0.037000000000000005,4.199,0.028,-0.029,0.002,0.4109,0.04451,-0.04345,0.00595,3.635,0.758,-0.6459999999999999,0.726,5948.0,69.27600000000001,-0.361,0.1,1.306,0.058,-0.053,0.026,0.932,0.05,-0.048,0.047,4.174,0.028,-0.029,0.005,0.4059,0.04389,-0.04427,0.0118,9.844,1.589,-1.459,2.236,2107649995291771392,6176,124,287.205,1.848,1.829,1.37,0.057,0.054000000000000006,0.057,0,0
10324098,6370.0,68.0,-0.118,0.101,2.11,0.073,-0.049,0.036000000000000004,1.3259999999999998,0.162,-0.043,0.06,3.912,0.016,-0.015,0.005,0.1408,0.006834000000000001,-0.006629,0.001182,3.273,0.3,-0.981,0.5920000000000001,5980.8,69.27600000000001,-0.118,0.101,2.068,0.048,-0.049,0.04,1.222,0.048,-0.051,0.069,3.894,0.014,-0.014,0.006,0.1381,0.006662,-0.006520000000000001,0.001235,4.6789999999999985,0.55,-0.4320000000000001,0.852,2131423906287203328,6129,123,547.585,7.397,7.221,2.1790000000000003,0.096,0.091,0.083,1,0
10351059,6530.0,58.0,0.16,0.1,1.819,0.039,-0.038,0.024,1.47,0.049,-0.048,0.054000000000000006,4.085,0.013,-0.014,0.005,0.244,0.01134,-0.01135,0.0017239999999999998,1.938,0.259,-0.249,0.222,6094.1,69.27600000000001,0.16,0.1,1.783,0.044,-0.045,0.037000000000000005,1.356,0.047,-0.099,0.095,4.065,0.013,-0.016,0.009000000000000001,0.2377,0.01097,-0.01109,0.001557,3.3310000000000004,1.21,-0.423,1.13,2080628397532173568,6410,128,290.467,1.696,1.681,1.9,0.079,0.075,0.085,0,0
10355856,6558.0,56.0,-0.152,0.1,1.7380000000000002,0.017,-0.016,0.021,1.347,0.04,-0.036000000000000004,0.039,4.087,0.006,-0.006,0.004,0.2561,0.002273,-0.002161,0.002391,2.443,0.218,-0.237,0.223,6318.4,69.27600000000001,-0.152,0.1,1.733,0.016,-0.016,0.02,1.301,0.037000000000000005,-0.035,0.047,4.074,0.006,-0.006,0.006,0.2499,0.002017,-0.001934,0.002004,3.112,0.335,-0.292,0.4970000000000001,2086399420525476352,6425,128,176.453,0.823,0.818,1.862,0.078,0.073,0.033,0,0
10385708,6036.0,55.0,0.121,0.1,1.766,0.045,-0.036000000000000004,0.019,1.227,0.123,-0.041,0.036000000000000004,4.033,0.016,-0.013,0.008,0.2228,0.00881,-0.008581,0.003394,4.913,0.504,-1.374,0.8959999999999999,5724.4,69.27600000000001,0.121,0.1,1.723,0.035,-0.035,0.023,1.134,0.046,-0.049,0.041,4.019,0.012,-0.012,0.008,0.2215,0.008612,-0.008497,0.00395,7.19,0.97,-0.855,1.1,2119571381395987072,5842,117,351.476,2.9330000000000003,2.893,1.779,0.075,0.071,0.102,1,0
10394814,5156.0,64.0,-0.199,0.101,3.1460000000000004,0.083,-0.081,0.025,1.128,0.075,-0.07,0.021,3.494,0.008,-0.008,0.001,0.03621,0.0007182,-0.0007061,8.353e-05,5.585,1.496,-1.183,0.508,4881.9,69.27600000000001,-0.199,0.101,3.004,0.08,-0.07400000000000001,0.061,0.999,0.067,-0.06,0.052000000000000005,3.482,0.008,-0.008,0.005,0.03686,0.0007015,-0.0007076000000000001,0.00037,9.985,2.529,-2.157,2.1790000000000003,2131050793887979520,5017,100,341.653,2.36,2.334,3.129,0.131,0.124,0.057,2,0
10398597,6412.0,65.0,0.112,0.1,2.015,0.075,-0.068,0.023,1.47,0.065,-0.104,0.043,3.991,0.024,-0.024,0.003,0.1769,0.01432,-0.01461,0.00178,2.263,0.867,-0.299,0.35,6032.7,69.27600000000001,0.112,0.1,1.933,0.071,-0.065,0.032,1.271,0.047,-0.045,0.059,3.969,0.023,-0.023,0.006,0.1754,0.01453,-0.01423,0.00176,4.479,0.4970000000000001,-0.452,0.8079999999999999,2127910558619585280,6238,125,569.322,6.421,6.296,2.022,0.087,0.08199999999999999,0.099,1,0
10417911,5545.0,63.0,0.13699999999999998,0.1,1.901,0.054000000000000006,-0.052000000000000005,0.018000000000000002,1.145,0.049,-0.049,0.025,3.938,0.015,-0.015,0.003,0.1663,0.00946,-0.009324,0.002099,7.191,0.883,-0.794,0.421,5436.1,69.27600000000001,0.13699999999999998,0.1,1.885,0.055,-0.053,0.024,1.114,0.049,-0.049,0.037000000000000005,3.934,0.015,-0.015,0.005,0.1661,0.009692,-0.009225,0.00224,8.027000000000001,1.015,-0.938,0.925,2086580672447566464,5619,112,369.584,3.162,3.117,1.968,0.083,0.079,0.078,1,0
10462940,6265.0,48.0,0.112,0.099,1.271,0.015,-0.015,0.009000000000000001,1.239,0.04,-0.042,0.031,4.322,0.006,-0.006,0.004,0.6025,0.0052840000000000005,-0.005313,0.00365,1.726,0.595,-0.481,0.7759999999999999,6068.6,69.27600000000001,0.112,0.099,1.252,0.016,-0.017,0.015,1.173,0.046,-0.047,0.046,4.312,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.5977,0.005265,-0.005296,0.004503,3.218,0.963,-0.838,1.505,2130914832406318208,6149,123,145.16299999999995,0.611,0.608,1.293,0.054000000000000006,0.051,0.049,0,0
10491771,6601.0,48.0,-0.101,0.1,1.511,0.04,-0.038,0.016,1.2990000000000002,0.039,-0.037000000000000005,0.039,4.192,0.018000000000000002,-0.018000000000000002,0.006,0.3723,0.01257,-0.04497,0.004849,2.181,0.249,-0.251,0.373,6432.5,69.27600000000001,-0.101,0.1,1.5019999999999998,0.042,-0.041,0.017,1.256,0.043,-0.048,0.046,4.183,0.018000000000000002,-0.019,0.006999999999999999,0.3702,0.02291,-0.02199,0.004505,2.77,0.479,-0.35600000000000004,0.682,2085712981675724544,6491,130,190.588,0.7979999999999999,0.7929999999999999,1.514,0.063,0.06,0.123,0,0
10518551,6242.0,60.0,-0.267,0.101,2.08,0.03,-0.032,0.021,1.25,0.037000000000000005,-0.044,0.037000000000000005,3.898,0.008,-0.009000000000000001,0.004,0.1388,0.003599,-0.0034950000000000003,0.001138,3.873,0.37,-0.292,0.305,5856.2,69.27600000000001,-0.267,0.101,2.028,0.038,-0.038,0.026,1.138,0.051,-0.05,0.037000000000000005,3.879,0.009000000000000001,-0.009000000000000001,0.006,0.1363,0.003525,-0.003534,0.0020870000000000003,5.724,0.6609999999999999,-0.604,0.647,2131630923711789312,6071,121,331.009,2.633,2.599,2.354,0.1,0.094,0.059,1,0
10593351,5927.0,81.0,0.151,0.1,3.071,0.029,-0.029,0.045,1.59,0.038,-0.035,0.047,3.665,0.005,-0.005,0.003,0.05494,0.0006866000000000001,-0.0006900000000000001,0.001084,2.1,0.09,-0.085,0.236,5660.2,69.27600000000001,0.151,0.1,3.068,0.027000000000000003,-0.022,0.071,1.571,0.032,-0.027000000000000003,0.078,3.66,0.003,-0.004,0.005,0.05441,0.0003652,-0.0005108000000000001,0.001033,2.178,0.077,-0.073,0.339,2130942358854407552,5760,115,515.679,5.45,5.351,3.069,0.131,0.124,0.085,1,0
10610027,6704.0,58.0,-0.041,0.1,1.48,0.055,-0.05,0.017,1.329,0.049,-0.039,0.039,4.222,0.025,-0.026,0.004,0.4115,0.04107,-0.03719,0.005081,1.6740000000000002,0.299,-0.339,0.294,6444.4,69.27600000000001,-0.041,0.1,1.461,0.056,-0.052000000000000005,0.021,1.27,0.043,-0.05,0.045,4.211,0.025,-0.026,0.006,0.4074,0.0392,-0.03895,0.005093,2.503,0.459,-0.385,0.517,2080653858099136640,6704,235,187.987,0.906,0.9,1.905,0.14,0.127,0.054000000000000006,0,0
10644253,6069.0,50.0,0.096,0.1,1.118,0.013,-0.014,0.004,1.159,0.041,-0.042,0.018000000000000002,4.405,0.006,-0.006,0.003,0.8301,0.003011,-0.002898,0.004815,1.374,0.8270000000000001,-0.725,0.723,5994.2,69.27600000000001,0.096,0.1,1.11,0.015,-0.016,0.012,1.134,0.046,-0.047,0.044,4.401,0.006999999999999999,-0.006999999999999999,0.006,0.8290000000000001,0.003043,-0.00314,0.005819,2.063,1.119,-0.958,1.692,2119828460957942528,6045,121,96.843,0.223,0.223,1.143,0.049,0.046,0.013,0,0
10655953,6594.0,61.0,-0.073,0.099,1.267,0.025,-0.024,0.01,1.262,0.044,-0.046,0.02,4.333,0.012,-0.013,0.003,0.6211,0.02979,-0.01942,0.006402,0.805,0.4920000000000001,-0.418,0.434,6186.0,69.27600000000001,-0.073,0.099,1.226,0.027000000000000003,-0.027000000000000003,0.018000000000000002,1.115,0.053,-0.052000000000000005,0.049,4.308,0.013,-0.014,0.006999999999999999,0.6053,0.02648,-0.02825,0.0033710000000000003,3.653,1.08,-0.942,1.736,2130903223112022656,6290,126,231.83900000000003,1.466,1.452,1.241,0.053,0.051,0.039,0,0
10670371,5334.0,71.0,-0.119,0.1,3.017,0.058,-0.07,0.038,1.501,0.054000000000000006,-0.076,0.043,3.652,0.006999999999999999,-0.006999999999999999,0.003,0.054520000000000006,0.001403,-0.001438,0.0006112,2.355,0.423,-0.233,0.298,5117.3,69.27600000000001,-0.119,0.1,2.939,0.08199999999999999,-0.09,0.06,1.396,0.08900000000000001,-0.097,0.073,3.646,0.008,-0.008,0.005,0.054970000000000005,0.001569,-0.001504,0.0005471,3.132,0.882,-0.608,0.69,2128835381037146880,5260,105,485.011,10.198,9.813,3.4930000000000003,0.163,0.154,0.104,1,0
10717090,5817.0,74.0,0.238,0.1,1.546,0.049,-0.05,0.032,1.22,0.057,-0.094,0.076,4.141,0.02,-0.022,0.01,0.3257,0.04424,-0.01293,0.004455,5.096,2.042,-0.904,1.588,5556.1,69.27600000000001,0.238,0.1,1.484,0.045,-0.043,0.028,1.06,0.046,-0.046,0.055,4.119,0.021,-0.02,0.009000000000000001,0.3236,0.02632,-0.01845,0.004359,9.653,1.537,-1.423,2.109,2131526852362228352,5784,116,292.901,1.922,1.902,1.5519999999999998,0.066,0.063,0.065,1,0
10727922,6319.0,66.0,-0.304,0.1,1.917,0.069,-0.066,0.031,1.212,0.044,-0.05,0.049,3.954,0.023,-0.024,0.004,0.171,0.01525,-0.01434,0.001841,4.063,0.525,-0.396,0.488,5831.5,69.27600000000001,-0.304,0.1,1.835,0.075,-0.069,0.027000000000000003,1.045,0.054000000000000006,-0.052000000000000005,0.041,3.929,0.023,-0.024,0.006,0.1686,0.01525,-0.01488,0.002001,7.362,0.991,-0.906,0.997,2129401633825979776,6054,121,408.841,3.957,3.892,1.929,0.083,0.079,0.094,1,0
10730618,6422.0,54.0,-0.006,0.1,1.777,0.018000000000000002,-0.018000000000000002,0.016,1.368,0.043,-0.041,0.037000000000000005,4.074,0.006,-0.006,0.004,0.2436,0.001844,-0.001718,0.001379,2.594,0.266,-0.265,0.32299999999999995,6307.9,69.27600000000001,-0.006,0.1,1.774,0.018000000000000002,-0.02,0.022,1.345,0.045,-0.046,0.051,4.0680000000000005,0.006,-0.006999999999999999,0.006999999999999999,0.2411,0.001894,-0.001743,0.002509,2.932,0.401,-0.334,0.6629999999999999,2129299035647555968,6423,225,297.866,2.175,2.15,1.765,0.13,0.118,0.07,0,0
10731424,6432.0,65.0,-0.129,0.101,2.55,0.087,-0.076,0.044,1.4369999999999998,0.063,-0.055,0.053,3.782,0.018000000000000002,-0.019,0.003,0.08646000000000001,0.006023,-0.00587,0.001284,2.435,0.254,-0.217,0.163,6022.2,69.27600000000001,-0.129,0.101,2.522,0.085,-0.08,0.032,1.347,0.059,-0.052000000000000005,0.044,3.763,0.018000000000000002,-0.019,0.005,0.08386,0.006072999999999999,-0.0058460000000000005,0.001156,3.225,0.343,-0.343,0.306,2129271887153666560,6190,124,689.335,12.836,12.409,2.6010000000000004,0.119,0.113,0.151,1,0
10732098,5796.0,67.0,-0.01,0.1,1.778,0.047,-0.046,0.022,1.121,0.049,-0.054000000000000006,0.027000000000000003,3.987,0.014,-0.015,0.004,0.19899999999999998,0.01033,-0.01023,0.003422,6.92,0.936,-0.828,0.599,5605.5,69.27600000000001,-0.01,0.1,1.743,0.047,-0.046,0.028,1.0590000000000002,0.048,-0.051,0.044,3.979,0.014,-0.015,0.005,0.1993,0.01048,-0.01025,0.002997,8.697000000000001,1.121,-0.993,1.134,2129259899906063488,5711,114,420.194,5.235,5.121,1.818,0.079,0.075,0.122,1,0
10794845,6398.0,55.0,-0.195,0.1,1.143,0.047,-0.043,0.01,1.142,0.045,-0.046,0.031,4.378,0.029,-0.032,0.005,0.7723,0.04927,-0.0485,0.013669999999999998,1.411,0.922,-0.813,1.148,5995.3,69.27600000000001,-0.195,0.1,1.094,0.048,-0.043,0.018000000000000002,0.987,0.051,-0.05,0.047,4.353,0.033,-0.034,0.009000000000000001,0.7563,0.0843,-0.08238999999999999,0.009147,6.063,1.765,-1.633,4.114,2129404966720268928,6126,123,188.254,0.944,0.937,1.16,0.049,0.046,0.059,0,0
10873176,6517.0,89.0,-0.8370000000000001,0.104,2.021,0.035,-0.034,0.018000000000000002,1.109,0.045,-0.041,0.03,3.871,0.011,-0.011,0.006,0.1342,0.004548,-0.00436,0.001539,4.379,0.498,-0.457,0.301,5746.5,69.27600000000001,-0.8370000000000001,0.104,1.911,0.039,-0.038,0.031,0.89,0.042,-0.04,0.038,3.824,0.01,-0.01,0.006999999999999999,0.1275,0.004061,-0.004012,0.001987,9.586,1.277,-1.073,1.19,2086660485820843264,6517,228,474.703,4.5,4.4289999999999985,1.984,0.147,0.133,0.158,0,0
10909629,6501.0,61.0,-0.297,0.101,2.112,0.035,-0.019,0.055,1.3019999999999998,0.061,-0.036000000000000004,0.099,3.903,0.009000000000000001,-0.006,0.01,0.1378,0.001352,-0.0013039999999999998,0.001243,3.103,0.231,-0.319,0.5920000000000001,5994.8,69.27600000000001,-0.297,0.101,2.088,0.025,-0.027000000000000003,0.025,1.2009999999999998,0.043,-0.046,0.04,3.877,0.006,-0.006999999999999999,0.008,0.1317,0.0009114,-0.0009175,0.002533,4.685,0.506,-0.407,0.556,2131149749936562048,6267,125,429.823,4.2639999999999985,4.192,2.244,0.097,0.092,0.075,1,0
10923629,6195.0,87.0,0.157,0.1,2.5780000000000003,0.029,-0.094,0.032,1.6880000000000002,0.038,-0.202,0.069,3.84,0.006999999999999999,-0.02,0.006999999999999999,0.09807,0.001289,-0.001288,0.001072,1.817,0.882,-0.16899999999999998,0.32,6030.8,69.27600000000001,0.157,0.1,2.469,0.025,-0.025,0.03,1.45,0.042,-0.042,0.058,3.813,0.006999999999999999,-0.006,0.008,0.09625,0.001144,-0.001114,0.0015539999999999998,2.984,0.21600000000000005,-0.197,0.28,2128862907489310592,6201,124,316.332,2.696,2.658,2.603,0.11,0.104,0.075,1,0
10959362,5806.0,94.0,0.419,0.102,2.307,0.064,-0.058,0.045,1.406,0.039,-0.038,0.08199999999999999,3.859,0.017,-0.017,0.006999999999999999,0.1142,0.006940000000000001,-0.006783,0.001556,3.666,0.384,-0.349,0.2,5556.4,69.27600000000001,0.419,0.102,2.29,0.062,-0.06,0.046,1.36,0.034,-0.036000000000000004,0.079,3.851,0.016,-0.016,0.006999999999999999,0.113,0.00702,-0.006763,0.001652,4.266,0.41,-0.374,0.363,2119763967729811584,5793,116,414.43,3.997,3.932,2.4090000000000003,0.103,0.098,0.115,1,0
10963065,6316.0,45.0,-0.188,0.1,1.242,0.013,-0.014,0.011,1.131,0.036000000000000004,-0.036000000000000004,0.026,4.303,0.005,-0.006,0.004,0.5889,0.00238,-0.001453,0.004092,3.131,0.56,-0.522,0.454,5953.3,69.27600000000001,-0.188,0.1,1.214,0.016,-0.015,0.016,1.039,0.04,-0.039,0.033,4.2860000000000005,0.006,-0.006,0.006,0.5809,0.001404,-0.001902,0.005308,6.227,1.295,-0.969,1.26,2131593785132997632,6089,122,88.77600000000002,0.258,0.257,1.253,0.052000000000000005,0.05,0.018000000000000002,0,0
10971974,6030.0,58.0,-0.077,0.102,1.19,0.032,-0.031,0.011,1.057,0.052000000000000005,-0.051,0.029,4.311,0.018000000000000002,-0.018000000000000002,0.005,0.6314,0.0376,-0.03756,0.0049310000000000005,5.256,1.31,-1.164,1.111,5658.7,69.27600000000001,-0.077,0.102,1.139,0.032,-0.031,0.025,0.928,0.05,-0.05,0.06,4.292,0.018000000000000002,-0.018000000000000002,0.009000000000000001,0.6247,0.03885,-0.03799,0.005179,11.43,2.22,-1.97,2.923,2129471246655864320,5852,117,250.516,1.474,1.46,1.192,0.051,0.048,0.07400000000000001,0,0
10972252,6237.0,60.0,-0.136,0.101,2.285,0.043,-0.041,0.032,1.338,0.045,-0.043,0.047,3.845,0.011,-0.011,0.006,0.1118,0.004106,-0.004122,0.001002,3.302,0.267,-0.274,0.53,5891.1,69.27600000000001,-0.136,0.101,2.251,0.044,-0.044,0.021,1.254,0.044,-0.049,0.035,3.831,0.011,-0.011,0.006999999999999999,0.1098,0.004108,-0.003985,0.001463,4.31,0.418,-0.339,0.382,2129473956774687104,6152,123,579.143,8.45,8.232999999999999,2.374,0.106,0.1,0.087,1,0
10972873,5928.0,64.0,-0.057,0.101,1.861,0.022,-0.027000000000000003,0.026,1.177,0.043,-0.05,0.023,3.968,0.006,-0.006999999999999999,0.005,0.1827,0.0009272,-0.001056,0.003431,5.6389999999999985,0.6809999999999999,-0.563,0.366,5531.7,69.27600000000001,-0.057,0.101,1.795,0.024,-0.027000000000000003,0.028,1.051,0.043,-0.045,0.048,3.951,0.006,-0.006999999999999999,0.006999999999999999,0.1818,0.0008711999999999999,-0.0008664999999999999,0.003144,8.872,0.965,-0.857,1.188,2129520930836942848,5710,114,268.35900000000004,2.075,2.049,1.803,0.078,0.07400000000000001,0.052000000000000005,1,0
11021413,5452.0,72.0,-0.078,0.1,2.085,0.057,-0.054000000000000006,0.018000000000000002,1.116,0.062,-0.057,0.022,3.846,0.01,-0.01,0.002,0.1229,0.004753,-0.004716,0.001381,6.784,0.952,-0.865,0.429,5231.4,69.27600000000001,-0.078,0.1,2.036,0.062,-0.061,0.046,1.044,0.066,-0.065,0.06,3.838,0.01,-0.01,0.006,0.1234,0.004902,-0.004804999999999999,0.001613,8.719,1.732,-1.36,1.806,2131202457774206848,5367,107,212.188,0.962,0.956,2.073,0.08800000000000001,0.084,0.029,1,0
