KIC,gaia_source_id,nearest_neighbour,APOGEE_ID,TELESCOPE,FIELD,J,J_ERR,H,H_ERR,K,K_ERR,RA,DEC,GLON,GLAT,APOGEE_TARGET1,APOGEE_TARGET2,APOGEE_TARGET3,APOGEE2_TARGET1,APOGEE2_TARGET2,APOGEE2_TARGET3,TARGFLAGS,SURVEY,PROGRAMNAME,NVISITS,COMBTYPE,COMMISS,SNR,STARFLAG,STARFLAGS,ANDFLAG,ANDFLAGS,VHELIO_AVG,VSCATTER,VERR,VERR_MED,OBSVHELIO_AVG,OBSVSCATTER,OBSVERR,OBSVERR_MED,SYNTHVHELIO_AVG,SYNTHVSCATTER,SYNTHVERR,SYNTHVERR_MED,RV_TEFF,RV_LOGG,RV_FEH,RV_ALPHA,RV_CARB,RV_CCFWHM,RV_AUTOFWHM,SYNTHSCATTER,MEANFIB,SIGFIB,SNREV,APSTAR_VERSION,ASPCAP_VERSION,RESULTS_VERSION,EXTRATARG,MIN_H,MAX_H,MIN_JK,MAX_JK,TEFF,TEFF_ERR,LOGG,LOGG_ERR,VMICRO,VMACRO,VSINI,M_H,M_H_ERR,ALPHA_M,ALPHA_M_ERR,ASPCAP_CHI2,ASPCAP_CLASS,ASPCAPFLAG,ASPCAPFLAGS,C_FE,CI_FE,N_FE,O_FE,NA_FE,MG_FE,AL_FE,SI_FE,P_FE,S_FE,K_FE,CA_FE,TI_FE,TIII_FE,V_FE,CR_FE,MN_FE,FE_H,CO_FE,NI_FE,CU_FE,GE_FE,RB_FE,CE_FE,ND_FE,YB_FE,C_FE_ERR,CI_FE_ERR,N_FE_ERR,O_FE_ERR,NA_FE_ERR,MG_FE_ERR,AL_FE_ERR,SI_FE_ERR,P_FE_ERR,S_FE_ERR,K_FE_ERR,CA_FE_ERR,TI_FE_ERR,TIII_FE_ERR,V_FE_ERR,CR_FE_ERR,MN_FE_ERR,FE_H_ERR,CO_FE_ERR,NI_FE_ERR,CU_FE_ERR,GE_FE_ERR,RB_FE_ERR,CE_FE_ERR,ND_FE_ERR,YB_FE_ERR,C_FE_FLAG,CI_FE_FLAG,N_FE_FLAG,O_FE_FLAG,NA_FE_FLAG,MG_FE_FLAG,AL_FE_FLAG,SI_FE_FLAG,P_FE_FLAG,S_FE_FLAG,K_FE_FLAG,CA_FE_FLAG,TI_FE_FLAG,TIII_FE_FLAG,V_FE_FLAG,CR_FE_FLAG,MN_FE_FLAG,FE_H_FLAG,CO_FE_FLAG,NI_FE_FLAG,CU_FE_FLAG,GE_FE_FLAG,RB_FE_FLAG,CE_FE_FLAG,ND_FE_FLAG,YB_FE_FLAG,ALT_ID,SRC_H,WASH_M,WASH_M_ERR,WASH_T2,WASH_T2_ERR,DDO51,DDO51_ERR,IRAC_3_6,IRAC_3_6_ERR,IRAC_4_5,IRAC_4_5_ERR,IRAC_5_8,IRAC_5_8_ERR,IRAC_8_0,IRAC_8_0_ERR,WISE_4_5,WISE_4_5_ERR,TARG_4_5,TARG_4_5_ERR,AK_TARG,AK_TARG_METHOD,AK_WISE,SFD_EBV,WASH_DDO51_GIANT_FLAG,WASH_DDO51_STAR_FLAG,GAIA_SOURCE_ID,GAIA_PARALLAX,GAIA_PARALLAX_ERROR,GAIA_PMRA,GAIA_PMRA_ERROR,GAIA_PMDEC,GAIA_PMDEC_ERROR,GAIA_PHOT_G_MEAN_MAG,GAIA_PHOT_BP_MEAN_MAG,GAIA_PHOT_RP_MEAN_MAG,GAIA_RADIAL_VELOCITY,GAIA_RADIAL_VELOCITY_ERROR,GAIA_R_EST,GAIA_R_LO,GAIA_R_HI,TEFF_SPEC,LOGG_SPEC
7799430,2116895754210884480,1,2M18442681+4332421,apo25m,K08_073+19,9.16,0.02,8.715,0.024,8.629,0.011,281.111743,43.545044,72.7051221188,19.5005367788,-2013134848,0,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO",apogee,apogee,3,1,0,542.052,0,,0,,-47.3393,0.0809764,0.00515614,0.00793953,-47.3361,0.105613,0.00449723,0.00682339,-47.3845,0.0814417,0.00443477,0.00672983,5250.0,4.0,0.0,0.0,0.0,21.7296,19.0601,0.0324798,227.432,10.3923,574.81464,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,4910.8364,88.790016,3.6028385,0.064799316,0.43787485,3.1828904,-9999.99,-0.12558155,0.007001564,0.065376,0.0073264893,2.2160013,GKg_b,0,,0.103244,0.13107,-0.09468,0.11908501,-0.11403397,0.1189617,0.08071049,0.040263005,0.173337,0.14610401,0.147408,0.048443303,0.0815946,-0.008625001,-9999.99,0.050467998,-0.086036,-0.13685155,-0.007587999,0.0274221,0.0022574961,-9999.99,-9999.99,-0.58062536,-9999.99,-9999.99,0.012486708,0.019529853,0.019265579,0.015611022,0.041763883,0.010802224,0.018059948,0.010409105,0.06493596,0.030253181,0.030493958,0.012341051,0.018401915,0.059619732,-999.99,0.033238955,0.015018085,0.0078007854,0.040086992,0.012684368,0.035098713,-999.99,-999.99,0.06674208,-999.99,-999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,2,2,0,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,8.664,0.02,8.664,0.02,0.0009185456,RJCE_WISE,0.0009185456,0.060392678,-1,1,2116895754210884480,3.4165119151547603,0.0195560933818157,-10.063449072541157,0.037020737546376685,-33.61215247650257,0.03740683934084185,10.617849,11.115736,9.993648,-47.36512996348582,0.5721198836414468,290.248176554047,288.597569444988,291.917433153778,4858.7,3.653
7800289,2105247528026969984,1,2M18463834+4332297,apo25m,K08_073+19,8.598,0.023,8.419,0.027,8.381,0.011,281.659751,43.541592,72.8420562749,19.1249044351,-2013134848,0,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO",apogee,apogee,3,0,0,563.111,131072,SUSPECT_BROAD_LINES,0,,-16.4013,0.144164,0.0266488,0.0417635,-16.1542,0.260853,0.0234473,0.0362834,-16.0381,0.234952,0.0220669,0.0342158,6500.0,4.0,-0.5,0.0,0.0,45.4196,17.0718,0.117978,192.255,5.19615,594.7596,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6259.6943,141.00305,3.820985,0.082971625,1.9491265,1.0,21.43384,-0.22314155,0.032797508,0.060360998,0.021572275,1.2190037,Fd_b,0,,0.081174,0.13288,-9999.99,-9999.99,-1.404794,0.07305069,0.011717498,0.070282,-9999.99,0.039389998,0.19704999,0.083951294,-0.60996944,-0.15923001,-9999.99,0.166382,-0.145126,-0.23072155,-0.419118,0.109712094,-0.2289925,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.038077045,0.028151667,-999.99,-999.99,0.06585765,0.026778841,0.06964638,0.030585365,-999.99,0.046478402,0.047559034,0.040917635,0.09452197,0.08459532,-999.99,0.06477164,0.055132024,0.03903808,0.103469476,0.047464933,0.07536716,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,4353,512,0,0,0,0,512,0,0,0,0,0,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,8.344,0.02,-9999.99,-9999.99,0.015527228,SFD,0.022949824,0.051414665,-1,1,2105247528026969984,3.087765034560666,0.02137382305625633,-11.42540460151599,0.03738801069327641,6.937173090648424,0.03994254937525681,9.438409,9.696384,9.062635,-14.821008845466487,1.9592344104641475,320.870057972559,318.667833557577,323.102381988036,6380.0,3.9381
7833440,2078097253048099584,0,2M19413985+4334598,apo25m,K15_077+10,10.065,0.021,9.784,0.019,9.774,0.012,295.416055,43.583298,77.0401404443,10.0324145363,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,1,1,0,170.187,0,,0,,-18.4999,0.0,0.0285743,0.0285743,-18.5049,0.0,0.0288284,0.0288284,-18.4999,0.0,0.0285743,0.0285743,5000.0,3.0,-1.0,0.0,0.0,21.0966,17.31,0.0,182.0,0.0,179.64705,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6104.1396,142.05034,4.065075,0.08860666,1.6545504,1.0,6.1194167,-0.36970899,0.016348349,0.089099005,0.015668124,2.1313267,Fd_b,0,,0.045360148,0.05794069,-0.09378719,-9999.99,-9999.99,0.1320795,0.09308925,0.11140302,-9999.99,-0.11140099,0.31151497,0.075248,-9999.99,-9999.99,-9999.99,-0.100447,-0.06340605,-0.36272898,-9999.99,0.10521954,-0.46385452,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.036547437,0.030186918,0.07880038,-999.99,-999.99,0.01898538,0.030424917,0.017752837,-999.99,0.059438832,0.06025692,0.029276486,-999.99,-999.99,-999.99,0.10415343,0.036365114,0.016632527,-999.99,0.03003534,0.11782722,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,257,0,0,0,512,0,0,0,257,512,512,0,0,0,16384,0,0,2,2,16896,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.776,0.02,9.776,0.02,-0.038555656,RJCE_WISE,-0.038555656,0.21900846,-1,1,2078097253047713536,2.836493071553429,0.031104237342988332,11.165778588399368,0.04775159100727925,-31.566702696757808,0.05528189675617907,11.020614,11.303129,10.592896,-9999.0,-9999.0,349.052947737537,345.27510237049,352.912869683121,6196.8,4.0865
7833440,2078097253047713536,1,2M19413985+4334598,apo25m,K15_077+10,10.065,0.021,9.784,0.019,9.774,0.012,295.416055,43.583298,77.0401404443,10.0324145363,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,1,1,0,170.187,0,,0,,-18.4999,0.0,0.0285743,0.0285743,-18.5049,0.0,0.0288284,0.0288284,-18.4999,0.0,0.0285743,0.0285743,5000.0,3.0,-1.0,0.0,0.0,21.0966,17.31,0.0,182.0,0.0,179.64705,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6104.1396,142.05034,4.065075,0.08860666,1.6545504,1.0,6.1194167,-0.36970899,0.016348349,0.089099005,0.015668124,2.1313267,Fd_b,0,,0.045360148,0.05794069,-0.09378719,-9999.99,-9999.99,0.1320795,0.09308925,0.11140302,-9999.99,-0.11140099,0.31151497,0.075248,-9999.99,-9999.99,-9999.99,-0.100447,-0.06340605,-0.36272898,-9999.99,0.10521954,-0.46385452,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.036547437,0.030186918,0.07880038,-999.99,-999.99,0.01898538,0.030424917,0.017752837,-999.99,0.059438832,0.06025692,0.029276486,-999.99,-999.99,-999.99,0.10415343,0.036365114,0.016632527,-999.99,0.03003534,0.11782722,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,257,0,0,0,512,0,0,0,257,512,512,0,0,0,16384,0,0,2,2,16896,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.776,0.02,9.776,0.02,-0.038555656,RJCE_WISE,-0.038555656,0.21900846,-1,1,2078097253047713536,2.836493071553429,0.031104237342988332,11.165778588399368,0.04775159100727925,-31.566702696757808,0.05528189675617907,11.020614,11.303129,10.592896,-9999.0,-9999.0,349.052947737537,345.27510237049,352.912869683121,6196.8,4.0865
7870112,2105262611951880320,1,2M18481919+4336137,apo25m,K08_073+19,9.671,0.023,9.38,0.03,9.304,0.023,282.07997,43.603809,73.012862638,18.8594331641,-2013134848,0,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO",apogee,apogee,3,0,0,382.407,0,,0,,-81.7418,0.162273,0.00727206,0.011094,-81.7255,0.178694,0.00625739,0.00931069,-81.6735,0.219728,0.00611115,0.00898141,5000.0,4.0,0.0,0.0,0.0,22.1553,19.5322,0.0466593,201.354,6.9282,401.71326,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5563.0005,105.12162,4.057437,0.076873034,0.6720785,1.0,5.2311835,0.36458102,0.006480111,-0.0138661,0.0041235387,3.6006422,GKd_b,0,,-0.104605824,0.011188924,0.1773428,-9999.99,-9999.99,-0.037195474,0.11168927,0.074532,-9999.99,-0.10418798,-0.362685,-0.06027797,-0.03471449,0.09108001,-9999.99,-0.017256975,0.11827403,0.349251,0.143534,0.076319575,0.09165552,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.01228627,0.016586924,0.035437103,-999.99,-999.99,0.009102125,0.017383138,0.008355699,-999.99,0.034449194,0.024041072,0.011649331,0.03772182,0.0777225,-999.99,0.038016867,0.01307407,0.0071695116,0.11392562,0.011905666,0.05502125,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,0,0,512,0,0,0,0,0,0,2,2,768,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.32,0.02,9.32,0.02,0.009180385,RJCE_WISE,0.009180385,0.050810583,-1,1,2105262611951880320,3.8040375876466914,0.021061424198227003,-20.46212620047045,0.03492940662311949,-3.6503762682050014,0.04034678479873869,10.760891,11.138673,10.253283,-82.41874256286265,0.33290760013751536,260.90306726497,259.466433600731,262.35541202285,5620.1,4.271
7871531,2105298788456363008,1,2M18513961+4338099,apo25m,K08_073+19,7.971,0.017,7.585,0.021,7.516,0.023,282.915054,43.636089,73.2643396334,18.3029321965,-2013134848,-2147418112,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO,APOGEE_KEPLER_COOLDWARF",apogee,apogee,3,0,0,759.345,0,,0,,-20.995,0.0458807,0.00485743,0.00737411,-20.995,0.0458807,0.00485743,0.00737411,-21.0221,0.0670047,0.00475372,0.00710394,6000.0,5.0,0.0,0.0,0.0,24.3245,21.7614,0.0211343,161.335,10.3923,818.1811,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,4803.0684,89.093,4.048414,0.113406196,0.30822653,3.9898133,-9999.99,-0.51177156,0.008165794,0.067618996,0.008931639,10.952166,GKg_b,640,"STAR_WARN,COLORTE_WARN",-0.09795004,0.37123996,-9999.99,0.23148498,-0.045473933,-0.06557232,-0.04457152,-0.024434924,-0.12603301,0.433204,0.13861,0.13110828,-0.25648946,-0.05662501,0.33535296,-0.02611202,-0.16754597,-0.5237315,-0.45865798,0.06272206,0.28272748,-9999.99,-9999.99,0.57236457,-9999.99,-9999.99,0.016245376,0.025042659,-999.99,0.017789394,0.05373965,0.012905245,0.018730465,0.012055235,0.076274,0.040633034,0.03916604,0.017361864,0.02304493,0.064019516,0.061544217,0.043257486,0.020634828,0.00908826,0.04958598,0.016458988,0.04579364,-999.99,-999.99,0.06841307,-999.99,-999.99,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,7.485,0.019,-9999.99,-9999.99,0.02455764,SFD,0.045899913,0.081316695,-1,1,2105298788456363008,15.028801647521837,0.26103584377793215,-29.962316951280837,0.5505211473212596,-20.570302463465417,0.5724377142661301,9.206715,9.614095,8.662035,-20.230479854223105,0.6660200626975887,66.4491786347692,65.3072329571994,67.6310326116368,4718.1,3.8495
7880676,2102999404706227200,1,2M19110415+4336113,apo25m,K12_074+15,9.921,0.027,9.634,0.022,9.466,0.012,287.767297,43.603161,74.5974763149,15.0308949134,-2013134848,0,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO",apogee,apogee,3,0,0,378.859,0,,0,,-26.5927,0.013047,0.00968509,0.0168983,-26.5927,0.013047,0.00968509,0.0168983,-26.6789,0.0251605,0.00906501,0.0157219,6000.0,4.0,0.0,0.0,0.0,22.1529,17.9628,0.0165538,264.017,1.73205,390.8868,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6117.0117,130.17545,4.0180397,0.07691076,1.6301216,1.0,6.8928685,0.092158996,0.011074444,0.020719001,0.008719601,1.419417,Fd_a,0,,0.046447143,0.0808917,0.2836618,-9999.99,-9999.99,0.030050501,0.14645025,0.063880995,-9999.99,-0.0018480048,0.05811499,0.025931,-9999.99,-9999.99,-9999.99,-9999.99,0.04945299,0.07955,0.11168499,0.05416055,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.021975214,0.020949956,0.052924495,-999.99,-999.99,0.014131023,0.024893677,0.013057623,-999.99,0.04245331,0.043236967,0.02105478,-999.99,-999.99,-999.99,-999.99,0.022513451,0.012005093,0.14990129,0.02048935,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,512,512,512,512,0,0,0,0,512,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.455,0.019,-9999.99,-9999.99,-9999.99,none,0.11842191,0.07665996,-1,1,2102999404706227200,2.476795296895221,0.023752409618833768,0.9587427481446578,0.04771311903725497,-1.838988808444201,0.04956282244030878,10.845315,11.13559,10.423603,-26.581880084888653,0.4689110784351696,399.129994006761,395.352995030931,402.9785418024,6233.7,4.2357
7880676,2102999404703193856,0,2M19110415+4336113,apo25m,K12_074+15,9.921,0.027,9.634,0.022,9.466,0.012,287.767297,43.603161,74.5974763149,15.0308949134,-2013134848,0,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO",apogee,apogee,3,0,0,378.859,0,,0,,-26.5927,0.013047,0.00968509,0.0168983,-26.5927,0.013047,0.00968509,0.0168983,-26.6789,0.0251605,0.00906501,0.0157219,6000.0,4.0,0.0,0.0,0.0,22.1529,17.9628,0.0165538,264.017,1.73205,390.8868,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6117.0117,130.17545,4.0180397,0.07691076,1.6301216,1.0,6.8928685,0.092158996,0.011074444,0.020719001,0.008719601,1.419417,Fd_a,0,,0.046447143,0.0808917,0.2836618,-9999.99,-9999.99,0.030050501,0.14645025,0.063880995,-9999.99,-0.0018480048,0.05811499,0.025931,-9999.99,-9999.99,-9999.99,-9999.99,0.04945299,0.07955,0.11168499,0.05416055,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.021975214,0.020949956,0.052924495,-999.99,-999.99,0.014131023,0.024893677,0.013057623,-999.99,0.04245331,0.043236967,0.02105478,-999.99,-999.99,-999.99,-999.99,0.022513451,0.012005093,0.14990129,0.02048935,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,512,512,512,512,0,0,0,0,512,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.455,0.019,-9999.99,-9999.99,-9999.99,none,0.11842191,0.07665996,-1,1,2102999404706227200,2.476795296895221,0.023752409618833768,0.9587427481446578,0.04771311903725497,-1.838988808444201,0.04956282244030878,10.845315,11.13559,10.423603,-26.581880084888653,0.4689110784351696,399.129994006761,395.352995030931,402.9785418024,6233.7,4.2357
7910848,2078655667518298368,1,2M19511625+4339572,apo25m,K15_077+10,10.063,0.019,9.815,0.018,9.74,0.015,297.817744,43.665909,77.9633178362,8.5494818565,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,1,1,0,164.726,512,PERSIST_HIGH,512,PERSIST_HIGH,11.3288,0.0,0.0188992,0.0188992,11.335,0.0,0.01894,0.01894,11.3288,0.0,0.0188992,0.0188992,6000.0,5.0,0.0,0.0,0.0,22.7269,21.7586,0.0,62.0,0.0,176.37708,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5967.622,129.90138,4.0977674,0.07745469,1.6264099,1.0,4.202619,0.125461,0.010543838,-0.01031941,0.007890744,3.2112195,Fd_c,0,,0.04172615,0.0722807,0.3517228,-9999.99,-9999.99,0.032376505,0.0052792504,-0.012629002,-9999.99,-0.008945994,0.028163992,-0.010460995,-9999.99,-9999.99,-9999.99,-0.011597,0.142724,0.122030996,0.25413397,0.056049548,-0.056735493,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.02156359,0.021885747,0.050741415,-999.99,-999.99,0.0137779,0.02597097,0.012816727,-999.99,0.04434192,0.041749936,0.020234628,-999.99,-999.99,-999.99,0.065963835,0.021707842,0.01142684,0.15440488,0.019647686,0.08436201,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,512,512,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.757,0.018,9.757,0.018,0.007343642,RJCE_WISE,0.007343642,0.3475304,-1,1,2078655667518298368,2.9268422793686284,0.02374048594127206,-8.423415452194892,0.04738801793930637,-5.2424458042148245,0.049962154935110734,11.06258,11.385953,10.600294,11.988624210650347,1.29034951728419,338.352582376262,335.635781667163,341.112927280021,6066.3,4.2975
7914731,2078992667829796224,0,2M19550439+4341447,apo25m,K14_080+08,10.286,0.035,9.978,0.038,9.923,0.027,298.768293,43.695759,78.3357506082,7.96843900722,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,2,0,0,229.844,0,,0,,-27.3386,0.0931182,0.0163636,0.0235872,-27.2184,0.104205,0.013373,0.019483,-27.2441,0.171618,0.0132012,0.0192454,6000.0,4.0,0.0,0.0,0.0,21.6169,17.9624,0.0674134,113.504,4.24264,234.3007,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5820.3726,118.49541,3.8120809,0.08183573,1.5923921,1.0,6.5849123,0.03578645,0.014530964,-0.010577001,0.011838368,2.2981586,GKd_c,0,,-0.0018435009,0.009274498,0.080537,-9999.99,-0.10154895,-0.0346653,0.014719494,-0.015127001,0.125835,0.018521998,0.11016499,0.0454183,-0.3975404,-0.074466,-9999.99,-0.13196099,0.030191995,0.029497452,-0.511427,0.044326104,-0.2136215,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.022136766,0.022457644,0.040509194,-999.99,0.04876457,0.015895104,0.03596498,0.017309671,0.101573266,0.032657385,0.033882868,0.0199929,0.04120573,0.07169027,-999.99,0.042658597,0.025664996,0.016594462,0.06446167,0.022269579,0.048028227,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.764,0.02,-9999.99,-9999.99,-9999.99,none,0.15055177,0.51303136,-1,1,2078992667829797248,1.6649958511971221,0.022722069039752484,1.3640399658134075,0.03779364729873246,-9.530495075978404,0.03778932930471661,11.50843,11.904237,10.964254,-26.168472593001244,0.7057984542384483,590.498704195899,582.620035785061,598.589460370581,5895.5,3.9452
7914731,2078992667829797248,1,2M19550439+4341447,apo25m,K14_080+08,10.286,0.035,9.978,0.038,9.923,0.027,298.768293,43.695759,78.3357506082,7.96843900722,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,2,0,0,229.844,0,,0,,-27.3386,0.0931182,0.0163636,0.0235872,-27.2184,0.104205,0.013373,0.019483,-27.2441,0.171618,0.0132012,0.0192454,6000.0,4.0,0.0,0.0,0.0,21.6169,17.9624,0.0674134,113.504,4.24264,234.3007,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5820.3726,118.49541,3.8120809,0.08183573,1.5923921,1.0,6.5849123,0.03578645,0.014530964,-0.010577001,0.011838368,2.2981586,GKd_c,0,,-0.0018435009,0.009274498,0.080537,-9999.99,-0.10154895,-0.0346653,0.014719494,-0.015127001,0.125835,0.018521998,0.11016499,0.0454183,-0.3975404,-0.074466,-9999.99,-0.13196099,0.030191995,0.029497452,-0.511427,0.044326104,-0.2136215,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.022136766,0.022457644,0.040509194,-999.99,0.04876457,0.015895104,0.03596498,0.017309671,0.101573266,0.032657385,0.033882868,0.0199929,0.04120573,0.07169027,-999.99,0.042658597,0.025664996,0.016594462,0.06446167,0.022269579,0.048028227,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.764,0.02,-9999.99,-9999.99,-9999.99,none,0.15055177,0.51303136,-1,1,2078992667829797248,1.6649958511971221,0.022722069039752484,1.3640399658134075,0.03779364729873246,-9.530495075978404,0.03778932930471661,11.50843,11.904237,10.964254,-26.168472593001244,0.7057984542384483,590.498704195899,582.620035785061,598.589460370581,5895.5,3.9452
7976303,2078762869899747456,1,2M19481429+4344486,apo25m,K15_077+10,8.038,0.021,7.791,0.026,7.73,0.021,297.059572,43.746861,77.7628451532,9.06687032885,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,1,1,0,422.399,0,,0,,-25.1268,0.0,0.0127647,0.0127647,-25.4564,0.0,0.0132709,0.0132709,-25.1268,0.0,0.0127647,0.0127647,6500.0,5.0,-0.5,0.0,0.0,23.2197,20.7486,0.0,172.0,0.0,446.0951,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6140.305,138.05385,4.1482162,0.08951252,1.373947,1.0,6.155736,-0.405179,0.016030775,0.080311,0.015946249,11.24346,Fd_b,0,,0.09949216,0.10654271,-0.08254722,-9999.99,-9999.99,0.1257875,0.17392927,0.137696,-9999.99,0.077176005,0.051855028,0.082192004,-9999.99,-9999.99,-9999.99,-9999.99,-0.265466,-0.425719,0.299424,0.093209565,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.035541058,0.028904557,0.06558423,-999.99,-999.99,0.018357512,0.027673915,0.017079217,-999.99,0.05675636,0.05768179,0.027972216,-999.99,-999.99,-999.99,-999.99,0.035569295,0.016234048,0.19516511,0.029097863,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,512,512,512,512,0,0,0,0,512,2,2,512,2,258,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,7.729,0.02,7.729,0.02,0.011015814,RJCE_WISE,0.011015814,0.23122317,-1,1,2078762869899747456,6.0740800794302805,0.027477998567514025,49.59904525334346,0.045148355169052364,-4.385051409468309,0.0526371144480163,8.975111,9.269824,8.550784,-25.349518353566047,0.4590568478242296,163.858017911007,163.117997284137,164.604663150912,6236.0,4.1625
