KIC,gaia_source_id,nearest_neighbour,APOGEE_ID,TELESCOPE,FIELD,J,J_ERR,H,H_ERR,K,K_ERR,RA,DEC,GLON,GLAT,APOGEE_TARGET1,APOGEE_TARGET2,APOGEE_TARGET3,APOGEE2_TARGET1,APOGEE2_TARGET2,APOGEE2_TARGET3,TARGFLAGS,SURVEY,PROGRAMNAME,NVISITS,COMBTYPE,COMMISS,SNR,STARFLAG,STARFLAGS,ANDFLAG,ANDFLAGS,VHELIO_AVG,VSCATTER,VERR,VERR_MED,OBSVHELIO_AVG,OBSVSCATTER,OBSVERR,OBSVERR_MED,SYNTHVHELIO_AVG,SYNTHVSCATTER,SYNTHVERR,SYNTHVERR_MED,RV_TEFF,RV_LOGG,RV_FEH,RV_ALPHA,RV_CARB,RV_CCFWHM,RV_AUTOFWHM,SYNTHSCATTER,MEANFIB,SIGFIB,SNREV,APSTAR_VERSION,ASPCAP_VERSION,RESULTS_VERSION,EXTRATARG,MIN_H,MAX_H,MIN_JK,MAX_JK,TEFF,TEFF_ERR,LOGG,LOGG_ERR,VMICRO,VMACRO,VSINI,M_H,M_H_ERR,ALPHA_M,ALPHA_M_ERR,ASPCAP_CHI2,ASPCAP_CLASS,ASPCAPFLAG,ASPCAPFLAGS,C_FE,CI_FE,N_FE,O_FE,NA_FE,MG_FE,AL_FE,SI_FE,P_FE,S_FE,K_FE,CA_FE,TI_FE,TIII_FE,V_FE,CR_FE,MN_FE,FE_H,CO_FE,NI_FE,CU_FE,GE_FE,RB_FE,CE_FE,ND_FE,YB_FE,C_FE_ERR,CI_FE_ERR,N_FE_ERR,O_FE_ERR,NA_FE_ERR,MG_FE_ERR,AL_FE_ERR,SI_FE_ERR,P_FE_ERR,S_FE_ERR,K_FE_ERR,CA_FE_ERR,TI_FE_ERR,TIII_FE_ERR,V_FE_ERR,CR_FE_ERR,MN_FE_ERR,FE_H_ERR,CO_FE_ERR,NI_FE_ERR,CU_FE_ERR,GE_FE_ERR,RB_FE_ERR,CE_FE_ERR,ND_FE_ERR,YB_FE_ERR,C_FE_FLAG,CI_FE_FLAG,N_FE_FLAG,O_FE_FLAG,NA_FE_FLAG,MG_FE_FLAG,AL_FE_FLAG,SI_FE_FLAG,P_FE_FLAG,S_FE_FLAG,K_FE_FLAG,CA_FE_FLAG,TI_FE_FLAG,TIII_FE_FLAG,V_FE_FLAG,CR_FE_FLAG,MN_FE_FLAG,FE_H_FLAG,CO_FE_FLAG,NI_FE_FLAG,CU_FE_FLAG,GE_FE_FLAG,RB_FE_FLAG,CE_FE_FLAG,ND_FE_FLAG,YB_FE_FLAG,ALT_ID,SRC_H,WASH_M,WASH_M_ERR,WASH_T2,WASH_T2_ERR,DDO51,DDO51_ERR,IRAC_3_6,IRAC_3_6_ERR,IRAC_4_5,IRAC_4_5_ERR,IRAC_5_8,IRAC_5_8_ERR,IRAC_8_0,IRAC_8_0_ERR,WISE_4_5,WISE_4_5_ERR,TARG_4_5,TARG_4_5_ERR,AK_TARG,AK_TARG_METHOD,AK_WISE,SFD_EBV,WASH_DDO51_GIANT_FLAG,WASH_DDO51_STAR_FLAG,GAIA_SOURCE_ID,GAIA_PARALLAX,GAIA_PARALLAX_ERROR,GAIA_PMRA,GAIA_PMRA_ERROR,GAIA_PMDEC,GAIA_PMDEC_ERROR,GAIA_PHOT_G_MEAN_MAG,GAIA_PHOT_BP_MEAN_MAG,GAIA_PHOT_RP_MEAN_MAG,GAIA_RADIAL_VELOCITY,GAIA_RADIAL_VELOCITY_ERROR,GAIA_R_EST,GAIA_R_LO,GAIA_R_HI,TEFF_SPEC,LOGG_SPEC
6290627,2077605595246777984,1,2M19342264+4136226,apo25m,K16_075+11,9.588,0.022,9.112,0.022,9.017,0.017,293.594374,41.606293,74.6286844101,10.3014163674,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,2,1,0,194.539,512,PERSIST_HIGH,512,PERSIST_HIGH,-24.3763,0.0111915,0.0078743,0.0111966,-24.275,0.0973006,0.00629461,0.00897015,-24.3795,0.0344458,0.00646768,0.00921411,5250.0,4.0,0.0,0.0,0.0,20.5762,19.06,0.0628548,47.3328,21.9203,309.22397,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5069.0293,95.021835,3.413068,0.07015642,1.2042565,3.4629006,-9999.99,-0.26969156,0.008106576,0.039798997,0.008521418,2.1137812,GKg_d,0,,0.05647199,0.07658999,-0.020770013,-9999.99,0.049396038,0.08934468,0.07050648,0.0071119964,0.03307697,0.061152995,0.15734999,0.047720283,-0.011436731,-0.00930503,-9999.99,0.042137995,-0.007996023,-0.27635154,-0.019098014,0.04656209,0.016677499,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.016349277,0.023416996,0.024770543,-999.99,0.049136244,0.012202277,0.019763736,0.011900672,0.07802355,0.0348557,0.03449868,0.015461133,0.023248019,0.06453116,-999.99,0.039395012,0.018558877,0.008981779,0.049451813,0.01518493,0.042385984,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.044,0.019,9.044,0.019,0.016524727,RJCE_WISE,0.016524727,0.1406369,-1,1,2077605595246777984,2.2460036443019162,0.026414141065451677,5.187665128129818,0.04421548065882574,-9.675127495147446,0.05336311936586249,10.971523,11.4543705,10.35899,-24.541608940314617,0.9395318218686788,439.660587634196,434.574386942915,444.865076412792,5030.7,3.5206
6308642,2073905090097758592,1,2M19521126+4139597,apo25m,K19_076+07,9.427,0.019,9.111,0.022,9.039,0.018,298.046927,41.666592,76.295895308,7.40972670573,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,1,0,0,333.202,0,,0,,-26.1885,0.0,0.0100684,0.0100684,-26.1885,0.0,0.0100684,0.0100684,-26.1431,0.0,0.0102109,0.0102109,6000.0,4.0,0.0,0.0,0.0,21.6392,17.9626,0.0,287.0,0.0,348.4306,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5636.0264,113.59092,3.893355,0.08934604,1.2869747,1.0,4.935146,-0.15529154,0.012543114,0.004972998,0.011322091,1.9424059,GKd_a,0,,-0.015154988,0.014666006,-0.02997899,-9999.99,-0.75729394,0.002876997,0.00083848834,-0.017607987,0.17811699,-0.032104,0.070879996,0.028999299,-0.13347942,0.30541497,-9999.99,0.12423299,-0.048656017,-0.16090155,-0.240388,0.035342097,-0.11887249,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.023108324,0.025380062,0.038773783,-999.99,0.05362079,0.015314669,0.029965242,0.016127279,0.10235227,0.03608853,0.036410317,0.020478956,0.03774401,0.07216388,-999.99,0.045469023,0.02539198,0.014096249,0.06583354,0.021146834,0.050911687,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.041,0.019,9.041,0.019,0.018359719,RJCE_WISE,0.018359719,0.64513296,-1,1,2073905090097758592,2.973579759379273,0.021428985462676044,-50.169909868815,0.037274745440416236,-43.31184524239174,0.03660222664053712,10.580711,10.954363,10.067942,-26.206854129973692,0.6306600536679978,333.078128920706,330.69964070422,335.490460084055,5677.7,3.9222
6313425,2075356720322484736,1,2M19561944+4141404,apo25m,K19_076+07,10.128,0.02,9.809,0.022,9.737,0.02,299.081008,41.694557,76.7129345549,6.75705934293,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,1,1,0,213.801,0,,0,,-10.6873,0.0,0.0146271,0.0146271,-10.7033,0.0,0.0146431,0.0146431,-10.6873,0.0,0.0146271,0.0146271,6000.0,5.0,0.0,0.0,0.0,22.8661,21.7604,0.0,256.0,0.0,223.3656,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5639.78,112.04758,3.8521123,0.08531988,1.3402011,1.0,4.40423,-0.00945355,0.011786222,-0.015644,0.010428246,2.458329,GKd_a,0,,-0.064617,-0.015269999,-0.072037,-9999.99,0.07393306,-0.0534693,0.02606349,-0.013972999,0.21719699,-0.141163,0.074127,0.0276803,-0.030721396,0.36356804,-9999.99,-0.051381998,-0.035780996,-0.01183655,-0.22778301,0.0606341,-0.3928475,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.020225812,0.02262741,0.034549534,-999.99,0.04807726,0.0142678805,0.029470108,0.015138435,0.09405822,0.03215659,0.03302224,0.01778422,0.0339725,0.06953277,-999.99,0.040677264,0.022312919,0.01328275,0.059284605,0.019053554,0.045335155,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.719,0.02,9.719,0.02,0.036720138,RJCE_WISE,0.036720138,0.35433894,-1,1,2075356720322484736,1.957539409453153,0.029243183739006008,-5.69820915497343,0.049393359445017916,-13.83490812754038,0.051131673249768764,11.331516,11.734657,10.784683,-10.8153054622361,0.55046407410574,503.579418060837,496.214137375102,511.162609552022,5689.0,3.9347
6370489,2077613227412334080,1,2M19352199+4146359,apo25m,K16_075+11,7.807,0.019,7.585,0.02,7.529,0.017,293.841659,41.776657,74.8686703203,10.2156526956,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,2,0,0,467.372,1536,"PERSIST_HIGH,PERSIST_MED",0,,12.8172,0.0196384,0.00743403,0.01062,12.8172,0.0196384,0.00743403,0.01062,12.7513,0.0942174,0.00670048,0.0095674,5250.0,3.0,-1.0,0.0,0.0,21.4951,17.0038,0.074579,77.7886,10.6066,704.5911,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6251.8794,142.75218,4.180195,0.086943895,1.5581168,1.0,6.9852185,-0.36647898,0.017080968,0.092345,0.016796656,1.4212157,Fd_c,0,,0.13294417,0.093468696,0.052679807,-9999.99,-9999.99,0.15715152,0.043939263,0.076306015,-9999.99,0.112455994,0.038715005,-0.021121472,-9999.99,-9999.99,-9999.99,-9999.99,-0.049495995,-0.376299,0.14332399,0.012129575,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.03627686,0.028551092,0.10864162,-999.99,-999.99,0.019500252,0.029778669,0.018097801,-999.99,0.05659818,0.062296186,0.030591987,-999.99,-999.99,-999.99,-999.99,0.0373015,0.017492697,0.19576852,0.0313558,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,512,512,512,512,0,0,0,0,512,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,7.504,0.02,7.504,0.02,0.028457861,RJCE_WISE,0.028457861,0.15743506,-1,1,2077613227412334080,6.800778394844859,0.027974470085904406,-27.05682617816967,0.04731377931769533,-29.06539504833661,0.049830356417427384,8.693672,8.974158,8.290095,11.805560341594582,0.22420030342494957,146.422307520362,145.820479610142,147.029034658959,6364.1,4.2345
6430804,2102443292340444544,1,2M19100214+4153218,apo25m,K12_074+15,9.958,0.021,9.492,0.022,9.366,0.018,287.508934,41.889397,72.8936192127,14.5222364532,-2013134848,0,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO",apogee,apogee,2,0,0,235.517,2048,PERSIST_LOW,2048,PERSIST_LOW,-22.5352,0.0158405,0.00635708,0.00900115,-22.5356,0.0234741,0.00506044,0.00717188,-22.557,0.0404434,0.00544633,0.00771831,4750.0,4.0,0.0,0.0,0.0,21.3773,20.1725,0.0169693,98.0,0.0,357.62393,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,4927.5703,87.331924,3.4235897,0.06144002,0.88452476,2.8042924,-9999.99,0.09086245,0.0063422383,-0.0087790005,0.006471116,3.6779006,GKg_c,0,,0.016080804,-0.014741994,0.17129001,-0.015472457,0.026802056,0.012009703,0.051534496,0.019350998,0.083468996,0.008047,-0.023386002,-0.007451698,0.0031782985,-0.18148199,-9999.99,0.064683996,0.051618002,0.08348245,0.03500799,0.0359781,0.020758502,-9999.99,-9999.99,0.45447063,-9999.99,-9999.99,0.010364499,0.016620263,0.016324356,0.013850932,0.035694875,0.009694675,0.017509453,0.009457634,0.057720296,0.025492849,0.026364177,0.010008414,0.015762078,0.056613643,-999.99,0.028250815,0.012368717,0.0070841094,0.034571767,0.010820845,0.029666504,-999.99,-999.99,0.06415752,-999.99,-999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,2,2,0,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.401,0.02,9.401,0.02,0.037637636,RJCE_WISE,0.037637636,0.13548727,-1,1,2102443292340444544,2.0734443985155204,0.018475251445733018,8.511492020747362,0.0334593907596947,-6.76026504475282,0.03473073154820178,11.417621,11.939546,10.771335,-22.33931500428877,0.4547156410138075,475.690263829233,471.514473374403,479.939332922456,4888.1,3.5629
6430804,2102443292341102848,0,2M19100214+4153218,apo25m,K12_074+15,9.958,0.021,9.492,0.022,9.366,0.018,287.508934,41.889397,72.8936192127,14.5222364532,-2013134848,0,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO",apogee,apogee,2,0,0,235.517,2048,PERSIST_LOW,2048,PERSIST_LOW,-22.5352,0.0158405,0.00635708,0.00900115,-22.5356,0.0234741,0.00506044,0.00717188,-22.557,0.0404434,0.00544633,0.00771831,4750.0,4.0,0.0,0.0,0.0,21.3773,20.1725,0.0169693,98.0,0.0,357.62393,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,4927.5703,87.331924,3.4235897,0.06144002,0.88452476,2.8042924,-9999.99,0.09086245,0.0063422383,-0.0087790005,0.006471116,3.6779006,GKg_c,0,,0.016080804,-0.014741994,0.17129001,-0.015472457,0.026802056,0.012009703,0.051534496,0.019350998,0.083468996,0.008047,-0.023386002,-0.007451698,0.0031782985,-0.18148199,-9999.99,0.064683996,0.051618002,0.08348245,0.03500799,0.0359781,0.020758502,-9999.99,-9999.99,0.45447063,-9999.99,-9999.99,0.010364499,0.016620263,0.016324356,0.013850932,0.035694875,0.009694675,0.017509453,0.009457634,0.057720296,0.025492849,0.026364177,0.010008414,0.015762078,0.056613643,-999.99,0.028250815,0.012368717,0.0070841094,0.034571767,0.010820845,0.029666504,-999.99,-999.99,0.06415752,-999.99,-999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,2,2,0,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.401,0.02,9.401,0.02,0.037637636,RJCE_WISE,0.037637636,0.13548727,-1,1,2102443292340444544,2.0734443985155204,0.018475251445733018,8.511492020747362,0.0334593907596947,-6.76026504475282,0.03473073154820178,11.417621,11.939546,10.771335,-22.33931500428877,0.4547156410138075,475.690263829233,471.514473374403,479.939332922456,4888.1,3.5629
6442183,2101719057777467008,1,2M19261932+4152126,apo25m,K16_075+11,7.321,0.023,7.062,0.026,6.983,0.016,291.580501,41.870178,74.182055738,11.7627811702,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,2,0,0,246.749,512,PERSIST_HIGH,512,PERSIST_HIGH,21.4185,0.00788719,0.0074591,0.0105607,21.4068,0.0584702,0.00593998,0.0084166,21.3643,0.0101328,0.00649441,0.00920016,6000.0,5.0,0.0,0.0,0.0,22.3446,21.7607,0.0483374,21.0,0.0,269.8163,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5699.553,115.24681,4.195621,0.08665826,0.51141095,1.0,1.6143957,-0.085913,0.009580084,0.010852,0.007729501,2.5313954,GKd_d,0,,0.017040148,0.038595702,0.0019892007,-9999.99,-9999.99,0.0851425,0.08313425,-0.026023,-9999.99,0.06409,-0.005927004,-0.021098003,0.00029350072,0.191214,-9999.99,-0.139139,-0.05156801,-0.088297,-0.23625803,-0.00037945062,-0.23805648,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.02044496,0.022462677,0.04507567,-999.99,-999.99,0.012135848,0.020148568,0.011235648,-999.99,0.04500621,0.033985633,0.016312435,0.05475228,0.09427209,-999.99,0.058759976,0.020752497,0.009985147,0.14911248,0.017291604,0.07568801,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,0,0,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,6.963,0.02,6.963,0.02,0.04498198,RJCE_WISE,0.04498198,0.09695012,-1,1,2101719057777467008,11.028887762361029,0.024303067354245058,-66.89124053244186,0.04162055254199537,-65.77208438136341,0.04394502609423326,8.430089,8.7901325,7.9458175,20.89498341779236,0.19542211334854478,90.4340234804098,90.2342077231053,90.6347103679643,5752.8,4.2496
6508366,2102432743901009280,1,2M19074359+4156159,apo25m,K12_074+15,8.014,0.02,7.843,0.02,7.801,0.024,286.931649,41.937763,72.7629015427,14.9356398927,-2013134848,0,0,0,0,0,"APOGEE_ANCILLARY,APOGEE_KEPLER_SEISMO",apogee,apogee,2,1,0,719.406,131072,SUSPECT_BROAD_LINES,0,,4.40529,0.0712572,0.0178744,0.0252699,4.03409,0.0815734,0.0130769,0.0184995,4.34343,0.151491,0.0146653,0.0207209,6500.0,4.0,-0.5,0.0,0.0,39.379,17.0711,0.233065,113.944,4.24264,700.9496,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6275.87,139.27023,4.0131726,0.078398004,1.5386151,1.0,20.796965,-0.046845,0.013923841,0.060563006,0.01179942,1.1418604,Fd_c,0,,0.113346145,0.10129369,-0.035141204,-9999.99,-9999.99,0.06821749,0.05581725,0.082041994,-9999.99,0.06798799,-0.055567015,-0.099289,-9999.99,-9999.99,-9999.99,-9999.99,-0.025838006,-0.049216997,0.538792,0.016913049,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.027151758,0.023319067,0.065514125,-999.99,-999.99,0.016968882,0.028649317,0.015666248,-999.99,0.047316536,0.053597424,0.026523048,-999.99,-999.99,-999.99,-999.99,0.02865317,0.014930302,0.16653368,0.025975082,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,512,512,512,512,0,0,0,0,512,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,7.8,0.019,7.8,0.019,-0.006426235,RJCE_WISE,-0.006426235,0.11830059,-1,1,2102432743901009280,5.496270509790097,0.023018764249750086,0.2786462989882683,0.039967818698320584,7.51908297224589,0.04066269122763674,8.882118,9.149679,8.501649,3.393315918211843,0.5186859566800097,180.99223617658,180.23563459238,181.755102808595,6406.7,4.2065
6520835,2101731118045502976,1,2M19251586+4155004,apo25m,K16_075+11,9.062,0.029,8.807,0.021,8.786,0.014,291.316096,41.916798,74.1368993205,11.960160198,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,2,0,0,209.478,512,PERSIST_HIGH,512,PERSIST_HIGH,-30.7917,0.00649399,0.0116172,0.0164682,-30.7747,0.0414523,0.00966324,0.0137268,-30.7464,0.0543108,0.00919633,0.0130587,6000.0,4.0,0.0,0.0,0.0,21.5406,17.9627,0.0128585,16.0,0.0,221.85426,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6152.789,132.97435,3.9762158,0.078684054,1.9508326,1.0,7.147103,0.0016634,0.012143519,0.025037,0.009999413,2.0020733,Fd_d,0,,0.047557652,0.0285612,0.0637023,-9999.99,-9999.99,0.058949,0.037639357,0.043124504,-9999.99,-0.013800502,0.1285161,0.0280345,-9999.99,-9999.99,-9999.99,-9999.99,-0.040634908,-0.0023001004,0.0978951,-0.0027173497,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.024381256,0.02229182,0.06459644,-999.99,-999.99,0.015146667,0.025942948,0.0140072545,-999.99,0.04498879,0.046826556,0.022854486,-999.99,-999.99,-999.99,-999.99,0.0250202,0.013022249,0.15833117,0.022445466,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,768,512,512,512,0,0,0,0,512,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,8.772,0.019,8.772,0.019,-0.013770141,RJCE_WISE,-0.013770141,0.09614132,-1,1,2101731118045502976,3.3898503515261096,0.02047124562942719,-3.3232472750273563,0.036306156319430266,-8.519178927180008,0.03853746728128282,9.985666,10.283882,9.562541,-31.01092704547283,1.396358431671781,292.514217141587,290.759813138624,294.289539681062,6269.8,4.1636
6529109,2077710053153656832,1,2M19354180+4157093,apo25m,K16_075+11,9.903,0.021,9.595,0.017,9.557,0.014,293.924186,41.952595,75.0561259173,10.2421107617,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,2,1,0,155.014,1536,"PERSIST_HIGH,PERSIST_MED",0,,5.34254,0.0101537,0.0105553,0.0149929,5.33122,0.0890206,0.00866475,0.0123841,5.31965,0.0241036,0.00867263,0.0123864,5250.0,4.0,0.0,0.0,0.0,21.0669,19.0604,0.113124,60.5589,31.8198,254.69458,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,5620.5464,110.04686,4.0009623,0.08260697,1.1914313,1.0,3.766344,0.106051,0.008019945,-0.0011956003,0.005824363,2.0275426,GKd_c,0,,0.02160415,0.0652907,0.19785279,-9999.99,-9999.99,0.0386905,0.085419245,0.025658004,-9999.99,0.143556,0.028533898,-0.054413997,-0.0232815,0.081795,-9999.99,0.053632997,0.055758096,0.090541,-0.20615602,0.038149558,0.0965605,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.016246105,0.019697534,0.040304504,-999.99,-999.99,0.010628703,0.018727737,0.009801869,-999.99,0.040111598,0.02886489,0.013917913,0.04588227,0.08611256,-999.99,0.04820217,0.016879916,0.008570314,0.13225703,0.014582287,0.0654318,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,0,0,512,0,0,0,0,0,0,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.57,0.02,9.57,0.02,-0.022949476,RJCE_WISE,-0.022949476,0.14112635,-1,1,2077710053153656832,3.05722714517433,0.025187487234733685,-26.5245622312313,0.04318438611023984,-2.6245028763888962,0.03897780363452268,11.019494,11.390226,10.515165,4.45156823512669,0.44909866378280594,324.058696302637,321.415033615177,326.745419937188,5672.7,4.1185
6530901,2077512480357667200,1,2M19374446+4154111,apo25m,K16_075+11,9.31,0.021,9.104,0.017,9.013,0.016,294.43527,41.903088,75.1904025734,9.88217584928,-2013265920,0,0,0,0,0,APOGEE_KEPLER_SEISMO,apogee,apogee,2,1,0,185.262,1536,"PERSIST_HIGH,PERSIST_MED",0,,-23.9418,0.0334558,0.0117593,0.0168592,-23.7715,0.118764,0.0124634,0.0178513,-23.9418,0.0334558,0.0117593,0.0168592,6000.0,4.0,0.0,0.0,0.0,21.6731,17.9629,0.0853079,70.9512,12.7279,291.35635,stars,l33,r12-l33,1,-9999.99,9999.99,-9999.99,9999.99,6341.736,140.91681,4.242818,0.07520493,1.5378006,1.0,6.6597815,0.054126002,0.0137544,0.00018400047,0.011132036,2.1763563,Fd_c,0,,0.00022314861,0.0325167,-0.0963662,-9999.99,-9999.99,0.015122499,0.06358524,0.026135404,-9999.99,-0.0418013,-0.04963901,0.029447,-9999.99,-9999.99,-9999.99,-9999.99,-0.011020005,0.044685002,0.40352997,0.015715547,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,0.025476888,0.022021988,0.06397187,-999.99,-999.99,0.016997032,0.029632369,0.015642153,-999.99,0.04526357,0.05390157,0.026970327,-999.99,-999.99,-999.99,-999.99,0.027644787,0.015017769,0.1600463,0.025954764,-999.99,-999.99,-999.99,-999.99,-999.99,-999.99,0,0,0,512,512,0,0,0,512,0,0,0,512,512,512,512,0,0,0,0,512,2,2,512,2,2,none,2MASS,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,-9999.99,9.02,0.02,9.02,0.02,0.031211663,RJCE_WISE,0.031211663,0.13178799,-1,1,2077512480357667200,4.192201771113781,0.03390755840258442,4.135325588704012,0.0554836553635766,36.7217556413365,0.06120634391723085,10.163037,10.440437,9.765556,-9999.0,-9999.0,236.927647596526,235.025002412645,238.86079181241,6486.1,4.4925
