KIC,solution_id,designation,source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,nearest_neighbour
1435467,1635721458409799680,Gaia DR2 2051714265379610624,2051714265379610624,1642703359,2015.5,292.0826387546914,0.02243885528158524,37.05987401545169,0.026381359015447716,7.287584408721481,0.03017258342924623,241.53001,-10.584794872522545,0.04830028101741321,9.76150077040077,0.05412520351325335,-0.09491553,0.042090967,0.13488683,-0.12117298,0.30186254,-0.1689396,0.026262913,-0.21819182,-0.122593895,-0.13980903,231,231,225,6,12.637386,604.4985,0.0,0.0,31,False,195.24036,1.6382342745716714,0.0069368784981203606,-0.040706553,26,15,0.0392073,0,29,False,240,5800949.037256264,1627.0345389850163,3565.3508,8.779618,25,3321076.496112895,3977.4340048326826,834.9797,9.048191,27,3523851.8063508053,4682.647067684445,752.5341,8.394376,1.1799669,0,0.65381527,0.2685728,0.38524246,-66.20312534386267,1.5013994488878213,4,6500.0,4.0,0.0,NOT_AVAILABLE,69.98322933149771,9.2628980413109,304.3646546769459,57.89361175157849,100001,6334.4,6125.75,6504.6,1.0815,0.8242,1.308,0.5582,0.4452,0.6482,200111,1.7080225,1.6198072,1.8263583,4.2315917,4.203539,4.2596445,http://geadata.esac.esa.int/data-server/datalink/links?ID=2051714265379610624, ,292.0827,37.059811,136.680252157471,136.114653664053,137.250486455932,1645.39092931815,1,1,2MASS J19281984+3703353,8.883,6331,75,-82,SPE72,4.093,0.02,-0.02,AST10,0.0,0.15,-0.15,SPE72,1.632,0.095,-0.06,1.203,0.14,-0.075,DSEP,0,0,0,7.983,7.753,7.718,none,0.07648237992446429,1
2010607,1635721458409799680,Gaia DR2 2051083248784888576,2051083248784888576,951146959,2015.5,290.5055913754173,0.020091417034465438,37.458935160178555,0.026062166131648936,1.5785922761495108,0.026386132806215327,59.826588,-6.407060118896297,0.04579728398530962,-17.879153247836413,0.05209792855623073,0.004819321,0.10284637,0.06040495,-0.20674834,0.26202673,-0.17365198,-0.31300986,-0.12222481,-0.23002079,-0.17794539,213,213,205,8,9.170777,444.06198,0.0,3.9556709943964335e-15,31,True,454.8049,1.6367969491945282,0.006122882439840888,0.013043721,24,15,0.04039924,0,27,False,201,556154.9176606791,271.848107703863,2045.8296,11.3253765,23,315365.8084585628,332.31926045034095,948.98444,11.604352,21,348163.3202783499,192.08433275478347,1812.5544,10.907462,1.1930653,0,0.6968899,0.2789755,0.4179144,26.484420644608385,3.9645735726204467,8,6750.0,4.0,0.0,NOT_AVAILABLE,69.77361116994862,10.563677674561692,302.2786252463511,58.621960269616025,100001,6667.0547,6052.0,7105.455,,,,,,,200111,2.202229,1.9388611,2.672592,8.63288,8.390896,8.874865,http://geadata.esac.esa.int/data-server/datalink/links?ID=2051083248784888576, ,290.50565,37.459011,622.302888383583,612.171217636941,632.769344217151,1291.39076741967,1,1,2MASS J19220135+3727324,11.347,6235,84,-65,SPE72,3.801,0.03,-0.02,AST10,0.02,0.15,-0.15,SPE72,2.471,0.171,-0.124,1.407,0.19,-0.111,DSEP,0,1,1,10.427,10.204,10.155,cand,0.06834171707649804,1
2309595,1635721458409799680,Gaia DR2 2051847684243759104,2051847684243759104,789196893,2015.5,292.9014487360415,0.019937124060284354,37.62450961132608,0.027365903983275156,2.547899676366185,0.027855535546288744,91.468346,-5.670181399050339,0.04289287984243023,5.790695273584303,0.053044230778849934,-0.02545148,0.16621141,-0.14587611,-0.16813767,0.32826695,-0.14274336,-0.3085687,-0.055297866,-0.27567986,-0.22684504,210,210,205,5,3.3236065,273.2866,0.0,0.0,31,True,404.6042,1.5452008962100654,0.006192717422781945,-0.08654982,24,13,0.040487256,0,27,False,223,518786.05314976524,176.98738774248076,2931.2036,11.400895,26,245500.62613092066,270.12352075353755,908.8458,11.876257,25,387857.61803192156,259.2785928206063,1495.9106,10.790239,1.2208467,0,1.0860176,0.47536182,0.6106558,-8.975526957293283,0.23241050389742224,3,5250.0,3.5,-0.25,NOT_AVAILABLE,70.7937408572238,8.943386074900967,305.85069175220616,58.24705757608744,100001,5035.53,4964.7646,5101.3096,,,,,,,200111,2.4436038,2.380991,2.5137599,3.4588916,3.3966858,3.5210974,http://geadata.esac.esa.int/data-server/datalink/links?ID=2051847684243759104, ,292.90149,37.624481,388.144042888786,383.960360473677,392.418237747421,1776.6711635822,1,1,2MASS J19313636+3737281,11.425,5159,69,-85,SPE72,3.735,0.013,-0.013,AST10,-0.08,0.15,-0.15,SPE72,2.39,0.13,-0.173,1.132,0.127,-0.14,DSEP,0,0,1,10.04,9.604,9.5,none,0.03258193061922341,1
2450729,1635721458409799680,Gaia DR2 2051667914096024448,2051667914096024448,1066183801,2015.5,293.0736309167399,0.021554182561057733,37.71658174566087,0.026427068535633296,3.6360564447926915,0.02928642455797369,124.155014,12.934760459237909,0.04221328638981442,27.41100296867697,0.04479028105710502,0.19672091,0.2525139,-0.3079162,-0.1453502,0.46437857,-0.23636177,-0.2716301,-0.2740461,-0.09485154,0.095783316,224,224,210,14,7.225908,387.8624,0.0,0.0,31,True,349.0813,1.5970504267357413,0.007772540034567329,0.09233993,26,14,0.034735434,0,29,False,224,1059998.6374299568,259.63684011378683,4082.6204,10.625102,25,576421.3909475636,433.7218204165632,1329.0117,10.949538,27,691085.5722623245,470.0850383826116,1470.1288,10.163091,1.1957629,1,0.7864475,0.3244362,0.46201134,,,0,,,,NOT_AVAILABLE,70.94013987305645,8.865074608384665,306.149994093028,58.29476350429335,100002,5840.4927,5716.0,6028.25,,,,,,,200111,1.7347597,1.6283801,1.8111477,3.1547961,3.1137204,3.1958718,http://geadata.esac.esa.int/data-server/datalink/links?ID=2051667914096024448, ,293.07355,37.716461,272.879314768136,270.69932211854,275.094068184396,1807.49626270489,1,1,2MASS J19321765+3742592,10.665,5880,70,-88,SPE72,3.99,0.018,-0.018,AST10,-0.26,0.15,-0.15,SPE72,1.678,0.08,-0.067,1.003,0.078,-0.063,DSEP,0,0,0,9.585,9.333,9.283,none,0.03151081190283028,1
2837475,1635721458409799680,Gaia DR2 2099526837747055232,2099526837747055232,1298060034,2015.5,287.5485738334631,0.02301949753079076,38.082133584002044,0.02746345392538961,8.247790541507515,0.02896614177700503,284.739,15.452962168719518,0.05047614008872828,-9.41774080663825,0.05233459598171565,-0.066212445,-0.14688258,-0.04412829,0.07202328,0.21504146,0.045064487,-0.20824957,-0.084013976,-0.09321241,-0.017232407,232,232,230,2,8.771024,465.9771,0.0,0.0,31,False,135.3087,1.6578192435197072,0.006855248233266259,-0.03836308,26,15,0.03777735,0,28,False,237,8243536.081158824,2153.552744971927,3827.8774,8.398082,25,4881430.473157344,3815.749098623268,1279.2849,8.63002,25,4816991.718182621,5312.191772311853,906.78046,8.05498,1.1764882,0,0.57503986,0.23193836,0.3431015,-13.817216208883723,0.40488168966186144,11,6750.0,4.0,0.0,NOT_AVAILABLE,69.32715059297958,12.942825122184548,298.1675685482082,59.817016989964785,100001,6700.0,6541.8735,6790.705,0.62,0.3319,0.9901,0.3363,0.166,0.5007,200111,1.6069455,1.5643035,1.6855687,4.6880927,4.661353,4.7148323,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099526837747055232, ,287.54846,38.082199,120.822548258215,120.397991151534,121.250056578029,941.361772115283,1,1,2MASS J19101163+3804559,8.483,6642,73,-92,SPE72,4.164,0.012,-0.009,AST10,-0.02,0.2,-0.15,SPE72,1.585,0.048,-0.048,1.339,0.067,-0.067,DSEP,0,0,0,7.649,7.481,7.464,none,0.12210959338917082,1
2849125,1635721458409799680,Gaia DR2 2052614421804974464,2052614421804974464,1275471001,2015.5,290.7306604068038,0.020083027382924615,38.08566498955752,0.0257489899957737,1.6348882360613963,0.025075703269819564,65.198105,-1.230187769676941,0.04132353085820041,-1.5467242965945354,0.04896452325065966,-0.027066015,0.057472147,-0.22388016,0.09430647,0.15196164,0.06137028,-0.44394112,-0.21537815,-0.012365364,-0.02577304,202,202,196,6,10.829584,489.22696,0.0,0.0,31,False,495.60403,1.6295195621443428,0.006429966244875135,-0.01570451,24,15,0.038438164,0,29,False,228,572104.1828517088,289.5488194414912,1975.847,11.294678,22,313773.0916341694,516.7360638532506,607.2212,11.609849,21,366994.2327587633,223.06378967526675,1645.2434,10.850272,1.1899359,0,0.7595768,0.31517124,0.44440556,-24.29197050359017,0.539775423359484,9,6500.0,4.0,-0.25,NOT_AVAILABLE,70.42565773448473,10.680818923222883,302.9391966541201,59.176958791446296,100001,5803.25,5733.0,5980.0,,,,,,,200111,2.8739338,2.7065556,2.9447975,8.439824,8.218687,8.660961,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052614421804974464, ,290.73065,38.085678,601.211010764336,592.212510439757,610.482132837008,1281.46008319977,1,1,2MASS J19225536+3805084,11.344,6075,82,-64,SPE72,3.81,0.021,-0.014,AST10,0.18,0.15,-0.1,SPE72,2.456,0.172,-0.109,1.419,0.211,-0.081,DSEP,0,0,0,10.327,10.088,10.037,none,0.053669356399540194,1
2852862,1635721458409799680,Gaia DR2 2052579374867447936,2052579374867447936,1632393764,2015.5,291.52574513998627,0.018618785398643548,38.043426783822525,0.021414921742614196,2.572352362643414,0.02353713730347501,109.28909,-17.763017154198202,0.03960109700878784,-15.529283749339768,0.04282989847674283,-0.009606234,0.056804936,-0.19683294,-0.0054719895,0.26002088,-0.029770045,-0.14607501,-0.10260195,-0.086007506,-0.049647547,230,230,229,1,8.772024,464.6071,0.0,0.0,31,False,306.26572,1.6503741828189413,0.0063170282902071705,-0.085267305,26,15,0.033166945,0,30,False,253,1047479.7579103274,286.9187807414448,3650.7883,10.638001,26,595468.2100828992,551.4928371806268,1079.7388,10.914242,28,649281.1973651281,296.94830620057286,2186.5125,10.230838,1.1883279,1,0.68340397,0.27624035,0.40716362,-25.588529201911996,0.7498998355439314,5,6000.0,3.5,0.0,NOT_AVAILABLE,70.67055405482694,10.101496574523736,304.08581499240637,58.9617796712718,100002,6363.0,6068.795,6848.98,0.734,0.2829,1.2533,0.4105,0.142,0.6751,200111,2.037413,1.7585354,2.2397418,6.130565,6.0324726,6.2286577,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052579374867447936, ,291.52585,38.04351,384.469927034629,380.99554748226,388.007105372609,1429.32682510629,1,1,2MASS J19260620+3802366,10.701,6269,75,-81,SPE72,3.967,0.013,-0.013,AST10,-0.1,0.15,-0.15,SPE72,1.902,0.142,-0.061,1.222,0.165,-0.069,DSEP,0,0,0,9.772,9.54,9.511,none,0.06283967900263328,1
2991448,1635721458409799680,Gaia DR2 2052659879738450048,2052659879738450048,1389513764,2015.5,291.8246955697834,0.020999576314814566,38.11311833000293,0.028409772349113883,3.5372019531703636,0.029688377756963986,119.14433,-42.806316292748555,0.04299883339457689,-17.330808539283936,0.05260138549065804,0.15863746,0.17847486,-0.12601599,-0.08329766,0.32636267,-0.18997253,-0.31863862,-0.31870386,0.019883206,0.120884776,215,215,209,6,12.65734,580.00507,0.0,1.9636233214824494e-15,31,True,283.58258,1.599563103543788,0.00730611834208895,0.13226567,25,15,0.038854446,0,29,False,226,978111.8382111021,190.7754177041089,5127.0327,10.712395,27,510835.3670732065,401.30442631967196,1272.9373,11.080686,26,663860.0435618532,669.7732532787351,991.1713,10.206729,1.2009827,0,0.8739567,0.3682909,0.5056658,6.759640419326599,1.0703689950959356,6,5750.0,4.0,-0.25,NOT_AVAILABLE,70.84126822289363,9.92268928757181,304.56180793792237,58.96152945533237,100001,5486.1,5370.3,5754.5,,,,,,,200111,1.9681721,1.7888558,2.053967,3.161373,3.1186845,3.2040613,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052659879738450048, ,291.82489,38.11319,280.445568781783,278.112168085942,282.817745877096,1483.07946571129,1,1,2MASS J19271797+3806475,10.757,5623,92,-67,SPE72,3.982,0.022,-0.018,AST10,-0.1,0.15,-0.15,SPE72,1.686,0.075,-0.075,0.995,0.073,-0.061,DSEP,0,0,1,9.602,9.267,9.225,none,0.11328183015914856,1
2998253,1635721458409799680,Gaia DR2 2052236773922878336,2052236773922878336,1040967442,2015.5,293.2914602817116,0.01944299792198641,38.107248884604296,0.0238430862312037,3.9137746778668365,0.02447985393346845,159.87737,4.461753224657773,0.04118505019736415,-11.168286487091287,0.046757324440057695,0.07820582,0.021692649,0.06385819,-0.09416027,0.15938355,-0.13337204,-0.2569668,-0.1853652,0.026923155,0.09477368,223,223,220,3,8.129014,430.39868,0.0,0.0,31,False,260.2063,1.6398279127086368,0.005817137415650794,0.15771309,27,16,0.036430296,0,30,False,247,1159416.22434584,327.49906055958246,3540.2124,10.527767,29,658024.121038845,505.82416564559264,1300.895,10.805783,27,717217.9365828653,387.2934600723214,1851.8721,10.122792,1.1861504,0,0.682991,0.2780161,0.40497494,-32.360428344295485,0.7696743042922339,7,6500.0,4.0,-0.25,NOT_AVAILABLE,71.3711364012392,8.893769891147087,306.68695308280473,58.61607928573368,100001,6240.25,6072.5,6625.94,0.423,0.1489,0.622,0.191,0.0513,0.2627,200111,1.4661932,1.3004696,1.5483179,2.9368725,2.9052086,2.9685364,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052236773922878336, ,293.29144,38.1073,253.646682647798,252.069554944348,255.243314018996,1813.75905179918,1,1,2MASS J19330994+3806262,10.594,6304,75,-81,SPE72,4.221,0.027,-0.027,AST10,0.1,0.15,-0.15,SPE72,1.43,0.064,-0.079,1.244,0.07,-0.096,DSEP,0,0,0,9.655,9.435,9.396,none,0.01599955699274684,1
3112152,1635721458409799680,Gaia DR2 2052817449196899968,2052817449196899968,795289603,2015.5,290.34301932049607,0.018704941927663518,38.28689914492068,0.021895654564171,2.0784755349154276,0.02351465463724827,88.39065,9.752345916012617,0.04236883372120375,2.1697416662870266,0.04376004994270535,-0.034652025,0.01779767,-0.31570208,-0.023368519,0.3394014,-0.029279593,-0.33403516,0.029283842,-0.30887908,-0.19689223,239,239,232,7,3.6333728,312.7256,0.0,0.0,31,True,415.7729,1.622800345114868,0.005715061047507008,-0.072014906,27,15,0.036811028,0,29,False,236,407854.0562456709,71.88429755430278,5673.7573,11.662104,26,226544.0146730974,286.41109093541303,790.97504,11.963507,25,261969.34194934135,189.6040565637135,1381.6653,11.216294,1.1977651,0,0.7472124,0.30140305,0.44580936,-11.202217384071172,0.549184815693601,14,6500.0,4.0,-0.25,NOT_AVAILABLE,70.47324071554061,11.042959372496425,302.4727169804184,59.45383940808239,100001,5935.0,5888.75,6127.0,,,,,,,200111,1.818775,1.7065723,1.8474565,3.6977334,3.6245606,3.7709062,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052817449196899968, ,290.34293,38.286911,474.596304702619,469.31800348789,479.992512646251,1206.57610772042,1,1,2MASS J19212230+3817128,11.687,6025,81,-81,SPE72,4.038,0.022,-0.016,AST10,0.0,0.15,-0.15,SPE72,1.69,0.109,-0.072,1.137,0.165,-0.071,DSEP,0,0,0,10.766,10.503,10.442,none,0.126771630943645,1
3112889,1635721458409799680,Gaia DR2 2052807725390942848,2052807725390942848,142278005,2015.5,290.5380106789846,0.02799039011943454,38.24198422575043,0.029845614388056455,2.289925816955447,0.030353271541793524,75.442474,-9.892927580688447,0.06142813236681034,-33.4726340491082,0.05607638793810939,0.038576078,0.059397288,-0.51374334,0.02285876,0.28798097,-0.0012859197,-0.4009103,-0.087351814,-0.11571042,-0.024465133,202,202,191,11,14.537904,629.39453,0.0745282291184897,2.356764728308536,31,True,113.24133,1.6319056762992419,0.007511200768348636,-0.013904518,23,15,0.044850886,0,26,False,201,656316.0089729667,416.7317142464962,1574.9126,11.145583,21,368513.3759412643,268.3773746707677,1373.1165,11.435255,20,412334.77831911045,231.45211099837107,1781.5123,10.723795,1.1897442,0,0.7114601,0.2896719,0.42178822,-34.701225009348406,1.0331394971062886,8,6500.0,4.0,-0.5,NOT_AVAILABLE,70.50054953799115,10.885676101907631,302.73805546591717,59.36883562368045,100001,6166.3496,5939.3,6405.1,,,,,,,200111,1.932411,1.7910345,2.0829809,4.8641424,4.761161,4.967124,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052807725390942848, ,290.53806,38.242142,431.356266728559,425.738313822337,437.121744944142,1239.18056995422,1,1,2MASS J19220913+3814317,11.204,6109,82,-73,SPE72,3.939,0.027,-0.027,AST10,-0.22,0.2,-0.15,SPE72,1.89,0.123,-0.095,1.131,0.109,-0.072,DSEP,0,0,0,10.208,9.976,9.925,none,0.051086049842625846,1
3115178,1635721458409799680,Gaia DR2 2052628612377410688,2052628612377410688,412660671,2015.5,291.11691830325594,0.017198054396096802,38.21381761594595,0.02168971474361672,2.180802699163827,0.023389227326496415,93.239624,-14.218008631302528,0.03694019019269649,-19.49145592553287,0.0408091075634222,-0.06189774,-0.021140898,-0.15767047,-0.08631336,0.43109748,-0.11904801,-0.1651675,-0.086191885,-0.057984285,-0.08226106,256,256,251,5,3.606702,334.16772,0.0,0.0,31,True,406.19437,1.5405012802126055,0.005284825983803104,-0.05926863,29,16,0.031876706,0,32,False,263,473711.7650739942,88.05526612439544,5379.7095,11.49958,28,212949.23776375173,283.5633580727811,750.9759,12.030698,29,369149.9712721307,272.00567923080416,1357.1406,10.843913,1.2288046,1,1.1867847,0.53111744,0.6556673,-38.254474912737024,0.3821079249301882,6,5000.0,3.5,0.25,NOT_AVAILABLE,70.67947740951546,10.465334899807198,303.5784944795303,59.21582012775251,100002,4904.013,4826.245,5017.89,,,,,,,200111,2.9192479,2.7882514,3.0140848,4.440615,4.3571444,4.524086,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052628612377410688, ,291.117,38.213921,452.61336282594,447.835640157966,457.492266052151,1338.09467452581,1,1,2MASS J19242808+3812501,11.522,4923,66,-59,SPE72,3.553,0.01,-0.01,AST10,0.04,0.1,-0.1,SPE72,2.907,0.221,-0.166,1.101,0.177,-0.118,DSEP,0,0,0,10.011,9.495,9.421,none,0.07087843927857224,1
3223000,1635721458409799680,Gaia DR2 2099557894653958144,2099557894653958144,88549644,2015.5,287.96278526032876,0.05414790229465589,38.39566597017495,0.06959565578126081,8.014882276846325,0.07006927110081627,114.385124,5.482722815859473,0.11633159715980115,22.128627241166534,0.15722904948436292,-0.07189601,0.13128294,0.09923736,-0.09320878,0.17688337,-0.08267793,0.13964874,-0.014138409,-0.06178048,-0.07743422,274,274,254,20,44.377907,3128.867,0.37963523481364025,65.53927533346432,31,True,6.320757,1.6514370990633707,0.019080157447456877,-0.01905699,30,15,0.08839768,0,32,False,267,3419090.864064786,960.7680424354061,3558.7058,9.353589,27,1927010.0969749105,2844.9143620050922,677.3526,9.639178,26,2119013.5767148584,3295.517987127532,642.99866,8.946586,1.1833625,0,0.6925926,0.28558922,0.4070034,-16.075926583869606,1.2080454075897404,6,6250.0,4.5,-0.25,NOT_AVAILABLE,69.75834600770574,12.777214466169381,298.94904686506754,60.04245733783318,100001,6157.5996,6069.6665,6234.4,0.206,0.0953,0.3071,0.0947,0.0433,0.154,200111,1.2638714,1.2329245,1.3007568,2.0689323,2.0458884,2.0919762,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099557894653958144, ,287.96271,38.395519,124.33572446573,123.253631529573,125.436641149469,956.010333375005,1,1,2MASS J19115104+3823438,9.422,6289,75,-75,SPE72,4.354,0.025,-0.025,AST10,-0.12,0.15,-0.15,SPE72,1.137,0.053,-0.047,1.06,0.082,-0.054,DSEP,0,0,0,8.455,8.285,8.156,none,0.2255090262898958,1
3241581,1635721458409799680,Gaia DR2 2052255843577676288,2052255843577676288,1192707221,2015.5,293.0853050465206,0.03013475431334292,38.341668681119614,0.0370288345968739,7.683148039824819,0.038620954055524036,198.93729,23.389347237883413,0.06864699693754495,-8.645129098172488,0.07086281453705409,-0.019137623,-0.058160122,-0.15912676,0.015827265,0.3076345,0.0015208464,-0.35418063,-0.03923663,-0.24255182,-0.09049494,266,266,262,4,25.770018,1393.7472,0.18596945065947193,16.52536604291192,31,False,24.059914,1.6117585703137862,0.009603331474782257,-0.026847502,30,16,0.04849729,0,32,False,264,1646783.4650288273,517.9668838770712,3179.322,10.146774,31,858019.9000477532,651.1588325728669,1317.6814,10.517645,29,1110478.3457054486,675.1765241526697,1644.723,9.648145,1.1953595,0,0.86950016,0.3708706,0.49862957,-30.07532246260738,0.20254491395189506,3,5750.0,4.5,0.0,NOT_AVAILABLE,71.5056884421484,9.145806403956305,306.52576382515196,58.88845818861454,100001,5642.0,5555.4,5744.625,0.2068,0.014,0.4773,0.098,0.0063,0.219,200111,1.103769,1.0646846,1.1384493,1.1122013,1.1039344,1.1204683,http://geadata.esac.esa.int/data-server/datalink/links?ID=2052255843577676288, ,293.08517,38.34174,129.671822219713,129.020758826966,130.329371622049,1737.71055478308,1,1,2MASS J19322044+3820302,10.207,5709,77,-77,SPE72,4.361,0.025,-0.023,AST10,0.24,0.15,-0.15,SPE72,1.107,0.04,-0.044,1.025,0.057,-0.057,DSEP,0,0,1,9.101,8.79,8.711,none,0.12417748477783214,1
3329196,1635721458409799680,Gaia DR2 2099551641180945280,2099551641180945280,832543098,2015.5,287.6139781083662,0.01680462872979815,38.48114279439915,0.02076250163379911,3.6375852991835953,0.021044834391608692,172.84932,10.462864417045342,0.03501802284315257,-34.765001795945025,0.03909541018112182,0.06075753,0.11540912,-0.21035056,-0.05319263,0.19864035,-0.08293318,-0.41178972,-0.25419796,-0.11369246,0.031621963,251,251,247,4,4.270692,347.78928,0.0,0.0,31,True,318.0885,1.5542763161852162,0.005688969253295044,0.049745806,28,16,0.032783307,0,31,False,250,1295371.37336611,451.07710462765334,2871.7295,10.40738,26,604703.5184690232,475.1905857557264,1272.5494,10.8975315,24,975519.4916280382,410.5505440703972,2376.1252,9.78883,1.2198995,0,1.1087017,0.4901514,0.6185503,-29.60450134111624,0.621289417441348,7,5250.0,3.5,-0.25,NOT_AVAILABLE,69.72173937366075,13.061253589815383,298.45908216895407,60.1919912807029,100001,4982.4663,4932.1333,5064.8574,,,,,,,200111,2.7781856,2.6885343,2.8351784,4.2854333,4.240177,4.3306894,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099551641180945280, ,287.61392,38.481339,272.748671324867,271.180234799991,274.335029416122,933.597136829673,1,1,2MASS J19102733+3828528,10.425,4972,82,-44,SPE72,3.563,0.009,-0.012,AST10,-0.24,0.15,-0.1,SPE72,2.604,0.25,-0.047,0.905,0.174,-0.033,DSEP,0,0,0,8.982,8.499,8.478,none,0.1674910754377663,1
3424541,1635721458409799680,Gaia DR2 2100127274175097344,2100127274175097344,675499682,2015.5,285.17906527017163,0.02192311376625982,38.573620185485154,0.02674921027601348,3.148730322999267,0.028134528388818563,111.91694,0.37147051382706375,0.047384041275788075,9.67908173930213,0.05305986364820337,-0.21747687,-0.21051666,-0.060628265,0.04577901,0.25617304,-0.0076839463,-0.30916375,-0.19286057,-0.014539897,-0.17556955,204,204,201,3,9.707976,456.71127,0.0,0.0,31,True,211.47464,1.6401738379496364,0.007040356198984077,-0.0825312,23,16,0.04026619,0,27,False,221,2512033.108540444,700.1885936523553,3587.652,9.688302,25,1415600.0020176014,1490.8106298127495,949.55054,9.974037,27,1556932.3793181835,2003.2600563263093,777.19934,9.281245,1.1833173,0,0.69279194,0.28573513,0.4070568,-28.767806040798263,0.9877030972927779,4,6750.0,4.0,0.0,NOT_AVAILABLE,69.01835303192802,14.841948568012992,294.73988870649464,60.715740061333044,100001,6167.6,6069.6665,6227.95,0.6767,0.273,1.2596,0.298,0.118,0.6608,200111,2.748267,2.6952624,2.8376684,9.846396,9.702176,9.990617,http://geadata.esac.esa.int/data-server/datalink/links?ID=2100127274175097344, ,285.17908,38.57357,314.730495658342,311.94697085359,317.563240206583,875.850195866719,1,1,2MASS J19004297+3834248,9.738,6100,96,-96,SPE6,3.796,0.018,-0.015,AST10,0.02,0.1,-0.1,SPE6,2.45,0.156,-0.084,1.37,0.212,-0.053,DSEP,0,0,0,8.863,8.684,8.614,none,0.05628678800599479,1
3427720,1635721458409799680,Gaia DR2 2099985402815368704,2099985402815368704,1356349149,2015.5,286.4382560026279,0.02100619153316355,38.522628356933474,0.02419880055721204,10.657861664233375,0.026320744172206166,404.92252,-60.75043864767491,0.04472276879592119,-70.83935395045181,0.0445468952038209,-0.17157216,-0.15811722,-0.12371661,0.18303554,0.31198275,0.1598426,-0.2205622,-0.05560815,-0.051583145,-0.044715617,219,219,216,3,9.454595,469.77252,0.0,0.0,31,True,221.64009,1.624339808861173,0.006763933019692054,-0.017705753,25,14,0.034473557,0,29,True,246,4568707.598729983,827.9565406159188,5518.0522,9.038882,24,2525473.174345465,2647.8352814314226,953.78784,9.345531,25,2907134.636760797,2691.8899822671915,1079.9604,8.603257,1.1890907,0,0.7422743,0.3066492,0.43562508,-22.605845889125145,0.3324237764598984,5,6000.0,4.5,0.0,NOT_AVAILABLE,69.37427978183237,13.918077692930606,296.6726352486656,60.44874108998737,100001,5977.0,5878.0,6040.0,0.052,0.0056,0.2001,0.026,0.0066,0.0799,200111,1.1694729,1.1452038,1.2091982,1.572563,1.5660393,1.5790868,http://geadata.esac.esa.int/data-server/datalink/links?ID=2099985402815368704, ,286.4386,38.52293,93.5739158519492,93.3422833888332,93.8066802661857,889.681306694173,1,1,2MASS J19054526+3831225,9.109,6045,81,-81,SPE72,4.378,0.012,-0.012,AST10,-0.04,0.15,-0.15,SPE72,1.092,0.041,-0.041,1.035,0.079,-0.063,DSEP,0,0,0,8.094,7.843,7.826,none,0.029799940384137285,1
