KIC,solution_id,designation,source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,ra_kic,dec_kic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_designation,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,prov_sec,nconfp,nkoi,ntce,jmag,hmag,kmag,planet?,kepler_gaia_ang_dist,nearest_neighbour
10129349,1635721458409799680,Gaia DR2 2130655141500562176,2130655141500562176,211046758,2015.5,286.7752395610547,0.01852880665766002,47.177845114581125,0.02181144869718993,4.902344890670339,0.02119556153140681,231.2911,5.390222062854875,0.04068158518860981,13.367554425773616,0.04348223890540092,-0.17896436,-0.21216081,-0.09662015,0.0768411,0.22825813,0.02590027,-0.4175823,-0.17016684,0.03111985,-0.07980347,246,246,245,1,10.134184,536.3941,0.0,0.0,31,True,248.32173,1.66231240397639,0.005525244994848362,-0.014044452,28,16,0.036426444,0,31,False,266,2878329.3110094317,731.7642872147637,3933.4104,9.540515,29,1713675.2680637839,2347.303364068214,730.0613,9.766567,29,1665205.6399358078,2021.743179775191,823.64844,9.20825,1.1739035,0,0.5583172,0.22605228,0.3322649,-19.907606246529358,0.7334462573811987,7,6500.0,4.0,0.0,NOT_AVAILABLE,77.75414271336363,17.04588304651336,302.7207706618134,68.71964444828623,100001,6562.2744,6343.615,6714.3,0.458,0.3432,0.8374,0.249,0.1689,0.4443,200111,1.665094,1.5905454,1.7818612,4.632226,4.5957694,4.6686826,http://geadata.esac.esa.int/data-server/datalink/links?ID=2130655141500562176, ,286.77518,47.17775,202.791012161023,201.916529393557,203.672966588642,827.327121711973,1,1,2MASS J19070604+4710399,9.62,6698,53,-60,PHO10,4.196,0.018,-0.018,AST10,-0.2,0.3,-0.25,PHO10,1.489,0.074,-0.092,1.276,0.107,-0.161,DSEP,0,0,0,8.85,8.716,8.633,none,0.14883521358921556,1
10130853,1635721458409799680,Gaia DR2 2130478811623519232,2130478811623519232,1590291231,2015.5,287.54342986067184,0.02229028241246763,47.16054761331481,0.03141107619594079,2.2995006098887947,0.03170082720522409,72.53756,-3.8972181840577313,0.048454060964375205,-9.291442050125998,0.053438137557785995,-0.07233118,-0.31355417,0.08308812,-0.05541616,0.5026378,-0.2730207,-0.31070632,-0.3642546,-0.13950741,0.14384718,192,192,188,4,5.951574,321.13608,0.0,0.0,31,True,403.46347,1.5333430546621551,0.007157702260262664,-0.056897044,23,14,0.040368862,0,29,False,223,798868.8981237176,311.3053085022236,2566.1912,10.932177,21,349628.3069938171,407.8794718485334,857.18536,11.492372,23,629133.353787458,447.5555278425878,1405.7102,10.265063,1.2251843,1,1.2273083,0.56019497,0.6671133,-65.4940609767635,0.39444251176133127,5,4750.0,3.5,0.25,NOT_AVAILABLE,77.94192769527224,16.555252796621556,304.06221707084217,68.53509445654845,100002,4853.09,4785.6777,4891.8203,,,,,,,200111,3.6949024,3.636626,3.79973,6.8229785,6.674967,6.97099,http://geadata.esac.esa.int/data-server/datalink/links?ID=2130478811623519232, ,287.54346,47.160599,429.578934841563,423.76292687446,435.553867858753,829.08443969713,1,1,2MASS J19101043+4709381,10.956,4887,50,-87,SPE72,3.384,0.01,-0.011,AST10,0.24,0.1,-0.15,SPE72,4.057,0.189,-0.529,1.451,0.15,-0.349,DSEP,0,0,3,9.394,8.948,8.778,none,0.04310071788961492,1
10147635,1635721458409799680,Gaia DR2 2128586655192626048,2128586655192626048,1237599476,2015.5,294.2858878031912,0.020921309217316986,47.10867602311708,0.02435355762930908,2.2195441457831717,0.0237858831731566,93.31351,-4.872355960635559,0.05080085844782609,-15.369092088810064,0.047575524128029685,-0.0909173,-0.024340939,-0.017125871,0.0065458138,0.15578613,-0.01695803,-0.40180293,0.08027594,0.05996763,-0.00605152,195,195,192,3,4.671229,291.76727,0.0,0.0,31,False,309.36008,1.6232862156718335,0.006311339509417009,0.060187522,22,16,0.038759183,0,24,False,198,1063335.377022413,216.5851590554899,4909.549,10.62169,23,577912.9831099589,317.72791837731415,1818.8927,10.946732,23,691272.2593232612,734.8335435893468,940.71954,10.162797,1.1935889,1,0.7839346,0.32504177,0.45889282,-29.566502875943108,0.5338535152011145,7,6250.0,4.0,0.0,NOT_AVAILABLE,79.85711117174577,12.361153480659782,315.22306281999255,66.7748144467914,100002,5918.825,5780.35,6104.2,,,,,,,200111,2.766118,2.6006637,2.9002368,8.460153,8.302244,8.618061,http://geadata.esac.esa.int/data-server/datalink/links?ID=2128586655192626048, ,294.28592,47.108768,444.811494697868,440.118814436337,449.603495649988,1091.93943098054,1,1,2MASS J19370862+4706315,10.688,5941,89,-71,SPE72,3.747,0.022,-0.018,AST10,-0.02,0.15,-0.15,SPE72,2.59,0.103,-0.114,1.368,0.068,-0.082,DSEP,0,0,0,9.632,9.344,9.278,none,0.0929571080449369,1
10162436,1635721458409799680,Gaia DR2 2085664985422688896,2085664985422688896,743620757,2015.5,298.72587749137887,0.02193401062605956,47.14515065375595,0.026944442828821556,7.249021064366029,0.02697687908573159,268.71237,19.350157069390555,0.04836771156756727,-26.123936113893844,0.051245841201543206,-0.13021678,-0.052049786,-0.07287045,-0.024042517,0.3555133,-0.06061566,-0.31183243,-0.08369484,-0.14123118,-0.1346688,223,223,221,2,10.342907,508.99545,0.0,1.918372467636195e-15,31,True,210.0529,1.6314260891401093,0.006569040931190587,0.13047597,25,17,0.03939654,0,30,True,245,7406511.020836525,1378.044751241069,5374.652,8.514332,26,4183052.0178234815,8017.985963632424,521.70856,8.797655,26,4574843.1124757435,4579.383587073535,999.0085,8.110979,1.1824589,0,0.686676,0.2833233,0.40335274,-52.976153624159636,0.2728247600790287,8,6250.0,4.0,0.0,NOT_AVAILABLE,81.3451419855634,9.716937672601833,321.97563104308165,65.48271021831431,100001,6173.725,6056.565,6302.8,1.042,0.6259,1.4358,0.554,0.312,0.7308,200111,2.045573,1.9626486,2.125479,5.476636,5.442717,5.510555,http://geadata.esac.esa.int/data-server/datalink/links?ID=2085664985422688896, ,298.72574,47.145279,137.403593677776,136.89232464791,137.91862762739,1534.32229540359,1,1,2MASS J19545417+4708430,8.608,6154,82,-82,SPE72,3.957,0.012,-0.015,AST10,-0.14,0.2,-0.15,SPE72,1.881,0.134,-0.067,1.169,0.187,-0.075,DSEP,0,0,0,7.636,7.438,7.358,none,0.06791351754927699,1
10186764,1635721458409799680,Gaia DR2 2119596326566072448,2119596326566072448,1488792164,2015.5,281.32374347782957,0.017758652622131593,47.296606486289214,0.019894189894420922,3.1076635921695925,0.01941228173225718,160.0875,-7.4737643018180275,0.03760116069567204,-6.304233794715828,0.03961081911602833,-0.10622904,-0.10610955,-0.30389884,0.025305055,0.3028635,-0.012957844,-0.29847363,-0.110873096,-0.040849295,-0.032881673,237,237,231,6,7.507461,425.1173,0.0,0.0,31,True,321.103,1.631653308334681,0.004981711673652033,0.11705556,27,17,0.033469755,0,32,False,245,896164.7335788464,231.36543437510423,3873.3735,10.807396,26,503578.97807373677,499.4486955946685,1008.26965,11.096219,27,564561.7334138468,326.5419171370634,1728.9104,10.382642,1.1919022,0,0.7135773,0.28882313,0.42475414,-86.90113284396806,0.42085239146186515,15,6250.0,4.0,-0.25,NOT_AVAILABLE,76.53764857346953,20.56485297378957,292.734385931466,69.84371270763164,100001,6080.0,6013.0,6335.1333,,,,,,,200111,1.7135286,1.5782907,1.7519274,3.6148622,3.5723372,3.6573873,http://geadata.esac.esa.int/data-server/datalink/links?ID=2119596326566072448, ,281.32376,47.296631,318.829667851463,316.853617055284,320.830075856302,803.424686664975,1,1,2MASS J18451770+4717478,10.91,6137,83,-73,SPE72,4.086,0.018,-0.014,AST10,-0.1,0.15,-0.15,SPE72,1.577,0.096,-0.064,1.107,0.153,-0.072,DSEP,0,0,0,9.877,9.653,9.584,none,0.0760945218093807,1
10214328,1635721458409799680,Gaia DR2 2128595416926640640,2128595416926640640,1516430881,2015.5,294.3770950369047,0.01693859348215552,47.289919094534106,0.020831670578171937,2.7623050969584324,0.020836218525176402,132.57228,2.894223290271335,0.03630364224355395,4.346641323510179,0.040269549925976235,-0.07060457,-0.13573441,-0.15064818,-0.051243104,0.38070777,-0.06856808,-0.32334432,-0.042284098,-0.045491498,-0.040347032,260,260,255,5,6.7507935,432.4115,0.0,0.0,31,True,308.41788,1.645709222528445,0.004890386733416479,0.119060844,30,17,0.033189345,0,33,False,268,1150947.3549221621,262.2931484029996,4388.019,10.5357275,32,684338.8030200459,519.0811976816872,1318.3656,10.76321,32,676123.1313030798,513.6533446527355,1316.3024,10.186855,1.1820366,0,0.576355,0.2274828,0.34887218,-36.59109980977811,0.5120915938874101,6,6750.0,4.0,-0.5,NOT_AVAILABLE,80.05136149103583,12.387403359588694,315.55841542938606,66.9137373982256,100001,6849.31,6657.045,7168.37,1.136,0.878,1.2761,0.5495,0.4249,0.6371,200111,1.7165483,1.5671438,1.8171331,5.842438,5.761717,5.9231596,http://geadata.esac.esa.int/data-server/datalink/links?ID=2128595416926640640, ,294.37708,47.289928,358.288717246774,355.613554485453,361.003705238989,1088.70170328808,1,1,2MASS J19373050+4717237,10.629,6917,83,-83,PHO10,4.05,0.018,-0.018,AST10,-0.28,0.4,-0.2,PHO10,1.837,0.124,-0.124,1.383,0.192,-0.175,DSEP,0,1,1,9.774,9.611,9.532,cand,0.0997653646911069,1
10215584,1635721458409799680,Gaia DR2 2128555525269997568,2128555525269997568,288215242,2015.5,294.81431930826665,0.05787819528253345,47.248320049148774,0.05645586802585943,5.080045201041395,0.06357928653403809,79.90095,8.39420317383577,0.11895645154673191,-30.576056572398556,0.11632040430925611,0.009334685,-0.44637287,-0.33820963,-0.04636688,0.13568744,-0.13355583,-0.33804747,0.14687653,-0.17563891,-0.075226426,198,198,198,0,29.117922,1513.8375,0.2577524959732339,25.027834511365363,31,False,13.098671,1.6363258640910485,0.015803301621316167,0.037881978,23,14,0.070841774,0,25,False,204,1106678.08956694,199.97823302396813,5533.9927,10.578313,24,596864.8648583506,489.07982956679325,1220.3833,10.911698,24,728969.6855114474,497.455422420002,1465.397,10.105146,1.198031,0,0.80655193,0.33338547,0.47316647,-10.337094983305901,0.8386479695410592,9,5750.0,4.5,-0.75,NOT_AVAILABLE,80.15083518592687,12.10403078013655,316.1980067204142,66.75115187755769,100001,5880.0,5767.0,6033.0,0.2993,0.1073,0.4556,0.1515,0.0279,0.226,200111,1.2504328,1.1878138,1.2999154,1.6839327,1.6565565,1.7113088,http://geadata.esac.esa.int/data-server/datalink/links?ID=2128555525269997568, ,294.81424,47.24847,195.786686697559,193.360842572462,198.273057161803,1128.95715927643,1,1,2MASS J19391541+4714544,10.603,5893,70,-88,SPE72,4.335,0.025,-0.023,AST10,0.07,0.15,-0.15,SPE72,1.145,0.05,-0.05,1.034,0.076,-0.063,DSEP,0,0,0,9.534,9.232,9.159,none,0.09165027134894929,1
10272858,1635721458409799680,Gaia DR2 2129135070975727104,2129135070975727104,1192380706,2015.5,291.3628835380081,0.021930035435237458,47.32866822298559,0.02301271491125442,1.7802897571929461,0.024618936347729898,72.313835,-7.114629412122149,0.044386094869504795,-13.109340005809239,0.044507155974250874,0.079313256,0.2509251,-0.17248091,-0.001377314,0.2955288,-0.049974613,-0.30793083,-0.17970175,-0.03811152,0.041024495,199,199,194,5,4.8019824,297.67426,0.0,1.0202799083710633e-15,31,True,458.37198,1.5558000880005518,0.007000068775755867,0.22883563,23,16,0.034930862,0,28,False,223,546435.6663629628,267.16221293595106,2045.3329,11.344518,26,253809.01937899372,277.2930705836698,915.30963,11.84012,26,412866.24909916095,396.94872976044223,1040.0997,10.722397,1.2200434,0,1.1177235,0.4956026,0.62212086,-11.086828955117554,0.3639421653307374,10,5000.0,3.5,0.0,NOT_AVAILABLE,79.1745738768772,14.244827572089314,310.73771844038333,67.7692793652092,100001,4989.285,4967.0947,5022.515,,,,,,,200111,3.6740289,3.6255734,3.7069294,7.5358653,7.3566337,7.715097,http://geadata.esac.esa.int/data-server/datalink/links?ID=2129135070975727104, ,291.36295,47.328709,552.845044465643,545.364374216451,560.530005261759,901.408252628417,1,1,2MASS J19252710+4719433,11.367,5036,55,-80,SPE72,3.458,0.009,-0.009,AST10,-0.12,0.1,-0.15,SPE72,3.402,0.19,-0.299,1.212,0.136,-0.204,DSEP,0,1,0,9.914,9.461,9.38,cand,0.0766396116809721,1
10272923,1635721458409799680,Gaia DR2 2129135620732022656,2129135620732022656,81390486,2015.5,291.3932955272342,0.019964848808113212,47.37771122816459,0.02205059254003311,2.4129384855634637,0.022831906403130414,105.68274,10.970294388055997,0.04120972264509823,23.978851619560075,0.04286354140581569,0.028716506,0.14876701,-0.29201496,-0.0010407254,0.25731686,-0.06539814,-0.31391865,-0.28292644,-0.062111076,0.013894417,216,216,207,9,6.761073,369.65033,0.0,0.0,31,True,472.5118,1.52983590251294,0.006357634121363074,0.19830784,25,17,0.034168813,0,29,False,218,529492.5604459578,201.01703677675428,2634.068,11.378716,27,238794.67902893352,303.2375415593227,787.4839,11.906326,26,409139.3751292407,277.44450717731206,1474.671,10.732242,1.2236887,1,1.1740847,0.5276098,0.64647484,-17.177355970641862,0.40277156873664904,11,5000.0,3.5,0.0,NOT_AVAILABLE,79.22942425079727,14.246655265046938,310.83781082694463,67.80666882159284,100002,4915.53,4852.5,5072.9297,,,,,,,200111,2.772478,2.6031015,2.84497,4.0430794,3.9754047,4.110754,http://geadata.esac.esa.int/data-server/datalink/links?ID=2129135620732022656, ,291.39322,47.377579,409.566071476332,405.74262172784,413.460954249135,901.292118239998,1,1,2MASS J19253437+4722392,11.409,4951,66,-66,SPE72,3.609,0.009,-0.012,AST10,0.02,0.15,-0.1,SPE72,2.721,0.2,-0.14,1.095,0.158,-0.115,DSEP,0,0,0,9.887,9.442,9.33,none,0.10529499047617077,1
10273246,1635721458409799680,Gaia DR2 2129133146825997440,2129133146825997440,1362433097,2015.5,291.5240119202132,0.03302821966729845,47.35828878642518,0.03294533690578497,2.4254197753065765,0.03509490480981864,69.11031,1.2265248734618015,0.07332319616459002,-13.121384220146531,0.06686958988254028,0.01207026,0.10767712,0.25293687,-0.044451233,0.10656382,-0.069942534,-0.2605911,-0.2289082,-0.109090954,0.04785329,123,123,122,1,2.0928948,151.23161,0.0,0.0,31,True,292.08948,1.5993916170047697,0.009691028168777245,-0.09515033,15,12,0.049930636,0,17,True,137,893677.5874096808,281.284219196686,3177.1338,10.810413,14,500965.04974783893,503.3851213187356,995.1924,11.10187,14,567445.5823677833,377.6003575900297,1502.7676,10.37711,1.1955214,0,0.72476006,0.29145622,0.43330383,-38.33424065100723,0.9990061544960348,7,6000.0,3.5,0.0,NOT_AVAILABLE,79.24955384711,14.15814297617302,311.0341361040336,67.75467345487677,100001,6055.0,6006.0,6296.43,,,,,,,200111,2.2115037,2.0451596,2.2477362,5.922795,5.792348,6.0532417,http://geadata.esac.esa.int/data-server/datalink/links?ID=2129133146825997440, ,291.52399,47.358349,407.557528030233,401.765785153145,413.515616809785,907.214048552969,1,1,2MASS J19260576+4721300,10.903,6269,109,-140,SPE4,4.405,0.028,-0.112,SPE4,0.21,0.15,-0.15,SPE4,1.155,0.199,-0.062,1.237,0.075,-0.083,DSEP,0,0,0,9.869,9.631,9.572,none,0.03695547348877407,1
10295224,1635721458409799680,Gaia DR2 2085674120815288576,2085674120815288576,1135947418,2015.5,298.8957440741846,0.35826532062618477,47.37807203756329,0.38750942183282355,4.837053103348765,0.4070381821861103,11.883536,1.3657833692859294,0.7920383464274806,-14.56668195016708,0.900487683989829,-0.07674992,-0.00216516,-0.18765905,-0.0040857513,0.17338689,-0.032192703,-0.1288484,-0.1977046,-0.030659571,0.003986724,199,199,165,34,121.14763,26816.742,2.1681604754450365,1296.7434915378583,31,False,0.20576046,1.133474168775368,0.13972155679670822,0.29574183,21,13,0.44189715,0,32,True,203,3616926.463159116,6881.127108341679,525.62994,9.292517,20,2645529.7454017797,22153.27756457922,119.419334,9.295107,26,2885000.543304917,59009.06292739473,48.890804,8.611555,1.5290691,0,0.6835518,0.0025901794,0.6809616,-42.04791010490459,14.731641877961877,2,6000.0,3.5,0.0,NOT_AVAILABLE,81.60834982069318,9.732433256934483,322.48336954956375,65.63571232726241,102001,5651.955,5114.0,7191.5,,,,,,,200111,2.5881355,1.5986207,3.16128,6.158338,5.5789485,6.7377276,http://geadata.esac.esa.int/data-server/datalink/links?ID=2085674120815288576, ,298.89581,47.378078,208.258077953235,191.26729356892,228.509472163554,1532.20253992104,1,1,2MASS J19553499+4722410,9.023,6091,54,-48,PHO10,3.743,0.03,-0.022,AST10,-0.24,0.5,-0.3,PHO10,2.542,0.264,-0.183,1.305,0.365,-0.157,DSEP,0,0,0,8.032,7.76,7.713,none,0.2735446540908941,1
10295224,1635721458409799680,Gaia DR2 2085674125113326848,2085674125113326848,800538332,2015.5,298.8960585225218,0.811851008567929,47.37790757535827,0.8785341177994787,,,,,,,,0.2677857,,,,,,,,,,36,36,33,3,77.46873,13771.182,3.4457092905994293,1138.4167906011878,3,False,0.08128383,,,-0.02353644,5,5,1.3881139,0,24,False,32,1546791.797589096,10240.0413739065,151.05328,10.214787,4,2704350.4991360335,7541.90192521189,358.57672,9.271231,3,3074582.590456788,9203.622167057767,334.06223,8.542455,3.7360768,0,0.728776,-0.94355583,1.6723318,,,0,,,,NOT_AVAILABLE,81.60831234540412,9.732166754882824,322.4836405027785,65.63546759652154,132011,5095.6333,4284.4497,6938.0,,,,,,,-9223372036854775808,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=2085674125113326848, ,298.89581,47.378078,,,,,16959,16959,2MASS J19553499+4722410,9.023,6091,54,-48,PHO10,3.743,0.03,-0.022,AST10,-0.24,0.5,-0.3,PHO10,2.542,0.264,-0.183,1.305,0.365,-0.157,DSEP,0,0,0,8.032,7.76,7.713,none,0.862241750975128,0
10319352,1635721458409799680,Gaia DR2 2119594093183142656,2119594093183142656,354871806,2015.5,281.5343109673211,0.018547747613365046,47.49941438030597,0.022184804947825425,3.8362004451164324,0.02106702388805973,182.09503,20.665435438870993,0.03983790476868389,-8.964921222918043,0.04405276383529795,-0.1024601,-0.0362351,-0.13262326,0.105611995,0.15523896,0.024727482,-0.45825016,-0.25038853,0.104081996,0.00500495,221,221,217,4,7.6710396,411.3959,0.0,0.0,31,True,377.64774,1.5857615732627606,0.005183546925714514,0.06918865,25,16,0.036819763,0,29,False,231,732901.7259180108,270.7636621525831,2706.795,11.025751,26,376537.4718851178,501.22146731823085,751.2397,11.411868,26,503758.83118860173,368.07863814155917,1368.6174,10.506363,1.201111,0,0.9055052,0.38611698,0.5193882,-23.75756619618309,0.44358292066849186,11,5750.0,4.0,0.0,NOT_AVAILABLE,76.79089453427252,20.492741584840584,293.27425378529324,70.00836769691536,100001,5440.0,5319.5005,5820.0,,,,,,,200111,1.6016315,1.3993117,1.6750151,2.0240235,2.0037396,2.0443075,http://geadata.esac.esa.int/data-server/datalink/links?ID=2119594093183142656, ,281.53415,47.49947,258.73169337358,257.318437057877,260.160279872698,803.738942745882,1,1,2MASS J18460819+4729580,11.054,5626,76,-84,SPE72,4.101,0.024,-0.027,AST10,0.28,0.15,-0.15,SPE72,1.521,0.09,-0.066,1.065,0.105,-0.06,DSEP,0,0,0,9.903,9.596,9.517,none,0.09392358396778673,1
10322381,1635721458409799680,Gaia DR2 2107649995291771392,2107649995291771392,683141510,2015.5,283.4331620263038,0.01944972209373157,47.40839848667785,0.020735743844930352,3.4523413759250565,0.02245383453419428,153.75287,-1.899498925346684,0.045099748139306034,-30.583713921477045,0.04294674303348794,0.014741231,-0.17650361,0.10183385,0.1349783,0.095214,0.062044386,-0.10062991,-0.31515625,-0.20671064,0.19603187,220,220,214,6,9.131869,455.6917,0.0,0.0,31,True,395.54703,1.620696509317925,0.005562802340946082,0.07804197,25,16,0.038092017,0,28,False,237,735158.2757765964,344.1569221836916,2136.1135,11.022413,24,417361.61137718166,372.0673952635841,1121.7366,11.300107,24,459529.3164929759,289.5257946892317,1587.1792,10.606137,1.192792,0,0.6939697,0.27769375,0.41627598,-19.654741176897474,0.4636123443807525,8,6250.0,4.0,-0.25,NOT_AVAILABLE,77.14064510495352,19.248316148004267,296.81119587487933,69.60045127314172,100001,6077.1177,5667.205,6580.0,0.1143,0.0,0.2774,0.0593,0.0,0.1554,200111,1.3984259,1.1928421,1.6080402,2.4030578,2.3752196,2.430896,http://geadata.esac.esa.int/data-server/datalink/links?ID=2107649995291771392, ,283.43317,47.408539,287.265336242429,285.410305197987,289.144203368251,823.720552476442,1,1,2MASS J18534395+4724307,11.074,6184,83,-83,SPE72,4.204,0.027,-0.025,AST10,-0.26,0.15,-0.15,SPE72,1.324,0.067,-0.067,1.023,0.073,-0.066,DSEP,0,0,0,10.128,9.874,9.834,none,0.03334075470596213,1
10324098,1635721458409799680,Gaia DR2 2131423906287203328,2131423906287203328,844681779,2015.5,284.3677367943876,0.023726489134932055,47.4520857690963,0.02072253865344398,1.7973421378228762,0.02464501957429088,72.92922,-8.487725541438182,0.0532945386974096,-8.164745708864453,0.04822769008157064,-0.064549774,-0.37445667,-0.2772586,0.03704332,0.17405072,-0.0720414,-0.046086725,0.038566045,-0.21168418,-0.113612555,205,205,202,3,6.209138,346.76398,0.0,0.0,31,True,425.45602,1.6245254296634015,0.005496668980178897,-0.14597008,23,14,0.04153444,0,26,False,215,500952.03530764626,142.4309574827698,3517.157,11.438875,21,284048.5029573704,306.4008846484645,927.0486,11.717907,21,314763.291237644,180.17887386844407,1746.949,11.01696,1.1953475,1,0.7009468,0.27903175,0.42191505,-19.222093643882125,1.4011703830863889,6,6500.0,4.0,0.0,NOT_AVAILABLE,77.41055569474821,18.66826938700376,298.5848127598415,69.46967791752834,100002,6332.0,6132.0,7015.8203,,,,,,,200111,2.036719,1.6590369,2.171744,6.007871,5.8662615,6.149481,http://geadata.esac.esa.int/data-server/datalink/links?ID=2131423906287203328, ,284.3678,47.452099,547.675908571753,540.325955556897,555.224889846381,826.14116952499,1,1,2MASS J18572827+4727075,11.475,6130,79,-73,SPE72,3.906,0.018,-0.014,AST10,0.02,0.15,-0.15,SPE72,2.087,0.146,-0.093,1.278,0.182,-0.078,DSEP,0,0,0,10.545,10.309,10.231,none,0.08201340412027304,1
10351059,1635721458409799680,Gaia DR2 2080628397532173568,2080628397532173568,1574732746,2015.5,296.07165920307114,0.017060216743843476,47.41928246620507,0.020249857056267907,3.4131049010355854,0.020235132763544137,168.67223,8.616482283007777,0.039182846222104106,28.170220175525902,0.04553143401583028,-0.0873838,-0.08167329,-0.1293081,0.037421204,0.13340667,0.025950339,-0.07772361,-0.02321511,-0.12016811,-0.058947217,256,256,250,6,11.004861,577.07965,0.0,1.795751881009447e-15,31,True,291.02896,1.647609437761852,0.005307257382778204,0.035840582,29,17,0.03719294,0,36,False,282,1663767.2068751517,582.4513903796968,2856.4912,10.135634,34,958810.3300680463,614.4406365581217,1560.4604,10.397057,35,1007040.5993060955,964.7637505863662,1043.8209,9.754303,1.1815661,0,0.6427536,0.26142216,0.38133144,-24.78942801122534,0.718104406219429,10,6500.0,4.0,-0.25,NOT_AVAILABLE,80.70729249580867,11.426851120444283,318.323535325989,66.53808757177256,100001,6345.0474,6200.0,6687.6567,1.2555,0.9763,1.423,0.597,0.4332,0.7121,200111,1.9464141,1.7520925,2.038551,5.5322866,5.4714994,5.593074,http://geadata.esac.esa.int/data-server/datalink/links?ID=2080628397532173568, ,296.07159,47.41914,290.537631511628,288.826636202689,292.268654043028,1236.4670929922,1,1,2MASS J19441718+4725089,10.225,6435,63,-95,SPE72,4.069,0.013,-0.013,AST10,0.21,0.15,-0.2,SPE72,1.829,0.05,-0.065,1.432,0.063,-0.077,DSEP,0,0,0,9.325,9.145,9.091,none,0.08389637540477524,1
10355856,1635721458409799680,Gaia DR2 2086399420525476352,2086399420525476352,1365808296,2015.5,297.55937741962583,0.02328370106614818,47.47351356126002,0.024819896072304948,5.6375775403193,0.02662537189803277,211.73705,-14.690104330681448,0.049593734325812065,-33.29347164281367,0.04790282697724401,-0.09536907,0.18249865,-0.14340875,-0.12286331,0.26913527,-0.14964531,-0.26405466,-0.21281911,-0.17014016,-0.1757478,206,206,203,3,7.877771,398.7141,0.0,0.0,31,True,262.70425,1.6661810736695022,0.0072901774974334695,-0.08647985,23,15,0.03876875,0,27,False,236,4232874.407784683,998.2148682355586,4240.4443,9.121778,26,2460055.732616814,2645.1646554730146,930.0199,9.374025,27,2539506.8993659997,3984.249648610332,637.3865,8.750047,1.1811271,0,0.6239786,0.2522478,0.3717308,-5.130011837016047,10.45607160324534,5,6500.0,4.0,-0.25,NOT_AVAILABLE,81.24296117921129,10.567385716180405,320.6264369443534,66.13676900738908,100001,6411.71,6310.3667,6659.9,0.9613,0.5836,1.326,0.4392,0.2663,0.6396,200111,1.8400434,1.7054555,1.8996195,5.1552095,5.1145,5.195919,http://geadata.esac.esa.int/data-server/datalink/links?ID=2086399420525476352, ,297.55948,47.473679,176.480660870164,175.649031881737,177.320060764371,1386.95508062613,1,1,2MASS J19501427+4728252,9.195,6435,70,-83,SPE72,4.073,0.01,-0.009,AST10,-0.1,0.15,-0.1,SPE72,1.672,0.087,-0.061,1.207,0.12,-0.074,DSEP,0,0,0,8.298,8.114,8.057,none,0.082495661920756,1
