f_evol_16th,f_evol_50th,f_evol_84th,f_evol_ess_bulk,f_evol_ess_mean,f_evol_ess_sd,f_evol_ess_tail,f_evol_hpd_3%,f_evol_hpd_97%,f_evol_mcse_mean,f_evol_mcse_sd,f_evol_mean,f_evol_r_hat,f_evol_sd,mass_16th,mass_50th,mass_84th,mass_ess_bulk,mass_ess_mean,mass_ess_sd,mass_ess_tail,mass_hpd_3%,mass_hpd_97%,mass_mcse_mean,mass_mcse_sd,mass_mean,mass_r_hat,mass_sd,mlt_16th,mlt_50th,mlt_84th,mlt_ess_bulk,mlt_ess_mean,mlt_ess_sd,mlt_ess_tail,mlt_hpd_3%,mlt_hpd_97%,mlt_mcse_mean,mlt_mcse_sd,mlt_mean,mlt_r_hat,mlt_sd,yi_16th,yi_50th,yi_84th,yi_ess_bulk,yi_ess_mean,yi_ess_sd,yi_ess_tail,yi_hpd_3%,yi_hpd_97%,yi_mcse_mean,yi_mcse_sd,yi_mean,yi_r_hat,yi_sd,zi_16th,zi_50th,zi_84th,zi_ess_bulk,zi_ess_mean,zi_ess_sd,zi_ess_tail,zi_hpd_3%,zi_hpd_97%,zi_mcse_mean,zi_mcse_sd,zi_mean,zi_r_hat,zi_sd,mhi_16th,mhi_50th,mhi_84th,mhi_ess_bulk,mhi_ess_mean,mhi_ess_sd,mhi_ess_tail,mhi_hpd_3%,mhi_hpd_97%,mhi_mcse_mean,mhi_mcse_sd,mhi_mean,mhi_r_hat,mhi_sd,age_16th,age_50th,age_84th,age_ess_bulk,age_ess_mean,age_ess_sd,age_ess_tail,age_hpd_3%,age_hpd_97%,age_mcse_mean,age_mcse_sd,age_mean,age_r_hat,age_sd,teff_16th,teff_50th,teff_84th,teff_ess_bulk,teff_ess_mean,teff_ess_sd,teff_ess_tail,teff_hpd_3%,teff_hpd_97%,teff_mcse_mean,teff_mcse_sd,teff_mean,teff_r_hat,teff_sd,rad_16th,rad_50th,rad_84th,rad_ess_bulk,rad_ess_mean,rad_ess_sd,rad_ess_tail,rad_hpd_3%,rad_hpd_97%,rad_mcse_mean,rad_mcse_sd,rad_mean,rad_r_hat,rad_sd,lum_16th,lum_50th,lum_84th,lum_ess_bulk,lum_ess_mean,lum_ess_sd,lum_ess_tail,lum_hpd_3%,lum_hpd_97%,lum_mcse_mean,lum_mcse_sd,lum_mean,lum_r_hat,lum_sd,dnu_16th,dnu_50th,dnu_84th,dnu_ess_bulk,dnu_ess_mean,dnu_ess_sd,dnu_ess_tail,dnu_hpd_3%,dnu_hpd_97%,dnu_mcse_mean,dnu_mcse_sd,dnu_mean,dnu_r_hat,dnu_sd,mhs_16th,mhs_50th,mhs_84th,mhs_ess_bulk,mhs_ess_mean,mhs_ess_sd,mhs_ess_tail,mhs_hpd_3%,mhs_hpd_97%,mhs_mcse_mean,mhs_mcse_sd,mhs_mean,mhs_r_hat,mhs_sd
0.508368821144104,0.5167517066001892,0.5252870392799377,6867.561221956736,6835.020599232692,6835.020599232692,8636.145873334985,0.5006828904151917,0.5331819653511047,0.00010389818985212872,7.347024979748875e-05,0.5167900919914246,1.0017204815362293,0.008589698001742363,0.9985593366622926,0.9995419979095459,1.0005050086975098,16466.060001339854,16472.605264891386,16472.598813809032,14554.450058777778,0.9977778792381287,1.0014170408248901,7.5832414674694556e-06,5.362257483898259e-06,0.9995343685150146,1.0006041067972435,0.0009732760372571647,2.0916879272460935,2.121873378753662,2.1515986061096193,5538.2546087524715,5517.561065068183,5514.664830719071,6506.870426658185,2.06512451171875,2.182077407836914,0.00041179211282140724,0.0002912728539493029,2.121872901916504,1.0021511338561757,0.03058803640305996,0.2595838618278503,0.2618310749530792,0.2640846478939056,5237.229741853853,5244.3406827096305,5244.3406827096305,5441.521579250645,0.257433146238327,0.26609987020492554,3.149987674430653e-05,2.2275015350181842e-05,0.2618418335914612,1.0014416268529733,0.0022811524104326963,0.014721664004027843,0.0150070171803236,0.015297790095210075,7132.525109947333,7141.556472592185,7141.556472592185,9119.460475444132,0.01446156483143568,0.015553407371044159,3.4299019134180227e-06,2.4254059654324654e-06,0.01501000951975584,1.0007763225946118,0.0002898532256949693,0.04982235431671143,0.05941134691238403,0.06895835876464844,6597.649433671636,6597.080887447288,6597.080887447288,8493.848106087024,0.04141497611999512,0.0776362419128418,0.00011841274384165676,8.373415622869259e-05,0.059396784752607346,1.0007519674840832,0.009617769159376621,4.5003915214538575,4.598656177520752,4.700939407348633,8981.980714885143,8981.008450634654,8981.008450634654,11150.737876605035,4.413759231567383,4.794919013977051,0.001066978193543297,0.0007544920205668465,4.599796295166016,1.001322435023342,0.10111558437347412,5764.88126953125,5776.74609375,5788.250078125,6997.656810019346,6988.039252827802,6987.819328684345,8154.401420371761,5754.18994140625,5798.40234375,0.14078411719769332,0.0995551261219136,5776.58740234375,1.0016037420407595,11.768776893615723,1.0005791187286377,1.00131094455719,1.002031126022339,18687.3145196244,18670.80052773079,18670.80052773079,12801.061558970652,0.9999011754989624,1.0026568174362183,5.37198093464669e-06,3.798623538809672e-06,1.0013062953948975,1.0004214400083045,0.000734033586923033,0.9943614721298217,1.0024445056915283,1.0102966022491455,7265.466436021959,7259.111422858409,7258.490657178275,8792.870674634782,0.9874979257583618,1.0175851583480835,9.414830227591428e-05,6.657842493221138e-05,1.0023508071899414,1.001487947215763,0.008021474815905094,135.23177368164062,135.3734130859375,135.516845703125,19214.17437969824,19211.313068857726,19210.034107368225,14205.76988349909,135.112548828125,135.6523895263672,0.0010354750055685477,0.0007322268761712113,135.3740997314453,1.0001972310919138,0.14352189004421234,-0.009660918712615965,0.00014327839016914368,0.009969267845153808,6561.033359593776,6560.933011113217,6560.933011113217,8366.334499508494,-0.018809176981449127,0.018474750220775604,0.00012200585774937795,8.62750049312345e-05,0.00016880311886779964,1.000671956343966,0.009882424026727676
