dydz_16th,dydz_50th,dydz_84th,dydz_ess_bulk,dydz_ess_mean,dydz_ess_sd,dydz_ess_tail,dydz_hpd_3%,dydz_hpd_97%,dydz_mcse_mean,dydz_mcse_sd,dydz_mean,dydz_r_hat,dydz_sd,yp_16th,yp_50th,yp_84th,yp_ess_bulk,yp_ess_mean,yp_ess_sd,yp_ess_tail,yp_hpd_3%,yp_hpd_97%,yp_mcse_mean,yp_mcse_sd,yp_mean,yp_r_hat,yp_sd,sigma_yi_16th,sigma_yi_50th,sigma_yi_84th,sigma_yi_ess_bulk,sigma_yi_ess_mean,sigma_yi_ess_sd,sigma_yi_ess_tail,sigma_yi_hpd_3%,sigma_yi_hpd_97%,sigma_yi_mcse_mean,sigma_yi_mcse_sd,sigma_yi_mean,sigma_yi_r_hat,sigma_yi_sd,mlt_16th,mlt_50th,mlt_84th,mlt_ess_bulk,mlt_ess_mean,mlt_ess_sd,mlt_ess_tail,mlt_hpd_3%,mlt_hpd_97%,mlt_mcse_mean,mlt_mcse_sd,mlt_mean,mlt_r_hat,mlt_sd
1.1831468725204468,1.6021851301193237,2.0539200782775877,722.0952991348261,721.7030204800382,721.7030204800382,1724.9050646340752,0.7937801480293274,2.406658172607422,0.01629938827088221,0.011530069026176648,1.6179581880569458,1.0261252657625042,0.4378754198551178,0.2459458690881729,0.24695128202438354,0.2479436981678009,2495.5390806079045,2494.430483264064,2494.216311954768,5073.247845133463,0.24501048028469086,0.248802050948143,2.0169529232623565e-05,1.4264291364920852e-05,0.2469472438097,1.0051444963175982,0.001007352489978075,0.0023698534816503527,0.005078970454633236,0.009517392553389074,1979.649988433076,1866.8963820700428,1862.8818266397845,2948.227379125275,0.000416393275372684,0.012930476106703281,8.975104869047334e-05,6.354187079236883e-05,0.005935723893344402,1.0048052815998065,0.0038779270835220814,1.6620665836334227,1.7276792526245117,1.8049409484863281,651.0863867799138,667.4713729009875,667.4713729009875,1092.8147933838748,1.6010947227478027,1.8765027523040771,0.0028449611722127775,0.0020125710461390976,1.733456015586853,1.0170691773874136,0.07350090146064758
