dydz_16th,dydz_50th,dydz_84th,dydz_ess_bulk,dydz_ess_mean,dydz_ess_sd,dydz_ess_tail,dydz_hpd_3%,dydz_hpd_97%,dydz_mcse_mean,dydz_mcse_sd,dydz_mean,dydz_r_hat,dydz_sd,yp_16th,yp_50th,yp_84th,yp_ess_bulk,yp_ess_mean,yp_ess_sd,yp_ess_tail,yp_hpd_3%,yp_hpd_97%,yp_mcse_mean,yp_mcse_sd,yp_mean,yp_r_hat,yp_sd,sigma_yi_16th,sigma_yi_50th,sigma_yi_84th,sigma_yi_ess_bulk,sigma_yi_ess_mean,sigma_yi_ess_sd,sigma_yi_ess_tail,sigma_yi_hpd_3%,sigma_yi_hpd_97%,sigma_yi_mcse_mean,sigma_yi_mcse_sd,sigma_yi_mean,sigma_yi_r_hat,sigma_yi_sd,mlt_16th,mlt_50th,mlt_84th,mlt_ess_bulk,mlt_ess_mean,mlt_ess_sd,mlt_ess_tail,mlt_hpd_3%,mlt_hpd_97%,mlt_mcse_mean,mlt_mcse_sd,mlt_mean,mlt_r_hat,mlt_sd
0.49151133060455326,0.7634544372558594,0.9998103380203247,1115.48771605715,1121.1665751795454,1121.1665751795454,1907.567666976482,0.23856279253959656,1.2165113687515259,0.007737865663716509,0.005472921300621286,0.7514832019805908,1.0087929144756556,0.25909334421157837,0.24591965734958648,0.246933251619339,0.24792841017246245,1787.993055057345,1789.2156843447121,1788.661849625053,4151.764921824454,0.2450632005929947,0.2488429993391037,2.3858651528202287e-05,1.6875978146255572e-05,0.24692748486995697,1.0069687779219425,0.0010092000011354685,0.0023193541821092366,0.004863712005317211,0.008813216537237167,1679.3584643431402,1661.2114334144871,1661.2114334144871,3349.688886962327,0.00040336718666367233,0.011718559078872204,8.453743143839275e-05,5.9787489504686604e-05,0.005560189951211214,1.0059521385558694,0.0034455733839422464,2.0598695278167725,2.088404893875122,2.1192055130004883,9296.295097668368,9352.32447205091,9352.32447205091,14086.482605767496,2.031400203704834,2.144984722137451,0.0003088631279485821,0.00021840602389340487,2.0891828536987305,1.0007082855752902,0.029869355261325836
