KIC,numax,enumax,Dnu,eDnu,Length,HBR
6129877,1939.249,119.32600000000001,92.943,2.667,29.4,1.315
6145937,653.556,16.15,41.34,1.068,29.4,1.91
6232600,1933.004,95.366,94.626,1.002,25.2,1.669
6287060,1600.911,207.438,80.146,2.235,30.0,1.337
6290627,319.911,6.922999999999999,22.336,0.182,25.9,4.89
6308642,730.7289999999999,23.493000000000002,42.511,0.39899999999999997,31.0,2.171
6313425,628.947,9.135,37.176,0.358,567.0,1.48
6370489,913.54,17.107,52.168,0.308,87.8,2.9539999999999997
6430804,363.38699999999994,9.759,25.289,3.593,29.5,6.369
6442183,690.176,32.749,39.275999999999996,0.309,955.9,2.765
6508366,962.773,11.455,51.732,0.081,923.7,1.889
6520835,893.55,45.787,49.843999999999994,0.521,29.3,2.184
6529109,1140.208,32.580999999999996,60.105,0.569,25.9,1.617
6530901,1601.7979999999998,176.417,78.581,0.784,29.8,1.416
6531928,456.958,9.822000000000001,31.375,0.41200000000000003,655.9,2.9810000000000003
6592305,837.449,33.357,46.861000000000004,0.6990000000000001,29.4,2.397
6593620,1274.0739999999998,85.103,67.665,1.7480000000000002,28.9,1.22
6603624,2382.916,32.1,110.321,0.10400000000000001,1049.6,1.4080000000000001
6605673,1246.173,90.083,68.074,0.821,30.0,1.38
6612225,1113.11,29.449,58.903999999999996,2.6069999999999998,25.9,1.699
6671492,746.6,47.87,42.105,0.736,24.9,1.839
6688822,827.064,48.553999999999995,47.048,0.721,30.0,1.827
6689943,1679.601,66.36399999999999,80.825,1.745,29.3,1.295
6693861,786.1439999999999,10.437000000000001,47.298,0.18,567.8,1.4369999999999998
6766513,873.803,21.447,50.673,0.455,522.8,1.288
6802438,567.653,14.823,34.56,0.183,92.5,2.075
6806100,909.346,176.55200000000002,45.815,2.052,33.4,1.2
6837853,1875.477,140.767,89.31,3.97,26.1,1.136
6848299,949.135,28.459,56.46,2.65,31.0,1.525
6853020,1017.2339999999999,96.986,54.20399999999999,1.787,26.9,1.393
6863041,791.23,41.065,42.898999999999994,0.583,92.4,1.276
6933899,1384.703,15.411,72.139,0.066,1046.4,1.713
6947945,730.5139999999999,15.559000000000001,43.66,1.416,25.9,1.8719999999999999
7038145,750.995,43.54,42.455,1.205,29.6,1.5730000000000002
7103006,1168.402,15.095,59.603,0.086,856.2,1.5830000000000002
7106245,2440.879,55.896,111.337,0.174,919.1,1.072
7107778,538.946,10.637,31.938000000000002,0.434,596.8,1.815
7133688,1133.731,152.19899999999998,59.224,2.03,25.9,1.227
7174470,930.091,82.104,47.136,1.173,33.4,1.4909999999999999
7174707,816.137,9.101,47.315,0.073,1050.5,1.391
7206837,1634.95,27.894000000000002,79.157,0.11,945.1,1.308
7216846,482.55800000000005,14.948,28.644000000000002,0.33399999999999996,92.4,1.666
7264595,543.251,45.729,36.305,2.571,31.1,2.074
7282890,822.435,22.866,45.479,0.539,74.4,2.141
7296438,1845.525,22.219,88.743,0.11,431.0,1.31
7341231,690.176,32.749,39.275999999999996,0.309,1038.8,5.9270000000000005
7376493,1336.273,49.143,75.169,1.127,26.1,1.274
7383120,1787.203,91.303,83.41,4.181,29.6,1.1909999999999998
7386523,911.992,66.36,48.747,3.0669999999999997,29.4,1.187
7429287,1346.771,48.299,71.244,1.2109999999999999,28.9,1.2429999999999999
7448374,774.158,32.431999999999995,44.408,0.545,29.9,2.475
7529180,1911.944,59.18899999999999,86.427,1.294,71.2,1.39
7534011,1022.367,33.095,57.21,1.624,31.0,1.32
7584900,322.994,3.648,21.795,0.271,1050.2,5.1579999999999995
7591963,1107.08,66.024,59.881,1.7,33.4,1.307
7611858,1556.412,282.904,75.251,3.437,25.9,1.195
7628676,478.644,14.229000000000001,29.245,0.433,26.1,4.1419999999999995
7668623,806.936,29.594,45.663000000000004,0.605,87.2,1.7930000000000001
7680114,1709.994,20.423,85.169,0.083,838.6,1.329
7700968,2069.6639999999998,425.841,101.902,4.9910000000000005,25.9,1.153
7739672,1352.234,209.703,66.015,1.91,29.5,1.148
7747078,690.176,32.749,39.275999999999996,0.309,1045.7,2.201
7771282,1459.1589999999999,67.736,72.313,0.198,523.6,1.217
7799349,569.664,7.04,33.299,0.322,1049.1,3.103
7799430,467.537,8.869,31.116999999999997,0.32799999999999996,28.5,4.438
7800289,586.615,14.478,33.597,0.153,669.4,1.986
7833440,1117.068,104.759,66.21600000000001,1.041,30.0,1.379
7870112,1422.539,102.615,69.435,6.297000000000001,28.5,1.151
7871531,3512.0440000000003,62.508,151.19,0.379,1050.2,1.053
7880676,1025.485,73.309,53.848,1.633,29.6,1.558
7910848,1279.573,336.759,73.054,2.728,29.4,1.148
7914731,583.321,54.674,34.57,2.414,28.9,1.9569999999999999
7976303,869.617,23.665,51.31399999999999,0.503,1050.5,2.73
8012842,2000.352,317.494,95.845,3.97,28.9,1.162
8016496,1031.948,100.398,53.513000000000005,3.752,33.4,1.3019999999999998
8018599,440.29900000000004,6.6,27.984,0.262,962.2,1.787
8019508,644.607,42.813,38.983000000000004,0.41100000000000003,31.0,2.496
8026226,564.466,6.775,34.343,0.163,331.1,2.6910000000000003
8027956,1189.194,85.476,65.28399999999999,2.127,29.4,1.295
8045442,482.655,48.653,31.916,0.6970000000000001,25.9,2.2319999999999998
8106950,1147.026,103.949,62.06100000000001,6.098,29.4,1.268
8114155,1382.158,151.118,73.675,3.015,31.1,1.273
8150065,1875.0220000000002,62.653999999999996,89.055,0.36200000000000004,401.8,1.171
8174981,993.409,62.896,53.743,1.008,31.0,1.761
8176564,1519.7620000000002,25.285,77.77600000000001,0.126,275.9,1.379
8179536,2064.149,32.076,95.196,0.139,498.4,1.3719999999999999
8179643,1029.09,47.931999999999995,56.926,3.014,31.0,1.2670000000000001
8179973,342.157,3.9530000000000003,22.918000000000003,0.037000000000000005,866.7,4.3839999999999995
8216936,1118.588,58.678000000000004,56.678000000000004,7.22,29.3,1.401
8228742,1175.394,15.702,62.051,0.066,1049.3,1.9
8241455,713.2230000000001,59.163999999999994,41.89,0.723,31.0,1.538
8249189,1402.424,95.87200000000001,67.6,7.89,25.9,1.508
8289241,1817.121,122.906,95.976,4.165,29.9,1.209
8298626,1896.023,105.052,91.514,1.642,29.4,1.264
8321567,1304.981,184.75599999999997,70.851,0.757,33.4,1.31
8360349,739.6360000000001,18.896,40.76,0.27399999999999997,92.0,1.864
8367710,1032.56,27.584,55.607,0.467,147.8,1.4780000000000002
8394589,2385.971,41.713,109.443,0.204,1050.7,1.25
8408931,578.341,44.765,33.931999999999995,0.41700000000000004,25.9,2.072
8414062,1130.258,194.199,70.479,6.382999999999999,26.1,1.1640000000000001
8416311,875.1519999999999,40.247,48.885,1.784,27.5,1.935
8424992,2525.0429999999997,76.71,120.914,0.305,338.5,1.103
8493735,620.149,40.786,38.5,1.1540000000000001,30.0,2.07
8493800,1832.5810000000001,155.011,83.226,1.453,33.4,1.17
8499940,1300.637,60.122,69.493,1.05,33.4,1.2209999999999999
8561221,489.61199999999997,5.706,29.766,0.07200000000000001,1047.1,1.796
8574769,1321.783,65.317,71.28399999999999,0.565,25.9,1.276
8579578,958.39,35.628,50.338,0.5489999999999999,71.3,1.935
8621637,1042.115,32.169000000000004,57.437,1.604,26.1,1.3219999999999998
8656342,1015.2710000000001,227.206,71.368,1.167,29.4,1.137
8677016,1858.634,162.02700000000002,91.854,1.774,31.0,1.129
8694723,1434.684,20.974,75.08800000000001,0.09,1049.7,2.1109999999999998
8696343,2405.417,225.09099999999998,110.738,3.673,28.6,1.156
8702606,666.5,10.177,39.639,0.063,1048.9,2.7939999999999996
8738809,884.4689999999999,23.04,49.456,0.14800000000000002,345.0,1.912
8776961,1206.211,35.086999999999996,64.779,0.708,30.0,1.3840000000000001
8802782,771.388,53.468,45.118,3.1860000000000004,26.1,1.4769999999999999
8817551,737.414,117.32,43.19,1.391,29.4,1.4669999999999999
8868481,678.3380000000001,46.967,40.421,1.3430000000000002,25.9,1.6340000000000001
8915084,1608.535,76.094,78.645,1.078,30.0,1.403
8938364,1669.006,20.241,85.678,0.09699999999999999,958.7,1.368
8940939,1538.954,55.251999999999995,77.348,3.725,26.1,1.3419999999999999
8950146,2131.654,90.867,94.829,3.034,29.4,1.069
8952800,973.873,24.886,53.048,1.3459999999999999,29.4,1.5130000000000001
8956017,1234.145,97.14,62.17,3.883,31.1,1.546
9005973,1538.112,126.21,82.376,1.7180000000000002,33.4,1.169
9025370,3016.535,51.228,132.707,0.429,1048.2,1.091
9026479,702.799,17.215,42.443999999999996,0.825,29.4,2.338
9026685,1128.535,43.885,61.894,0.639,30.0,1.4509999999999998
9049593,1916.848,147.165,85.064,3.0780000000000003,28.9,1.1059999999999999
9051235,909.289,111.01899999999999,51.208,3.8,29.6,1.275
9073645,739.9689999999999,69.157,43.619,1.881,28.5,1.556
9073950,296.454,4.99,20.644000000000002,0.03,611.2,2.133
9093289,1731.183,273.82599999999996,85.796,1.883,30.0,1.155
9098294,2327.298,29.430999999999997,109.12,0.11699999999999999,1049.5,1.173
9116461,2241.7529999999997,74.904,105.301,3.745,26.7,1.4480000000000002
9119139,1124.874,127.72,61.653999999999996,3.3810000000000002,29.4,1.3719999999999999
9138680,708.002,44.549,41.555,0.9520000000000001,33.4,1.571
9139151,2687.23,44.996,117.249,0.16,1010.5,1.2309999999999999
9139163,1683.4189999999999,30.613000000000003,81.027,0.087,1037.3,1.665
9143749,1207.181,60.052,64.977,1.891,31.0,1.3559999999999999
9150095,260.118,8.461,18.319000000000003,0.445,24.9,4.177
9163769,1877.806,290.52,80.202,2.088,27.8,1.2570000000000001
9201604,399.69599999999997,14.703,25.906,0.24,29.5,3.2260000000000004
9202077,1131.4460000000001,51.62,57.869,0.912,30.0,1.713
9204313,1372.3110000000001,319.043,74.334,0.815,24.9,1.405
9206432,1872.0970000000002,22.226,84.777,0.13699999999999998,595.8,1.472
9225600,1239.993,45.58,64.66199999999999,1.6380000000000001,28.5,1.3359999999999999
9226926,1610.118,42.43600000000001,73.274,0.564,165.0,1.633
9266926,1325.799,49.278999999999996,75.081,1.4580000000000002,24.9,1.2209999999999999
9287845,824.544,82.63799999999999,48.166000000000004,2.261,29.4,1.439
9289275,1302.698,49.175,66.78399999999999,0.272,86.9,1.641
9292130,855.5189999999999,26.904,48.776,1.385,24.9,1.77
9328372,1338.575,143.17600000000002,67.368,3.48,31.1,1.325
9353712,920.057,13.105,51.461000000000006,0.141,565.2,1.403
9353859,381.884,9.046,24.541,1.719,28.5,2.1590000000000003
9390670,1386.494,119.117,70.619,3.995,30.8,1.507
9394953,1194.358,146.773,64.872,1.0270000000000001,33.4,1.18
9410862,2230.819,47.828,107.552,0.16,919.3,1.117
9414381,873.328,24.183000000000003,48.976000000000006,0.885,25.9,1.9140000000000001
9414417,1128.2830000000001,17.3,60.098,0.098,868.7,1.704
9446628,1031.1760000000002,130.931,56.106,3.718,28.9,1.436
9451741,2092.584,98.891,94.243,8.552,29.4,1.14
9455860,1487.039,181.81,70.913,2.4330000000000003,33.4,1.3
9457728,1064.32,50.938,59.641000000000005,0.713,25.9,1.517
9458636,1176.15,52.202,66.93,2.991,25.9,1.264
9468847,1084.708,77.392,61.356,2.002,25.9,1.5859999999999999
9512063,843.3430000000001,14.61,49.893,0.207,92.5,2.335
9542776,658.934,79.484,40.39,4.274,29.9,1.402
9574283,446.212,5.824,29.807,0.162,1050.9,2.898
9579208,1119.805,46.013999999999996,61.95399999999999,0.341,172.4,1.369
9641837,827.414,30.639,47.184,0.875,25.9,1.96
9664694,718.562,23.645,43.473,1.47,25.9,1.577
9693187,1518.2920000000001,34.937,79.73899999999999,0.27399999999999997,92.6,1.413
9696358,911.2689999999999,25.237,50.864,0.294,366.7,1.249
9697131,1134.131,33.946,60.05,0.389,227.7,1.271
9700430,1649.106,94.85600000000001,79.48899999999999,2.477,28.5,1.17
9702369,2007.7820000000002,40.271,93.488,0.326,128.7,1.38
9702752,1287.3210000000001,48.5,67.14699999999999,0.521,24.9,1.734
9754284,1516.789,201.079,73.944,0.852,25.9,1.2409999999999999
9757640,1197.132,106.977,62.006,1.6019999999999999,29.4,1.348
9778067,907.529,49.428999999999995,49.808,2.298,29.4,1.3730000000000002
9787965,905.295,46.857,53.636,3.352,33.4,1.426
9788260,480.756,12.282,29.213,1.4340000000000002,24.9,1.422
9791157,1001.791,88.649,54.457,0.8440000000000001,29.4,1.3980000000000001
9812421,430.12199999999996,8.18,27.671,0.22699999999999998,25.8,5.05
9812850,1235.938,16.843,64.911,0.105,970.7,1.4709999999999999
9821513,1206.232,40.963,60.207,3.612,29.7,1.3219999999999998
9880787,891.4939999999999,39.551,51.273999999999994,0.6940000000000001,31.0,1.661
9893470,428.588,33.01,27.862,1.187,25.9,2.112
9903271,357.695,6.992999999999999,24.096,0.5379999999999999,28.9,6.0360000000000005
9908400,650.286,23.283,36.624,0.231,89.5,1.954
9955598,3546.7859999999996,79.41199999999999,153.156,0.14,1050.3,1.048
9962623,1491.265,128.363,82.21600000000001,1.2919999999999998,31.0,1.0979999999999999
9965715,2076.618,28.331,97.315,0.16399999999999998,593.1,1.4240000000000002
10003270,781.08,54.672,42.501999999999995,1.959,33.4,1.685
10016239,2180.275,127.648,101.494,1.5930000000000002,91.5,1.205
10018963,973.8510000000001,13.902000000000001,54.986999999999995,0.163,1049.8,2.515
10019747,1233.405,112.18700000000001,66.697,0.6990000000000001,25.9,1.645
10024648,1087.19,52.688,56.656000000000006,0.935,28.4,1.6130000000000002
10025841,1542.395,180.752,75.175,6.746,28.4,1.176
10070754,2130.81,228.808,100.02799999999999,2.262,30.0,1.217
10074716,1724.368,251.278,83.884,2.62,26.1,1.1420000000000001
10079226,2570.387,72.245,116.036,0.735,337.6,1.109
10081026,714.1089999999999,58.856,43.416000000000004,2.174,25.9,1.405
10088136,364.25300000000004,28.27,24.824,2.134,31.1,4.227
10118942,773.262,55.424,46.412,1.5230000000000001,28.6,1.393
10129349,1884.2920000000001,300.236,81.195,2.43,28.1,1.4
10130853,297.046,4.0169999999999995,20.305999999999997,0.11599999999999999,430.1,5.069
10147635,613.804,8.105,37.123000000000005,0.364,833.3,1.851
10162436,1015.1010000000001,15.061,55.833999999999996,0.084,685.8,2.312
10186764,1303.519,122.93,68.253,3.3169999999999997,26.1,1.4709999999999999
10214328,1223.514,196.385,60.773,1.742,33.3,1.308
10215584,2107.2270000000003,459.29,115.15799999999999,2.8339999999999996,31.0,1.0859999999999999
10272858,343.69300000000004,3.9339999999999997,22.755,0.038,961.8,3.412
10272923,487.86300000000006,11.244000000000002,30.858,0.222,28.8,4.456
10273246,835.4019999999999,28.462,48.54600000000001,0.281,389.7,1.713
10295224,654.563,46.626999999999995,38.668,1.9240000000000002,33.5,2.524
10319352,1066.464,318.376,78.74600000000001,1.732,29.4,1.18
10322381,1676.181,143.03799999999998,86.64399999999999,6.572,25.8,1.177
10324098,902.1039999999999,43.75,49.903,1.475,33.4,1.429
10351059,1337.308,85.764,65.373,1.6680000000000001,29.9,1.5759999999999998
10355856,1319.98,28.612,67.285,0.171,297.4,1.62
10385708,1141.018,125.02,64.508,1.255,25.9,1.173
10394814,372.931,5.566,25.56,0.248,28.5,7.343
10398597,1001.925,106.274,57.387,2.7039999999999997,26.1,1.255
10417911,989.9060000000001,49.38399999999999,56.138000000000005,2.099,24.9,1.368
10454113,2337.9539999999997,32.931999999999995,105.109,0.136,1035.7,1.4140000000000001
10462940,2317.486,67.447,104.459,0.45399999999999996,92.5,1.209
10491771,1685.675,177.11,81.002,2.804,24.0,1.3090000000000002
10518551,879.302,26.307,50.052,0.7240000000000001,30.0,2.039
10593351,502.23699999999997,9.465,32.091,0.2,522.6,1.915
10610027,1711.616,146.61700000000002,85.59299999999999,5.419,32.8,1.307
10644253,2899.488,92.723,122.914,0.203,1040.0,1.107
10655953,2200.019,145.241,105.098,2.326,33.4,1.089
10670371,538.0269999999999,9.687000000000001,31.237,0.509,25.9,2.102
10712891,515.308,15.385,30.807,1.765,26.1,1.605
10717090,1609.2079999999999,231.44099999999997,77.26,2.727,30.0,1.224
10727922,979.2639999999999,85.945,55.388999999999996,3.045,28.9,1.558
10730618,1278.0610000000001,34.169000000000004,66.192,0.152,791.8,1.2790000000000001
10731424,664.0010000000001,34.024,37.724000000000004,2.18,28.1,1.6
10732098,1047.011,56.756,62.183,1.9240000000000002,29.6,1.419
10794845,2778.118,730.5360000000001,116.34899999999999,6.699,31.1,1.127
10873176,832.834,50.718999999999994,48.342,0.8,92.6,1.6119999999999999
10909629,886.681,24.011,49.467,0.146,360.2,1.3230000000000002
10923629,751.5260000000001,18.451,42.207,0.23399999999999999,87.7,1.931
10959362,851.625,55.986999999999995,45.437,1.6340000000000001,26.1,1.725
10963065,2177.3360000000002,30.131999999999998,103.211,0.10800000000000001,769.5,1.618
10971974,2347.024,223.68599999999998,106.633,3.312,24.9,1.081
10972252,818.9580000000001,35.466,44.45,0.9329999999999999,33.4,1.5119999999999998
10972873,1036.851,25.432,58.402,0.142,890.9,1.607
10976896,741.972,31.399,44.736999999999995,1.0270000000000001,30.0,1.723
11021413,813.048,21.747,48.163999999999994,1.288,30.0,2.504
11026764,890.497,12.415,50.545,0.363,1049.7,2.21
11027406,1660.241,80.907,88.314,0.9540000000000001,25.9,1.3330000000000002
11070918,690.176,32.749,39.275999999999996,0.309,90.1,1.409
11074380,578.815,20.371,34.786,1.3019999999999998,28.6,1.781
11075448,1686.96,212.74599999999998,78.101,2.865,30.0,1.262
11081729,1940.604,29.065,90.01899999999999,0.165,778.8,1.5319999999999998
11082784,853.1210000000001,34.724000000000004,49.485,1.6969999999999998,28.9,1.712
11083308,902.2819999999999,76.105,51.208,2.443,28.9,1.506
11127479,1853.148,135.82399999999998,90.87,0.695,205.1,1.079
11137075,1171.228,14.181,65.089,0.534,524.1,1.504
11138101,672.925,73.312,43.809,1.8230000000000002,28.9,1.875
11188219,1830.93,367.658,93.46,2.439,25.9,1.102
11193681,745.21,9.638,42.843999999999994,0.36700000000000005,1051.4,1.838
11244118,1386.781,16.192,71.373,0.069,1050.6,1.581
11253226,1661.131,20.442,77.053,0.091,1031.3,1.78
11294717,932.5269999999999,74.26,59.44,4.212,26.1,1.253
11307875,300.217,14.568,19.935,0.264,28.8,2.469
11389393,1139.8419999999999,46.245,60.617,2.6639999999999997,20.8,1.399
11389437,1228.753,38.355,67.92399999999999,1.075,25.8,1.489
11395018,846.58,15.785,47.785,0.7240000000000001,593.9,1.736
11401156,578.763,17.163,35.998000000000005,0.698,29.4,2.891
11401708,672.048,18.942,40.161,0.29600000000000004,92.4,1.6469999999999998
11414712,753.703,19.584,43.827,0.156,1042.6,2.5810000000000004
11454149,2541.14,283.77099999999996,114.969,3.2969999999999997,31.0,1.166
11460626,801.428,72.94,48.038999999999994,1.871,29.6,1.4669999999999999
11467550,967.5169999999999,50.126999999999995,54.54,2.932,29.9,1.3780000000000001
11496573,352.306,7.757000000000001,23.272,0.5329999999999999,29.5,3.0669999999999997
11506988,1090.014,86.773,58.59,1.37,28.5,1.473
11507653,1356.154,182.97,70.218,2.324,33.4,1.139
11558593,449.098,24.594,28.486,0.534,31.0,2.356
11611414,1121.172,194.53400000000002,68.81,2.562,28.9,1.208
11620833,351.82800000000003,20.697,22.331,0.191,30.9,3.327
11674236,891.072,79.008,51.00899999999999,0.99,26.1,1.371
11713510,1257.002,18.63,68.759,0.183,92.6,1.4480000000000002
11717120,592.469,11.729000000000001,37.552,1.416,1049.0,3.403
11722551,752.112,10.68,43.773999999999994,0.63,25.9,2.614
11723674,700.2180000000001,43.608000000000004,40.971000000000004,1.2409999999999999,33.4,1.475
11771760,524.203,8.825,32.571,0.161,1051.1,1.621
11772920,3428.78,154.879,157.619,0.486,1050.3,1.0190000000000001
11802968,509.911,16.377,34.226,0.262,29.4,3.803
11817562,727.257,82.01,41.097,2.025,28.6,1.27
11873252,267.975,9.474,19.945999999999998,1.121,9.7,7.98
12020532,375.935,9.362,22.941,0.525,29.3,1.818
12069127,886.915,16.511,48.386,0.11199999999999999,517.9,1.452
