KIC,numax,enumax,Dnu,eDnu,Length,HBR,Teff_SDSS,eTeff_SDSS,[M/H]_SDSS,e[M/H]_SDSS,Radius_SDSS,+eRad_SDSS,-eRad_SDSS,syRad_SDSS,Mass_SDSS,+eMas_SDSS,-eMas_SDSS,syMas_SDSS,logg_SDSS,+elogg_SDSS,-elogg_SDSS,sylogg_SDSS,rho_SDSS,+erho_SDSS,-erho_SDSS,syrho_SDSS,Age_SDSS,+eAge_SDSS,-eAge_SDSS,syAge_SDSS,Teff_ASPC,eTeff_ASPC,[M/H]_ASPC,e[M/H]_ASPC,Radius_ASPC,+eRad_ASPC,-eRad_ASPC,syRad_ASPC,Mass_ASPC,+eMas_ASPC,-eMas_ASPC,syMas_ASPC,logg_ASPC,+elogg_ASPC,-elogg_ASPC,sylogg_ASPC,rho_ASPC,+erho_ASPC,-erho_ASPC,syrho_ASPC,Age_ASPC,+eAge_ASPC,-eAge_ASPC,syAge_ASPC
6047087,1967.0629999999999,124.445,93.524,1.248,31.0,1.2930000000000001,6189.0,61.0,-0.188,0.1,1.315,0.025,-0.024,0.012,1.0959999999999999,0.052000000000000005,-0.051,0.033,4.239,0.01,-0.01,0.006,0.4817,0.01275,-0.01312,0.004599,4.855,0.986,-0.9329999999999999,0.835,6022.8,69.27600000000001,-0.188,0.1,1.291,0.026000000000000002,-0.025,0.025,1.031,0.055,-0.052000000000000005,0.06,4.229,0.011000000000000001,-0.011000000000000001,0.009000000000000001,0.4786,0.01268,-0.01326,0.006131,6.881,1.4569999999999999,-1.2930000000000001,1.626
6049366,1083.243,127.17200000000001,60.36,3.951,31.1,1.495,6220.0,62.0,-0.14300000000000002,0.099,1.8219999999999998,0.08199999999999999,-0.075,0.027999999999999997,1.212,0.05,-0.048,0.045,3.998,0.028999999999999998,-0.03,0.005,0.1992,0.02313,-0.02015,0.002322,4.399,0.5479999999999999,-0.47,0.49200000000000005,6175.2,69.27600000000001,-0.14300000000000002,0.099,1.8159999999999998,0.081,-0.075,0.027999999999999997,1.198,0.049,-0.05,0.045,3.9960000000000004,0.028999999999999998,-0.028999999999999998,0.006,0.1987,0.02301,-0.0199,0.0030960000000000002,4.636,0.644,-0.511,0.701
6116048,2102.099,24.883000000000003,100.891,0.08900000000000001,1048.0,1.804,6072.0,49.0,-0.253,0.099,1.239,0.013000000000000001,-0.013000000000000001,0.01,1.0590000000000002,0.032,-0.034,0.021,4.276,0.005,-0.005,0.004,0.5572,0.0007178,-0.002045,0.005064,5.547999999999999,0.789,-0.715,0.86,5901.1,69.27600000000001,-0.253,0.099,1.222,0.015,-0.013999999999999999,0.016,1.011,0.037000000000000005,-0.035,0.038,4.269,0.006,-0.006,0.005,0.5544,0.0012050000000000001,-0.001347,0.004658,7.352,1.34,-1.012,1.547
6129877,1939.249,119.32600000000001,92.943,2.667,29.4,1.315,6064.0,72.0,-0.048,0.1,1.328,0.035,-0.035,0.016,1.115,0.055999999999999994,-0.059000000000000004,0.038,4.238,0.015,-0.016,0.005,0.4746,0.02509,-0.022019999999999998,0.003296,5.115,1.275,-1.0390000000000001,1.063,5923.8,69.27600000000001,-0.048,0.1,1.304,0.036000000000000004,-0.034,0.022000000000000002,1.056,0.057,-0.055999999999999994,0.05,4.23,0.015,-0.016,0.006999999999999999,0.4753,0.0255,-0.026019999999999998,0.0044009999999999995,6.965,1.517,-1.371,1.601
6145937,653.556,16.15,41.34,1.068,29.4,1.91,5391.0,58.0,-0.313,0.10099999999999999,2.278,0.069,-0.069,0.032,1.065,0.067,-0.066,0.024,3.7510000000000003,0.009000000000000001,-0.01,0.002,0.09028,0.003508,-0.0034579999999999997,0.001318,6.519,1.304,-0.9890000000000001,0.784,5137.1,69.27600000000001,-0.313,0.10099999999999999,2.155,0.079,-0.073,0.062,0.927,0.077,-0.068,0.066,3.738,0.01,-0.01,0.006999999999999999,0.09256,0.003556,-0.00355,0.001422,11.1,2.5610000000000004,-2.316,2.5860000000000003
6232600,1933.004,95.366,94.626,1.002,25.2,1.669,6435.0,70.0,-0.294,0.1,1.3119999999999998,0.021,-0.021,0.013000000000000001,1.1320000000000001,0.049,-0.049,0.033,4.255,0.009000000000000001,-0.009000000000000001,0.005,0.5006,0.01087,-0.010329999999999999,0.003271,3.3339999999999996,0.7170000000000001,-0.7040000000000001,0.6629999999999999,6242.2,69.27600000000001,-0.294,0.1,1.2919999999999998,0.023,-0.023,0.016,1.065,0.051,-0.05,0.044000000000000004,4.243,0.009000000000000001,-0.01,0.008,0.4938,0.01069,-0.01052,0.004646,4.974,1.115,-0.9390000000000001,1.3430000000000002
6287060,1600.911,207.438,80.146,2.235,30.0,1.337,6020.0,53.0,-0.016,0.1,1.4880000000000002,0.040999999999999995,-0.039,0.023,1.157,0.066,-0.064,0.045,4.155,0.016,-0.017,0.006999999999999999,0.3492,0.02002,-0.02163,0.004164,5.1979999999999995,1.256,-1.055,1.21,5654.4,69.27600000000001,-0.016,0.1,1.4180000000000001,0.038,-0.037000000000000005,0.024,0.991,0.047,-0.049,0.042,4.13,0.017,-0.017,0.008,0.3466,0.02808,-0.02428,0.005414,10.73,1.6230000000000002,-1.49,1.8940000000000001
6290627,319.911,6.922999999999999,22.336,0.182,25.9,4.89,5247.0,69.0,-0.309,0.105,3.5639999999999996,0.10400000000000001,-0.10400000000000001,0.033,1.2570000000000001,0.1,-0.095,0.027000000000000003,3.4330000000000003,0.01,-0.01,0.002,0.02777,0.00047880000000000004,-0.00047430000000000004,0.0003556,3.554,1.176,-0.8390000000000001,0.348,4950.8,69.27600000000001,-0.309,0.105,3.372,0.102,-0.09300000000000001,0.077,1.083,0.09,-0.079,0.066,3.4160000000000004,0.01,-0.01,0.006999999999999999,0.0282,0.0004687,-0.0004704,0.0003372,6.941,2.248,-1.77,1.765
6308642,730.7289999999999,23.493000000000002,42.511,0.39899999999999997,31.0,2.171,5610.0,56.0,-0.259,0.10099999999999999,2.303,0.037000000000000005,-0.043,0.024,1.189,0.046,-0.059000000000000004,0.026000000000000002,3.787,0.006999999999999999,-0.008,0.005,0.09721,0.0017870000000000002,-0.0017329999999999997,0.001741,4.97,0.616,-0.447,0.258,5464.3,69.27600000000001,-0.259,0.10099999999999999,2.272,0.044000000000000004,-0.045,0.028999999999999998,1.148,0.054000000000000006,-0.059000000000000004,0.042,3.783,0.008,-0.008,0.005,0.09758,0.0018149999999999998,-0.0017649999999999999,0.001159,5.653,0.81,-0.677,0.7609999999999999
6313425,628.947,9.135,37.176,0.358,567.0,1.48,5763.0,85.0,-0.078,0.10300000000000001,2.6710000000000003,0.04,-0.042,0.027000000000000003,1.426,0.039,-0.055999999999999994,0.027000000000000003,3.737,0.006,-0.006,0.004,0.07462,0.001341,-0.001279,0.001288,2.967,0.27899999999999997,-0.21100000000000002,0.27699999999999997,5538.9,69.27600000000001,-0.078,0.10300000000000001,2.63,0.045,-0.038,0.027000000000000003,1.361,0.066,-0.040999999999999995,0.038,3.7319999999999998,0.005,-0.006,0.004,0.07466,0.0010869999999999999,-0.001396,0.0009699999999999999,3.322,0.29600000000000004,-0.32799999999999996,0.33799999999999997
6370489,913.54,17.107,52.168,0.308,87.8,2.9539999999999997,6302.0,80.0,-0.452,0.1,2.002,0.022000000000000002,-0.026000000000000002,0.027000000000000003,1.2109999999999999,0.038,-0.043,0.044000000000000004,3.918,0.006999999999999999,-0.006999999999999999,0.005,0.151,0.002065,-0.0020559999999999997,0.00112,3.968,0.44799999999999995,-0.354,0.35100000000000003,6053.0,69.27600000000001,-0.452,0.1,1.974,0.028999999999999998,-0.027000000000000003,0.027000000000000003,1.14,0.046,-0.044000000000000004,0.047,3.904,0.006999999999999999,-0.006999999999999999,0.009000000000000001,0.148,0.001819,-0.001748,0.002281,5.186,0.557,-0.527,0.799
6430804,363.38699999999994,9.759,25.289,3.593,29.5,6.369,5076.0,67.0,0.061,0.1,3.702,0.2,-0.237,0.183,1.51,0.161,-0.184,0.159,3.4789999999999996,0.012,-0.012,0.002,0.029710000000000004,0.0023309999999999997,-0.0019510000000000003,0.0014759999999999999,2.467,1.722,-0.8909999999999999,0.779,4871.0,69.27600000000001,0.061,0.1,3.214,0.26,-0.20800000000000002,0.25,1.114,0.19,-0.142,0.18899999999999997,3.47,0.012,-0.012,0.005,0.033510000000000005,0.00255,-0.0026420000000000003,0.002193,7.681,4.456,-3.2960000000000003,4.287
6442183,690.176,32.749,39.275999999999996,0.309,955.9,2.765,6188.0,66.0,0.15,0.1,,,,,,,,,,,,,,,,,,,,,5544.5,69.27600000000001,-0.156,0.1,1.632,0.025,-0.022000000000000002,0.03,0.982,0.040999999999999995,-0.035,0.05,4.004,0.006,-0.006,0.006999999999999999,0.2258,0.002297,-0.002518,0.003588,10.77,1.149,-1.075,1.5030000000000001
6508366,962.773,11.455,51.732,0.081,923.7,1.889,6499.0,46.0,-0.03,0.099,2.173,0.016,-0.023,0.023,1.544,0.034,-0.047,0.040999999999999995,3.952,0.005,-0.005,0.004,0.1504,0.001104,-0.0008273,0.001157,1.921,0.15,-0.142,0.121,6347.8,69.27600000000001,-0.03,0.099,2.173,0.015,-0.013000000000000001,0.057,1.525,0.033,-0.027000000000000003,0.11800000000000001,3.946,0.005,-0.005,0.013000000000000001,0.1485,0.001119,-0.000992,0.001381,2.11,0.166,-0.157,1.074
6520835,893.55,45.787,49.843999999999994,0.521,29.3,2.184,6146.0,50.0,0.032,0.1,2.144,0.027000000000000003,-0.026000000000000002,0.022000000000000002,1.328,0.039,-0.037000000000000005,0.044000000000000004,3.898,0.008,-0.008,0.006999999999999999,0.1347,0.0028190000000000003,-0.00279,0.001761,3.6839999999999997,0.264,-0.268,0.273,6222.6,69.27600000000001,0.032,0.1,2.1519999999999997,0.062,-0.03,0.022000000000000002,1.35,0.166,-0.044000000000000004,0.043,3.9019999999999997,0.015,-0.009000000000000001,0.01,0.1355,0.002911,-0.0028539999999999998,0.002552,3.4210000000000003,0.317,-1.028,0.41200000000000003
6529109,1140.208,32.580999999999996,60.105,0.569,25.9,1.617,5806.0,90.0,0.07200000000000001,0.099,1.828,0.026000000000000002,-0.027999999999999997,0.017,1.19,0.043,-0.048,0.03,3.989,0.008,-0.008,0.006,0.1947,0.003479,-0.0034659999999999995,0.00343,5.957999999999999,0.855,-0.6920000000000001,0.425,5538.7,69.27600000000001,0.07200000000000001,0.099,1.7819999999999998,0.027999999999999997,-0.027999999999999997,0.023,1.101,0.045,-0.044000000000000004,0.040999999999999995,3.977,0.006999999999999999,-0.008,0.006999999999999999,0.1944,0.003527,-0.0035229999999999997,0.00343,8.277999999999999,0.941,-0.9009999999999999,1.075
6530901,1601.7979999999998,176.417,78.581,0.784,29.8,1.416,6374.0,53.0,0.018000000000000002,0.1,1.5590000000000002,0.018000000000000002,-0.019,0.015,1.3,0.034,-0.038,0.037000000000000005,4.165,0.008,-0.008,0.006,0.3424,0.007045999999999999,-0.006917,0.002436,2.748,0.297,-0.266,0.5539999999999999,6281.9,69.27600000000001,0.018000000000000002,0.1,1.554,0.019,-0.022000000000000002,0.019,1.276,0.037000000000000005,-0.046,0.049,4.1610000000000005,0.008,-0.009000000000000001,0.009000000000000001,0.3401,0.006951000000000001,-0.006841,0.004118,3.114,0.469,-0.353,0.8059999999999999
6531928,456.958,9.822000000000001,31.375,0.41200000000000003,655.9,2.9810000000000003,5333.0,64.0,-0.7190000000000001,0.10300000000000001,2.602,0.078,-0.077,0.027999999999999997,0.9570000000000001,0.071,-0.068,0.026000000000000002,3.588,0.009000000000000001,-0.009000000000000001,0.003,0.0543,0.0013599999999999999,-0.001342,0.0006327,7.816,2.2159999999999997,-1.686,0.755,4931.5,69.27600000000001,-0.7190000000000001,0.10300000000000001,2.463,0.048,-0.035,0.042,0.825,0.042,-0.028999999999999998,0.036000000000000004,3.571,0.008,-0.009000000000000001,0.005,0.055189999999999996,0.001227,-0.001221,0.0005235,14.75,1.22,-1.954,1.5730000000000002
6592305,837.449,33.357,46.861000000000004,0.6990000000000001,29.4,2.397,6132.0,55.0,0.06,0.1,2.248,0.034,-0.032,0.023,1.3619999999999999,0.040999999999999995,-0.037000000000000005,0.039,3.8680000000000003,0.009000000000000001,-0.009000000000000001,0.005,0.1199,0.0032939999999999996,-0.00329,0.001598,3.426,0.271,-0.257,0.223,6030.5,69.27600000000001,0.06,0.1,2.238,0.034,-0.033,0.02,1.337,0.043,-0.039,0.036000000000000004,3.864,0.009000000000000001,-0.009000000000000001,0.006999999999999999,0.1193,0.0033299999999999996,-0.003249,0.001948,3.74,0.315,-0.308,0.414
6593620,1274.0739999999998,85.103,67.665,1.7480000000000002,28.9,1.22,5791.0,60.0,-0.26,0.1,1.581,0.04,-0.038,0.017,0.985,0.048,-0.046,0.028999999999999998,4.033,0.013999999999999999,-0.013999999999999999,0.006,0.249,0.01226,-0.01128,0.004227000000000001,9.439,1.216,-1.08,0.9670000000000001,5559.7,69.27600000000001,-0.26,0.1,1.5419999999999998,0.04,-0.038,0.036000000000000004,0.914,0.045,-0.045,0.052000000000000005,4.022,0.013999999999999999,-0.013999999999999999,0.008,0.2489,0.01202,-0.01181,0.004592000000000001,12.64,1.4909999999999999,-1.4509999999999998,2.072
6603624,2382.916,32.1,110.321,0.10400000000000001,1049.6,1.4080000000000001,5612.0,66.0,0.2,0.1,1.15,0.013999999999999999,-0.013999999999999999,0.006999999999999999,1.0070000000000001,0.036000000000000004,-0.036000000000000004,0.016,4.319,0.006,-0.006,0.002,0.6613,0.0015550000000000002,-0.0007977,0.006083,8.799,1.5759999999999998,-1.402,0.9109999999999999,5388.8,69.27600000000001,0.2,0.1,1.123,0.013999999999999999,-0.013999999999999999,0.018000000000000002,0.9359999999999999,0.035,-0.033,0.044000000000000004,4.308,0.006,-0.006,0.006999999999999999,0.6611,0.001599,-0.0008482999999999999,0.006024,13.22,1.6769999999999998,-1.8430000000000002,2.425
6605673,1246.173,90.083,68.074,0.821,30.0,1.38,6222.0,60.0,-0.258,0.1,1.65,0.036000000000000004,-0.028999999999999998,0.015,1.135,0.084,-0.052000000000000005,0.031,4.058,0.013000000000000001,-0.01,0.006,0.2528,0.006257,-0.006104,0.003071,5.114,0.7340000000000001,-1.07,0.57,6058.8,69.27600000000001,-0.258,0.1,1.625,0.028999999999999998,-0.028999999999999998,0.023,1.0759999999999998,0.05,-0.05,0.044000000000000004,4.047,0.01,-0.01,0.008,0.2503,0.006182,-0.00595,0.0037869999999999996,6.528,0.9490000000000001,-0.851,1.2329999999999999
6612225,1113.11,29.449,58.903999999999996,2.6069999999999998,25.9,1.699,6374.0,54.0,-0.337,0.1,1.7830000000000001,0.038,-0.039,0.031,1.186,0.039,-0.044000000000000004,0.052000000000000005,4.0089999999999995,0.011000000000000001,-0.011000000000000001,0.002,0.209,0.008747,-0.008543,0.003664,4.131,0.467,-0.34700000000000003,0.517,6259.3,69.27600000000001,-0.337,0.1,1.767,0.040999999999999995,-0.042,0.031,1.153,0.047,-0.051,0.048,4.005,0.011000000000000001,-0.011000000000000001,0.005,0.2089,0.008791,-0.008556,0.003107,4.746,0.66,-0.542,0.86
6671492,746.6,47.87,42.105,0.736,24.9,1.839,6103.0,103.0,0.067,0.1,2.445,0.044000000000000004,-0.040999999999999995,0.023,1.413,0.048,-0.05,0.044000000000000004,3.81,0.011000000000000001,-0.011000000000000001,0.006,0.09654,0.003307,-0.003256,0.0013449999999999998,3.0269999999999997,0.317,-0.273,0.18,5772.2,69.27600000000001,0.067,0.1,2.418,0.044000000000000004,-0.044000000000000004,0.023,1.344,0.048,-0.044000000000000004,0.031,3.799,0.01,-0.01,0.006999999999999999,0.09512999999999999,0.003206,-0.003168,0.0016239999999999998,3.7539999999999996,0.303,-0.301,0.344
6688822,827.064,48.553999999999995,47.048,0.721,30.0,1.827,5563.0,61.0,0.147,0.1,2.204,0.036000000000000004,-0.038,0.018000000000000002,1.263,0.04,-0.045,0.019,3.852,0.009000000000000001,-0.009000000000000001,0.005,0.1179,0.003479,-0.003439,0.001953,5.0089999999999995,0.426,-0.35200000000000004,0.29,5407.1,69.27600000000001,0.147,0.1,2.1830000000000003,0.04,-0.042,0.023,1.232,0.045,-0.052000000000000005,0.033,3.8489999999999998,0.009000000000000001,-0.009000000000000001,0.006,0.1182,0.003525,-0.0034649999999999998,0.0020210000000000002,5.522,0.618,-0.461,0.53
6689943,1679.601,66.36399999999999,80.825,1.745,29.3,1.295,6011.0,54.0,-0.002,0.1,1.479,0.032,-0.033,0.021,1.178,0.05,-0.063,0.04,4.168,0.011000000000000001,-0.012,0.005,0.3628,0.013909999999999999,-0.01292,0.003043,4.779,1.291,-0.7120000000000001,1.161,5960.3,69.27600000000001,-0.002,0.1,1.474,0.034,-0.036000000000000004,0.022000000000000002,1.168,0.054000000000000006,-0.071,0.051,4.166,0.011000000000000001,-0.012,0.006,0.3628,0.01325,-0.01335,0.002448,5.105,1.5619999999999998,-0.877,1.338
6693861,786.1439999999999,10.437000000000001,47.298,0.18,567.8,1.4369999999999998,5937.0,80.0,-0.402,0.102,2.121,0.028999999999999998,-0.027000000000000003,0.027999999999999997,1.149,0.045,-0.042,0.027999999999999997,3.844,0.006,-0.006,0.004,0.1203,0.000997,-0.000976,0.0025,5.127000000000001,0.536,-0.498,0.262,5535.6,69.27600000000001,-0.402,0.102,2.056,0.026000000000000002,-0.031,0.031,1.043,0.036000000000000004,-0.044000000000000004,0.04,3.8289999999999997,0.006,-0.006,0.005,0.1201,0.0009289,-0.0009378,0.001775,7.4110000000000005,0.8170000000000001,-0.677,0.9
6766513,873.803,21.447,50.673,0.455,522.8,1.288,6594.0,77.0,-0.397,0.102,2.0540000000000003,0.025,-0.025,0.023,1.271,0.036000000000000004,-0.038,0.038,3.9160000000000004,0.006999999999999999,-0.006999999999999999,0.004,0.1465,0.002802,-0.002784,0.001533,3.1460000000000004,0.276,-0.225,0.21600000000000003,5826.5,69.27600000000001,-0.397,0.102,1.98,0.033,-0.033,0.027999999999999997,1.077,0.049,-0.046,0.037000000000000005,3.8760000000000003,0.006999999999999999,-0.008,0.006,0.1386,0.0023989999999999997,-0.002384,0.002541,6.496,0.6890000000000001,-0.652,0.7020000000000001
6802438,567.653,14.823,34.56,0.183,92.5,2.075,5313.0,59.0,-0.298,0.1,2.665,0.054000000000000006,-0.06,0.025,1.2309999999999999,0.069,-0.077,0.031,3.676,0.008,-0.009000000000000001,0.004,0.06501,0.0007294,-0.0007301,0.0006707999999999999,4.141,0.9209999999999999,-0.611,0.254,5095.8,69.27600000000001,-0.298,0.1,2.5639999999999996,0.07,-0.067,0.053,1.1079999999999999,0.086,-0.081,0.064,3.6639999999999997,0.01,-0.01,0.006999999999999999,0.0657,0.0007247000000000001,-0.0007277,0.0005061,6.405,1.902,-1.464,1.578
6806100,909.346,176.55200000000002,45.815,2.052,33.4,1.2,5286.0,83.0,0.237,0.1,2.222,0.096,-0.08800000000000001,0.036000000000000004,1.2570000000000001,0.059000000000000004,-0.065,0.06,3.842,0.021,-0.022000000000000002,0.008,0.1141,0.009805,-0.009463,0.001535,5.417000000000001,0.988,-0.752,0.381,5134.9,69.27600000000001,0.237,0.1,2.188,0.096,-0.08900000000000001,0.044000000000000004,1.207,0.068,-0.07400000000000001,0.07200000000000001,3.8369999999999997,0.021,-0.022000000000000002,0.01,0.1146,0.009913,-0.009634,0.00185,6.335,1.476,-1.073,1.094
6837853,1875.477,140.767,89.31,3.97,26.1,1.136,5886.0,57.0,0.154,0.1,1.376,0.045,-0.043,0.024,1.146,0.055999999999999994,-0.059000000000000004,0.051,4.218,0.02,-0.021,0.005,0.4385,0.029910000000000003,-0.029930000000000002,0.00502,5.541,1.341,-1.04,1.39,5679.8,69.27600000000001,0.154,0.1,1.335,0.05,-0.043,0.026000000000000002,1.0490000000000002,0.068,-0.053,0.054000000000000006,4.207,0.02,-0.021,0.006,0.4383,0.03757,-0.030969999999999998,0.004825,8.805,1.765,-1.9669999999999999,2.117
6848299,949.135,28.459,56.46,2.65,31.0,1.525,5437.0,60.0,-0.368,0.10099999999999999,1.7369999999999999,0.054000000000000006,-0.053,0.025,0.897,0.051,-0.05,0.031,3.911,0.012,-0.012,0.003,0.1712,0.008423,-0.008319,0.0031190000000000002,12.05,1.6130000000000002,-1.449,0.698,5137.0,69.27600000000001,-0.368,0.10099999999999999,1.699,0.042,-0.039,0.046,0.835,0.038,-0.037000000000000005,0.043,3.898,0.012,-0.012,0.005,0.1701,0.007618000000000001,-0.007468000000000001,0.004332,15.28,0.715,-1.307,2.63
6853020,1017.2339999999999,96.986,54.20399999999999,1.787,26.9,1.393,6437.0,56.0,0.125,0.1,2.092,0.061,-0.061,0.036000000000000004,1.515,0.062,-0.111,0.076,3.9730000000000003,0.018000000000000002,-0.019,0.005,0.164,0.01001,-0.009785,0.00172,2.069,0.846,-0.247,0.44,6261.8,69.27600000000001,0.125,0.1,2.069,0.066,-0.064,0.035,1.4680000000000002,0.066,-0.132,0.08800000000000001,3.964,0.018000000000000002,-0.02,0.009000000000000001,0.1621,0.009968000000000001,-0.009616,0.002077,2.535,1.052,-0.373,0.747
6863041,791.23,41.065,42.898999999999994,0.583,92.4,1.276,5570.0,68.0,0.14,0.1,2.379,0.038,-0.038,0.024,1.3330000000000002,0.044000000000000004,-0.045,0.040999999999999995,3.8089999999999997,0.008,-0.008,0.006999999999999999,0.09886,0.002559,-0.002613,0.0019760000000000003,4.132,0.316,-0.304,0.341,5455.8,69.27600000000001,0.14,0.1,2.371,0.039,-0.040999999999999995,0.025,1.317,0.046,-0.047,0.042,3.8080000000000003,0.008,-0.008,0.006999999999999999,0.09882,0.002704,-0.002499,0.001737,4.325,0.37,-0.33,0.358
6933899,1384.703,15.411,72.139,0.066,1046.4,1.713,5841.0,56.0,-0.045,0.1,1.591,0.013999999999999999,-0.015,0.017,1.126,0.03,-0.032,0.02,4.085,0.005,-0.005,0.005,0.2794,0.0006385,-0.0007553,0.0048579999999999995,6.837000000000001,0.698,-0.612,0.34600000000000003,5685.4,69.27600000000001,-0.045,0.1,1.5730000000000002,0.016,-0.017,0.025,1.085,0.035,-0.034,0.044000000000000004,4.079,0.005,-0.006,0.006,0.2786,0.000769,-0.0004782,0.004954999999999999,8.295,0.987,-0.898,2.9360000000000004
6947945,730.5139999999999,15.559000000000001,43.66,1.416,25.9,1.8719999999999999,5572.0,74.0,-0.14400000000000002,0.10300000000000001,2.258,0.059000000000000004,-0.059000000000000004,0.021,1.176,0.06,-0.057,0.027000000000000003,3.802,0.009000000000000001,-0.009000000000000001,0.002,0.1026,0.00387,-0.003782,0.001341,5.205,0.762,-0.5920000000000001,0.28800000000000003,5246.2,69.27600000000001,-0.14400000000000002,0.10300000000000001,2.186,0.076,-0.07400000000000001,0.049,1.075,0.079,-0.07400000000000001,0.059000000000000004,3.79,0.009000000000000001,-0.01,0.005,0.1028,0.004291,-0.004161,0.001523,7.367999999999999,1.76,-1.367,1.65
7038145,750.995,43.54,42.455,1.205,29.6,1.5730000000000002,6074.0,58.0,0.257,0.1,2.459,0.07200000000000001,-0.057999999999999996,0.024,1.4709999999999999,0.064,-0.051,0.043,3.823,0.016,-0.015,0.005,0.09879,0.004874,-0.004762,0.001206,2.905,0.239,-0.287,0.12300000000000001,5884.7,69.27600000000001,0.257,0.1,2.441,0.054000000000000006,-0.053,0.026000000000000002,1.4280000000000002,0.038,-0.045,0.047,3.8160000000000003,0.013000000000000001,-0.013000000000000001,0.006,0.09794,0.004876,-0.0047469999999999995,0.001326,3.2680000000000002,0.294,-0.23399999999999999,0.247
7103006,1168.402,15.095,59.603,0.086,856.2,1.5830000000000002,6421.0,51.0,0.071,0.099,1.9669999999999999,0.013999999999999999,-0.016,0.011000000000000001,1.5119999999999998,0.035,-0.037000000000000005,0.024,4.03,0.005,-0.006,0.002,0.1986,0.00124,-0.001327,0.001196,1.993,0.18600000000000003,-0.174,0.131,6331.6,69.27600000000001,0.071,0.099,1.966,0.013999999999999999,-0.015,0.019,1.4969999999999999,0.036000000000000004,-0.037000000000000005,0.052000000000000005,4.026,0.006,-0.006,0.006999999999999999,0.1971,0.001468,-0.001486,0.002298,2.158,0.23,-0.21100000000000002,0.275
7106245,2440.879,55.896,111.337,0.174,919.1,1.072,6074.0,54.0,-0.188,0.1,1.158,0.016,-0.016,0.009000000000000001,1.056,0.044000000000000004,-0.043,0.013000000000000001,4.333,0.006999999999999999,-0.006,0.004,0.6796,0.002623,-0.0027,0.005592,4.622,1.091,-0.872,0.611,5779.7,69.27600000000001,-0.188,0.1,1.124,0.018000000000000002,-0.017,0.016,0.96,0.046,-0.043,0.04,4.3180000000000005,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.6756,0.002137,-0.002338,0.0061600000000000005,8.776,1.915,-1.508,1.972
7107778,538.946,10.637,31.938000000000002,0.434,596.8,1.815,5129.0,82.0,0.034,0.1,2.929,0.085,-0.091,0.019,1.4080000000000001,0.099,-0.10300000000000001,0.016,3.6519999999999997,0.009000000000000001,-0.009000000000000001,0.002,0.05599,0.001442,-0.0014,0.0002965,3.1660000000000004,1.033,-0.711,0.22699999999999998,4967.6,69.27600000000001,0.034,0.1,2.822,0.08800000000000001,-0.084,0.07200000000000001,1.2790000000000001,0.099,-0.091,0.084,3.6430000000000002,0.009000000000000001,-0.009000000000000001,0.006999999999999999,0.05686,0.0014470000000000002,-0.001425,0.0006177,4.711,1.453,-1.0979999999999999,1.247
7133688,1133.731,152.19899999999998,59.224,2.03,25.9,1.227,6400.0,63.0,0.027999999999999997,0.1,1.932,0.057,-0.055,0.028999999999999998,1.4180000000000001,0.057999999999999996,-0.078,0.057,4.015,0.019,-0.021,0.005,0.1949,0.013590000000000001,-0.01223,0.001294,2.474,0.713,-0.306,0.55,6343.6,69.27600000000001,0.027999999999999997,0.1,1.93,0.057999999999999996,-0.055999999999999994,0.032,1.409,0.055999999999999994,-0.10300000000000001,0.08,4.011,0.02,-0.021,0.009000000000000001,0.1936,0.012980000000000002,-0.012459999999999999,0.0019920000000000003,2.633,0.9790000000000001,-0.341,0.772
7174470,930.091,82.104,47.136,1.173,33.4,1.4909999999999999,6119.0,84.0,0.192,0.1,2.266,0.081,-0.061,0.052000000000000005,1.412,0.19399999999999998,-0.06,0.107,3.8819999999999997,0.02,-0.018000000000000002,0.011000000000000001,0.1228,0.0058909999999999995,-0.00576,0.0014609999999999998,3.215,0.42,-1.101,0.45799999999999996,5928.7,69.27600000000001,0.192,0.1,2.235,0.048,-0.046,0.021,1.355,0.040999999999999995,-0.043,0.04,3.87,0.013999999999999999,-0.013999999999999999,0.008,0.1211,0.005802000000000001,-0.005672,0.002206,3.8569999999999998,0.35100000000000003,-0.33,0.391
7174707,816.137,9.101,47.315,0.073,1050.5,1.391,5381.0,69.0,-0.006,0.1,2.133,0.024,-0.034,0.033,1.161,0.037000000000000005,-0.052000000000000005,0.038,3.844,0.006,-0.006,0.004,0.1197,0.0004569,-0.00047219999999999993,0.002234,6.343999999999999,0.7709999999999999,-0.588,0.7140000000000001,5188.4,69.27600000000001,-0.006,0.1,2.079,0.031,-0.032,0.036000000000000004,1.084,0.046,-0.047,0.05,3.8360000000000003,0.006,-0.006,0.006,0.1206,0.0005158,-0.0005431,0.001442,8.163,1.187,-0.97,1.412
