KIC,Teff,eTeff,[M/H],e[M/H],Radius,+eRad,-eRad,syRad,Mass,+eMas,-eMas,syMas,logg,+elogg,-elogg,sylogg,rho,+erho,-erho,syrho,Age,+eAge,-eAge,syAge
4072740,4834.5,69.27600000000001,0.14800000000000002,0.1,4.053999999999999,0.065,-0.063,0.079,1.271,0.06,-0.057999999999999996,0.063,3.325,0.006999999999999999,-0.006999999999999999,0.005,0.01906,0.0001515,-0.0001514,0.0003318,5.155,1.023,-0.8340000000000001,0.932
4165030,5220.5,69.27600000000001,-0.48200000000000004,0.102,1.571,0.031,-0.027999999999999997,0.038,0.8079999999999999,0.031,-0.027999999999999997,0.040999999999999995,3.955,0.011000000000000001,-0.011000000000000001,0.006999999999999999,0.209,0.007729000000000001,-0.007731,0.005058,15.61,0.49,-0.813,2.023
4243623,4850.5,69.27600000000001,-0.369,0.10099999999999999,2.441,0.078,-0.055999999999999994,0.055,0.87,0.06,-0.039,0.046,3.602,0.01,-0.01,0.005,0.05969,0.0022170000000000002,-0.00227,0.001125,14.49,1.6280000000000001,-2.5180000000000002,1.871
4247542,6103.5,69.27600000000001,-0.44,0.1,1.526,0.045,-0.043,0.022000000000000002,0.996,0.05,-0.048,0.044000000000000004,4.069,0.018000000000000002,-0.019,0.008,0.2799,0.01835,-0.01793,0.0036299999999999995,7.482,1.071,-1.004,1.311
4346201,5816.6,69.27600000000001,-0.337,0.099,1.85,0.03,-0.03,0.025,1.038,0.048,-0.047,0.035,3.9189999999999996,0.008,-0.008,0.006999999999999999,0.1639,0.0025109999999999998,-0.002536,0.002739,7.447,0.8140000000000001,-0.772,0.9
4347652,4894.0,69.27600000000001,0.025,0.102,4.2010000000000005,0.3,-0.28800000000000003,0.293,1.301,0.218,-0.198,0.251,3.304,0.031,-0.033,0.021,0.017480000000000002,0.001808,-0.001721,0.00033650000000000005,4.379,3.907,-2.07,3.2110000000000003
4351319,4813.3,69.27600000000001,0.22899999999999998,0.1,3.372,0.068,-0.067,0.068,1.295,0.071,-0.068,0.068,3.4930000000000003,0.006999999999999999,-0.006999999999999999,0.006,0.03374,0.0003799,-0.00037880000000000005,0.000272,5.135,1.139,-0.955,1.119
4378838,4893.2,69.27600000000001,0.23800000000000002,0.099,3.5,0.14800000000000002,-0.166,0.149,1.433,0.132,-0.145,0.14300000000000002,3.505,0.012,-0.012,0.006999999999999999,0.033389999999999996,0.0016530000000000002,-0.001544,0.0008820000000000001,3.489,1.804,-1.085,1.374
4446300,5153.4,69.27600000000001,-0.10099999999999999,0.10099999999999999,1.931,0.043,-0.043,0.046,0.972,0.057,-0.057,0.064,3.853,0.009000000000000001,-0.009000000000000001,0.008,0.1347,0.002484,-0.002411,0.0018390000000000001,11.18,2.031,-1.65,2.461
4450844,5602.3,69.27600000000001,-0.28,0.099,1.499,0.02,-0.02,0.03,0.951,0.037000000000000005,-0.037000000000000005,0.051,4.064,0.006999999999999999,-0.006,0.009000000000000001,0.2826,0.001545,-0.001395,0.004988,11.7,1.3519999999999999,-1.225,1.995
4457351,5192.6,69.27600000000001,-0.36700000000000005,0.102,1.601,0.036000000000000004,-0.033,0.040999999999999995,0.841,0.031,-0.023,0.042,3.9539999999999997,0.013999999999999999,-0.013999999999999999,0.005,0.2049,0.01029,-0.009816,0.004299,15.44,0.609,-1.047,2.292
4465324,5612.6,69.27600000000001,0.037000000000000005,0.1,1.345,0.027999999999999997,-0.027000000000000003,0.02,0.9840000000000001,0.049,-0.045,0.039,4.173,0.011000000000000001,-0.011000000000000001,0.006999999999999999,0.4042,0.01245,-0.01204,0.00481,11.19,1.746,-1.632,2.064
4465529,6238.9,69.27600000000001,0.025,0.1,1.649,0.026000000000000002,-0.031,0.02,1.296,0.039,-0.062,0.045,4.115,0.01,-0.011000000000000001,0.006999999999999999,0.2883,0.008069,-0.007989,0.0028539999999999998,3.252,0.596,-0.35200000000000004,0.652
4543171,5931.3,69.27600000000001,0.13699999999999998,0.1,1.6380000000000001,0.039,-0.045,0.043,1.264,0.047,-0.105,0.096,4.1080000000000005,0.013999999999999999,-0.015,0.009000000000000001,0.2854,0.01265,-0.01229,0.0029980000000000002,4.334,1.7830000000000001,-0.556,1.824
4571351,5797.4,69.27600000000001,0.14300000000000002,0.10099999999999999,1.531,0.063,-0.057999999999999996,0.028999999999999998,1.113,0.075,-0.054000000000000006,0.046,4.115,0.027000000000000003,-0.027999999999999997,0.006,0.3104,0.03136,-0.02707,0.004785,7.273,1.253,-1.598,1.436
4571904,5911.1,69.27600000000001,-0.09699999999999999,0.1,2.23,0.076,-0.073,0.04,1.253,0.05,-0.055999999999999994,0.05,3.838,0.019,-0.019,0.004,0.1126,0.008177,-0.008144,0.00197,4.324,0.534,-0.41700000000000004,0.509
4574610,5921.3,69.27600000000001,-0.18600000000000003,0.1,2.759,0.046,-0.047,0.027000000000000003,1.389,0.052000000000000005,-0.055,0.033,3.697,0.009000000000000001,-0.009000000000000001,0.006999999999999999,0.06589,0.001737,-0.001695,0.001236,2.825,0.266,-0.245,0.239
4577484,5274.1,69.27600000000001,0.022000000000000002,0.1,2.144,0.049,-0.051,0.034,1.147,0.057,-0.067,0.051,3.8339999999999996,0.01,-0.011000000000000001,0.006999999999999999,0.1161,0.0037049999999999995,-0.00366,0.001526,6.709,1.143,-0.882,1.284
4586099,6276.3,69.27600000000001,-0.151,0.1,1.8,0.022000000000000002,-0.02,0.024,1.219,0.038,-0.039,0.040999999999999995,4.013,0.006999999999999999,-0.006999999999999999,0.006999999999999999,0.2089,0.002491,-0.0024649999999999997,0.003747,4.227,0.44,-0.377,0.7609999999999999
4638884,6359.3,69.27600000000001,0.008,0.099,1.926,0.017,-0.017,0.013999999999999999,1.47,0.039,-0.04,0.039,4.035,0.006,-0.006,0.006,0.2056,0.0018809999999999999,-0.001978,0.0023120000000000003,2.225,0.244,-0.22699999999999998,0.285
4641621,5705.5,69.27600000000001,-0.264,0.10099999999999999,3.063,0.1,-0.094,0.032,1.4469999999999998,0.062,-0.071,0.033,3.622,0.016,-0.016,0.004,0.04989,0.002913,-0.003019,0.0008106,2.292,0.349,-0.245,0.207
4672403,5642.3,69.27600000000001,0.113,0.1,1.795,0.028999999999999998,-0.028999999999999998,0.023,1.131,0.046,-0.047,0.037000000000000005,3.983,0.008,-0.008,0.006999999999999999,0.1955,0.004059,-0.00406,0.0036,7.396,0.89,-0.83,0.986
4739932,5690.5,69.27600000000001,0.008,0.1,1.774,0.043,-0.042,0.023,1.104,0.049,-0.049,0.038,3.9819999999999998,0.013999999999999999,-0.013999999999999999,0.006999999999999999,0.1974,0.009601,-0.009411,0.003421,7.571000000000001,0.966,-0.878,1.05
4755204,5777.4,69.27600000000001,-0.07200000000000001,0.1,1.585,0.026000000000000002,-0.027999999999999997,0.024,1.0659999999999998,0.045,-0.049,0.04,4.065,0.008,-0.009000000000000001,0.006999999999999999,0.2675,0.00572,-0.005536999999999999,0.004075,8.175,1.129,-1.026,1.506
4756112,5717.2,69.27600000000001,-0.209,0.1,2.588,0.09300000000000001,-0.092,0.025,1.297,0.062,-0.061,0.035,3.725,0.019,-0.02,0.006,0.07501000000000001,0.005797,-0.005625,0.001198,3.5589999999999997,0.457,-0.406,0.3
4841753,5872.1,69.27600000000001,0.127,0.1,2.137,0.077,-0.07200000000000001,0.028999999999999998,1.2919999999999998,0.046,-0.047,0.047,3.888,0.022000000000000002,-0.023,0.006,0.1319,0.011290000000000001,-0.01084,0.001695,4.454,0.47200000000000003,-0.42200000000000004,0.485
4842436,5587.5,69.27600000000001,0.139,0.1,1.5519999999999998,0.054000000000000006,-0.051,0.025,1.054,0.047,-0.048,0.048,4.077,0.022000000000000002,-0.023,0.008,0.2806,0.02105,-0.02001,0.003999,9.597999999999999,1.4169999999999998,-1.272,1.804
4846457,5832.4,69.27600000000001,0.22899999999999998,0.1,2.472,0.10400000000000001,-0.095,0.027000000000000003,1.421,0.05,-0.053,0.035,3.803,0.024,-0.025,0.005,0.09354,0.009149,-0.008825,0.0015480000000000001,3.2889999999999997,0.40700000000000003,-0.337,0.302
4914923,5724.6,69.27600000000001,0.068,0.1,1.364,0.021,-0.017,0.025,1.079,0.054000000000000006,-0.039,0.057999999999999996,4.2010000000000005,0.008,-0.006999999999999999,0.006999999999999999,0.4252,0.001477,-0.001214,0.005282,7.7829999999999995,1.297,-1.526,1.876
4915148,4846.0,69.27600000000001,0.095,0.102,2.431,0.054000000000000006,-0.046,0.043,0.993,0.059000000000000004,-0.049,0.049,3.6630000000000003,0.008,-0.006999999999999999,0.006,0.06905,0.001024,-0.001035,0.00044,12.02,2.274,-2.235,2.26
4947253,5732.6,69.27600000000001,-0.196,0.1,1.969,0.047,-0.046,0.027999999999999997,1.102,0.052000000000000005,-0.05,0.040999999999999995,3.892,0.012,-0.012,0.006,0.1444,0.006155,-0.006022,0.001887,6.612,0.777,-0.73,0.77
