dydz_16th,dydz_50th,dydz_84th,dydz_ess_bulk,dydz_ess_mean,dydz_ess_sd,dydz_ess_tail,dydz_hpd_3%,dydz_hpd_97%,dydz_mcse_mean,dydz_mcse_sd,dydz_mean,dydz_r_hat,dydz_sd,yp_16th,yp_50th,yp_84th,yp_ess_bulk,yp_ess_mean,yp_ess_sd,yp_ess_tail,yp_hpd_3%,yp_hpd_97%,yp_mcse_mean,yp_mcse_sd,yp_mean,yp_r_hat,yp_sd,sigma_yi_16th,sigma_yi_50th,sigma_yi_84th,sigma_yi_ess_bulk,sigma_yi_ess_mean,sigma_yi_ess_sd,sigma_yi_ess_tail,sigma_yi_hpd_3%,sigma_yi_hpd_97%,sigma_yi_mcse_mean,sigma_yi_mcse_sd,sigma_yi_mean,sigma_yi_r_hat,sigma_yi_sd,mu_mlt_16th,mu_mlt_50th,mu_mlt_84th,mu_mlt_ess_bulk,mu_mlt_ess_mean,mu_mlt_ess_sd,mu_mlt_ess_tail,mu_mlt_hpd_3%,mu_mlt_hpd_97%,mu_mlt_mcse_mean,mu_mlt_mcse_sd,mu_mlt_mean,mu_mlt_r_hat,mu_mlt_sd,sigma_mlt_16th,sigma_mlt_50th,sigma_mlt_84th,sigma_mlt_ess_bulk,sigma_mlt_ess_mean,sigma_mlt_ess_sd,sigma_mlt_ess_tail,sigma_mlt_hpd_3%,sigma_mlt_hpd_97%,sigma_mlt_mcse_mean,sigma_mlt_mcse_sd,sigma_mlt_mean,sigma_mlt_r_hat,sigma_mlt_sd
1.1767719841003417,1.59735107421875,2.04664608001709,804.1126494598767,803.884881536762,803.884881536762,1773.8865037633389,0.7922577261924744,2.4502604007720947,0.015517917755601348,0.010976808514422082,1.6103079319000244,1.014570906137316,0.43997740745544434,0.24596044182777405,0.24697324633598328,0.24796438574790955,2522.879565037871,2521.472197733955,2521.460483293017,5014.615309855265,0.24504470825195312,0.24882054328918457,2.0010366189571585e-05,1.4151135547162232e-05,0.24696354568004608,1.0054402563511244,0.001004805788397789,0.002381411688402295,0.005094469524919987,0.00957075111567974,2334.8766629233405,2187.7703336804025,2187.7703336804025,3867.1814798056325,0.0005875801434740424,0.012947645969688892,8.211460289089962e-05,5.807153519122209e-05,0.005954095162451267,1.003835521197163,0.003840796183794737,1.6721936988830566,1.7421503067016602,1.8229436874389648,762.2960644444513,767.9600044013131,767.9600044013131,1554.1091619901626,1.605562686920166,1.8984971046447754,0.002807747639445701,0.0019861319186518216,1.7476173639297485,1.0123422326401332,0.07780855894088745,0.025283245220780372,0.055621176958084106,0.10709780812263488,1267.2890686159435,1112.4520387698722,1112.4520387698722,1855.3265456261051,0.0052820295095443726,0.14694742858409882,0.0013409665880847244,0.0009484552830944185,0.06610483676195145,1.0095546936930049,0.044725850224494934
