KIC,logg_seis_SDSS,logg_seis_err_SDSS,logg_seis_ASPC,logg_seis_err_ASPC,logg_seis_DR14,logg_seis_err_DR14,logg_seis_DR16,logg_seis_err_DR16,R_seis_SDSS,R_seis_err_SDSS,R_seis_ASPC,R_seis_err_ASPC,R_seis_DR14,R_seis_err_DR14,R_seis_DR16,R_seis_err_DR16,M_seis_SDSS,M_seis_err_SDSS,M_seis_ASPC,M_seis_err_ASPC,M_seis_DR14,M_seis_err_DR14,M_seis_DR16,M_seis_err_DR16
10644253,4.420770221239698,0.01462414167258202,4.418077267165253,0.01472966997294972,4.422042727286562,0.015249373059758715,4.419537084166713,0.015207533681346218,1.1619253179069806,0.037272890137465445,1.1547427941792232,0.04064534167922592,1.1653348137615813,0.05453180750152616,1.1586308230376698,0.05353147536647852,1.2984542465992999,0.10557356713565286,1.2745233278483414,0.1104394853384966,1.3099181787364198,0.13222547726698491,1.287440716159424,0.13058016748570786
10655953,4.3188912397391075,0.02904920988209325,4.30502172616912,0.029081522975577978,4.306218115426294,0.029410075496236476,4.306151538561475,0.029371704010730276,1.2569356226565689,0.07012543494663194,1.217428659096197,0.07125251307295843,1.220787040732091,0.08189721313623814,1.2205999097697742,0.08072059756305631,1.201758794879337,0.2062679839234476,1.0919651256323382,0.2078072596491154,1.1010269165255955,0.22294570810840042,1.1005206743102176,0.22122258964620678
10670371,3.66122091304886,0.009342127193333077,3.6522148464154887,0.00935747986247254,3.653541303216012,0.00970340040722201,3.6564160636549037,0.00977652598937841,3.1296298539532663,0.03454979233595245,3.065398279320926,0.034900458540226664,3.07477517546321,0.042158929044986644,3.0951957937603884,0.04356850404390901,1.638727964436122,0.08484972809526331,1.539886334765139,0.08542184604234847,1.5540609057607075,0.0976433558870814,1.585230124376138,0.10008787106591299
10712891,3.643458576243733,0.01433239132021229,3.630796322047815,0.013955666659490985,3.634387614511622,0.014195700852296819,3.6348640279583946,0.01425687614041059,3.088662513209283,0.05883722485920289,2.9999098428374205,0.05057467723389777,3.0248197179071488,0.055955531027410924,3.0281397128605367,0.05725973048904569,1.5321436673863742,0.1512584987196405,1.4038242101562657,0.13879138744043748,1.4390855264748736,0.1468194235400346,1.443829282838484,0.1488172176231718
10717090,4.1558520516553275,0.06266457594712073,4.145887546591431,0.06266217933963522,4.146291246856421,0.0627527630155925,4.1474650030224405,0.0627504084148028,1.5979137802586265,0.1474389648831886,1.5616684520667907,0.14735253237529455,1.5631207824598197,0.15058714472903434,1.5673511015092687,0.15050388681490234,1.3343161292461578,0.4386427232823225,1.2455616284738247,0.4385265333077083,1.2490399272956143,0.4428999862901333,1.2592083355714159,0.44278677149481266
10727922,3.9581143036206123,0.03841533283976103,3.940680265919544,0.038434987761131426,3.950275292184195,0.038685661414331385,3.951084444766381,0.038642312836439575,1.9718685159435643,0.09481047802041134,1.8942788710942255,0.09548383064129852,1.9365956027608955,0.10371649997183101,1.9402071200113267,0.10233648455442804,1.288754543237961,0.2805695272522962,1.142531272822554,0.28148143865712727,1.2208243276962298,0.2929020350191659,1.2276671432998345,0.2909539086119589
10730618,4.0772770699832215,0.012487005745222197,4.073384319258838,0.012580885103337913,4.074310793438647,0.013338826928293787,4.074258399919123,0.013271815490611844,1.81667299713842,0.03306545939766889,1.8004622092858649,0.03595776400562334,1.8043072092375423,0.05440135269656536,1.8040895497764016,0.05299279369195299,1.4392312883244267,0.09179151419539039,1.4010458229450267,0.09604283849774226,1.410041069173179,0.12605717892461102,1.4095308371753013,0.12363384807842295
10731424,3.7932320881001367,0.02275563015186516,3.77893665749666,0.022786901616473662,3.7825159479756625,0.023487801640290403,3.7851459988344827,0.023211127338750026,2.908086456253499,0.06295573725290007,2.8139208872403434,0.06390804887313055,2.8372079863449664,0.08267781979554284,2.8544420105352506,0.0757600166517861,1.9175500825286176,0.18337982921137577,1.7372424137036073,0.18469276432077777,1.7807309018893551,0.21240750903380418,1.8133784397745476,0.20182364292045718
10732098,3.9684057696471546,0.024048064296142167,3.961148759700246,0.0240667901163025,3.9636197061296383,0.024349138240483962,3.9653579055979606,0.024310577262729942,1.6020391553842523,0.061698759168405407,1.5754916889002495,0.06231507207068231,1.5844810990119804,0.0710127579661722,1.5908354581088278,0.06988303767581748,0.871067925765208,0.177729993353183,0.8284780236064532,0.17858800585239828,0.8427404349446673,0.1911341156923262,0.8529202595704176,0.18946123303947388
10794845,4.413663143042124,0.11429546148144223,4.39954648503103,0.11430775912408629,4.400984142012376,0.11439190936333263,4.403141809898844,0.11437797358051886,1.2756999284947554,0.26526807195240093,1.2349002347167952,0.26571720301827995,1.2389949326220033,0.2687716570404546,1.2451658409852016,0.2682680692796302,1.5397854283952583,0.7948749749405624,1.3967228282420558,0.795474797662889,1.4106627624033492,0.7995689090444111,1.4318456550520828,0.7988921415169039
