id_starname,teff,teff_err,logg,logg_err,feh,feh_err,lum,lum_err,gmag,gmag_err,rmag,rmag_err,imag,imag_err,zmag,zmag_err,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,gamag,gamag_err,bpmag,bpmag_err,rpmag,rpmag_err,parallax,parallax_err,bmag,bmag_err,vmag,vmag_err,btmag,btmag_err,vtmag,vtmag_err,numax,numax_err,dnu,dnu_err,dmag,dmag_err,ra,dec,band,dir_dis,dir_dis_err1,dir_dis_err2,dir_avs,dir_avs_err1,dir_avs_err2,dir_rad,dir_rad_err1,dir_rad_err2,dir_lum,dir_lum_err1,dir_lum_err2,dir_teff,dir_teff_err1,dir_teff_err2,dir_mabs,dir_mabs_err1,dir_mabs_err2,dir_mass,dir_mass_err1,dir_mass_err2,dir_rho,dir_rho_err1,dir_rho_err2
KIC5950854,-99,0,4.237158310328287,0.009835588893366536,-0.17308477,0.07396448,-99,0,-99,0,-99,0,-99,0,-99,0,9.857,0.021,-99,0,9.547,0.019,-99,0,-99,0,-99,0,0.00435470296963703,2.7379627657518224e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,288.78362158579137,41.29887104678695,kmag,229.66627666276662,1.4376935769357715,-1.4237542375423686,0.1528775993914605,0.0,-0.0,1.2561848342441018,0.05595719348461925,-0.05288816681201158,2.045304070781481,0.07054845127359943,-0.06763413711502397,6163.4889753291245,123.2697795065825,-123.2697795065825,2.7263444258287732,0.036510179209960913,-0.03681877684866519,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC7799349,-99,0,3.6709836387767134,0.007718492970201674,0.28461868,0.029483877,-99,0,-99,0,-99,0,-99,0,-99,0,8.06,0.026,-99,0,7.518,0.016,-99,0,-99,0,-99,0,0.005484198170389129,2.031819537153801e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,281.0531989805502,43.53386218210304,kmag,182.34917349173492,0.6708067080670901,-0.6676866768667651,0.0,0.0,-0.0,2.8119462983015446,0.1236613877980437,-0.11685568177544114,4.572667661888121,0.14343120099073126,-0.1377801103870615,5037.396585473899,100.74793170947798,-100.74793170947798,1.213493285927628,0.03321756435681422,-0.03353315561016457,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC12069569,-99,0,3.8257120116400456,0.06099863276475436,-0.08424437,0.06665865,-99,0,-99,0,-99,0,-99,0,-99,0,10.286,0.021,-99,0,10.039,0.014,-99,0,-99,0,-99,0,0.0018195899586133692,2.49174053834781e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,295.5290266410778,50.52748469031018,kmag,549.9173791737917,7.557705577055799,-7.374824948249511,0.21402865281636801,0.0,-0.0,2.332672778166595,0.10709809201137865,-0.10119894757389014,8.901182130105852,0.3628342573349883,-0.3461805138423557,6533.205082130879,130.6641016426176,-130.6641016426176,1.3162894969454781,0.04306897861810666,-0.043379068121849995,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC5822889,-99,0,3.4017062807563425,0.012166579945117998,-0.026246369,0.03918645,-99,0,-99,0,-99,0,-99,0,-99,0,9.633,0.021,-99,0,9.056,0.017,-99,0,-99,0,-99,0,0.0017023897464350573,3.761170123830725e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,299.49272568872027,41.06972572969498,kmag,588.3867038670387,13.1767217672176,-12.645556455564588,0.1528775993914605,0.0,-0.0,4.536601910297096,0.22470220611977787,-0.21236391280480316,11.71737964983435,0.645930041995026,-0.6074975354575187,5018.210144988076,100.36420289976151,-100.36420289976151,0.19233663680672838,0.05780262705565617,-0.05826061649373146,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC10070754,-99,0,4.2988759884366825,0.0471316191088727,-0.27157915,0.0855183,-99,0,-99,0,-99,0,-99,0,-99,0,9.413,0.025,-99,0,9.175,0.014,-99,0,-99,0,-99,0,0.004921467727232712,2.401550863486203e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,290.07588942284303,47.041092055974865,kmag,203.20628206282063,0.9856898568985741,-0.9789025890259211,0.1528775993914605,0.0,-0.0,1.2778726172794768,0.056160525491708135,-0.05309983207634561,2.7202093990673415,0.08485983582289514,-0.08143693962357235,6562.7679554270535,131.25535910854109,-131.25535910854109,2.620234471160234,0.03300098533718154,-0.0333531203016908,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC6947945,-99,0,3.7940632161626073,0.01100358534042036,-0.04151237,0.043106824,-99,0,-99,0,-99,0,-99,0,-99,0,9.774,0.02,-99,0,9.328,0.015,-99,0,-99,0,-99,0,0.00286682557917845,3.7864732785466064e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,291.6013069926766,42.48449151948921,kmag,349.0285452854529,4.6240712407123965,-4.516970169701722,0.1528775993914605,0.0,-0.0,2.242407683467122,0.10268398439034421,-0.09728368159252376,4.205668233568671,0.16996598182247524,-0.16248352071118255,5524.511029387705,110.49022058775411,-110.49022058775411,1.5985084769823983,0.04277856904643951,-0.04301499876741022,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC8016496,-99,0,3.981427955566273,0.04277431075505722,0.08688585,0.09108436,-99,0,-99,0,-99,0,-99,0,-99,0,10.41,0.024,-99,0,10.183,0.016,-99,0,-99,0,-99,0,0.0020461776923544955,4.8709689947734637e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,286.8507207026495,43.8087075996628,kmag,489.6841268412684,11.842718427184309,-11.326153261532568,0.2751796834607367,0.0,-0.0,1.9231412161439758,0.09669124065308665,-0.09126750017226981,6.55713550311045,0.3794807864101939,-0.35485601969471503,6666.375040273823,133.32750080547646,-133.32750080547646,1.7059981192396787,0.060407065468686794,-0.06108378248296509,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC6802438,-99,0,3.678848253773519,0.012742467538505315,-0.20154336,0.043351967000000005,-99,0,-99,0,-99,0,-99,0,-99,0,9.367,0.02,-99,0,8.87,0.012,-99,0,-99,0,-99,0,0.002963907738634712,2.627199945789874e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,298.0107424770336,42.20221306720447,kmag,337.48056480564804,2.986119861198574,-2.9422262222622635,0.12230208406927617,0.0,-0.0,2.7408474841919883,0.12183326281034734,-0.1153086047400369,5.364623773437323,0.18307280199569398,-0.17447099583032877,5310.509870439761,106.21019740879521,-106.21019740879521,1.2167572382907899,0.03589781975150852,-0.036433574964847004,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC3112152,-99,0,4.040597722433964,0.02026950399123071,-0.022780258,0.074551165,-99,0,-99,0,-99,0,-99,0,-99,0,10.765999999999998,0.019,-99,0,10.442,0.018000000000000002,-99,0,-99,0,-99,0,0.0021284755349154283,2.351465463724827e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,290.34301932049607,38.286899144920675,kmag,470.010190101901,5.196115961159649,-5.09691496914968,0.305755198782921,0.0,-0.0,1.708787257098338,0.07768298467450352,-0.07359042677608696,3.8596781309831503,0.14959500570811102,-0.14319363138229724,6194.2658361679,123.88531672335799,-123.88531672335799,2.0512221491025526,0.04104690841064018,-0.04128638729564038,0.0,0.0,-0.0,0.0,0.0,-0.0
KIC3942719,-99,0,3.83861232956371,0.0129406524970641,-0.31492338,0.060011942,-99,0,-99,0,-99,0,-99,0,-99,0,9.547,0.02,-99,0,9.131,0.018000000000000002,-99,0,-99,0,-99,0,0.0030784353656663965,4.5435359083894754e-05,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,-99,0,287.9924951449109,39.03704189015113,kmag,325.0890108901089,4.821225812258149,-4.694864548645512,0.0,0.0,-0.0,2.2657741167383607,0.10549029879963356,-0.09997661813538983,4.44334198019234,0.19398337085645778,-0.18466902443021915,5572.109097210502,111.44218194421005,-111.44218194421005,1.570939536169122,0.04608862519405954,-0.046394567189492086,0.0,0.0,-0.0,0.0,0.0,-0.0
