name,f_evol_16th,f_evol_50th,f_evol_84th,f_evol_ess_bulk,f_evol_ess_mean,f_evol_ess_sd,f_evol_ess_tail,f_evol_hdi_3%,f_evol_hdi_97%,f_evol_mcse_mean,f_evol_mcse_sd,f_evol_mean,f_evol_r_hat,f_evol_sd,mass_16th,mass_50th,mass_84th,mass_ess_bulk,mass_ess_mean,mass_ess_sd,mass_ess_tail,mass_hdi_3%,mass_hdi_97%,mass_mcse_mean,mass_mcse_sd,mass_mean,mass_r_hat,mass_sd,mlt_16th,mlt_50th,mlt_84th,mlt_ess_bulk,mlt_ess_mean,mlt_ess_sd,mlt_ess_tail,mlt_hdi_3%,mlt_hdi_97%,mlt_mcse_mean,mlt_mcse_sd,mlt_mean,mlt_r_hat,mlt_sd,yi_16th,yi_50th,yi_84th,yi_ess_bulk,yi_ess_mean,yi_ess_sd,yi_ess_tail,yi_hdi_3%,yi_hdi_97%,yi_mcse_mean,yi_mcse_sd,yi_mean,yi_r_hat,yi_sd,zi_16th,zi_50th,zi_84th,zi_ess_bulk,zi_ess_mean,zi_ess_sd,zi_ess_tail,zi_hdi_3%,zi_hdi_97%,zi_mcse_mean,zi_mcse_sd,zi_mean,zi_r_hat,zi_sd,mhi_16th,mhi_50th,mhi_84th,mhi_ess_bulk,mhi_ess_mean,mhi_ess_sd,mhi_ess_tail,mhi_hdi_3%,mhi_hdi_97%,mhi_mcse_mean,mhi_mcse_sd,mhi_mean,mhi_r_hat,mhi_sd,age_16th,age_50th,age_84th,age_ess_bulk,age_ess_mean,age_ess_sd,age_ess_tail,age_hdi_3%,age_hdi_97%,age_mcse_mean,age_mcse_sd,age_mean,age_r_hat,age_sd,teff_16th,teff_50th,teff_84th,teff_ess_bulk,teff_ess_mean,teff_ess_sd,teff_ess_tail,teff_hdi_3%,teff_hdi_97%,teff_mcse_mean,teff_mcse_sd,teff_mean,teff_r_hat,teff_sd,rad_16th,rad_50th,rad_84th,rad_ess_bulk,rad_ess_mean,rad_ess_sd,rad_ess_tail,rad_hdi_3%,rad_hdi_97%,rad_mcse_mean,rad_mcse_sd,rad_mean,rad_r_hat,rad_sd,lum_16th,lum_50th,lum_84th,lum_ess_bulk,lum_ess_mean,lum_ess_sd,lum_ess_tail,lum_hdi_3%,lum_hdi_97%,lum_mcse_mean,lum_mcse_sd,lum_mean,lum_r_hat,lum_sd,dnu_16th,dnu_50th,dnu_84th,dnu_ess_bulk,dnu_ess_mean,dnu_ess_sd,dnu_ess_tail,dnu_hdi_3%,dnu_hdi_97%,dnu_mcse_mean,dnu_mcse_sd,dnu_mean,dnu_r_hat,dnu_sd,mhs_16th,mhs_50th,mhs_84th,mhs_ess_bulk,mhs_ess_mean,mhs_ess_sd,mhs_ess_tail,mhs_hdi_3%,mhs_hdi_97%,mhs_mcse_mean,mhs_mcse_sd,mhs_mean,mhs_r_hat,mhs_sd
KIC4457351,1.7306767559051515,1.788862705230713,1.8388166475296022,4094.7633869687975,4266.8836830850805,4248.684502075525,5859.951262234778,1.6867108345031738,1.8741273880004883,0.0008199651139853592,0.0005810832467764687,1.7839845418930054,1.002388423526001,0.0535612590610981,0.8993498396873474,0.9396213889122009,0.9746777892112732,4393.167006084402,4268.340135770862,4268.340135770862,4037.4431893171327,0.865358829498291,1.0042541027069092,0.000570219344131306,0.00040323351991360286,0.9373855590820312,1.0020198565806862,0.03725387528538704,1.5773401308059691,1.7720820903778076,2.1111539459228514,2852.2911234852345,2866.5369375743985,2811.4922433611214,2916.914566899467,1.5000907182693481,2.2966361045837402,0.004613714162934071,0.003294511843092521,1.8275716304779053,1.004349323306041,0.2470184862613678,0.24637385725975036,0.26030704379081726,0.2824770176410675,3822.7331383858336,3742.0586253012766,3681.2635652965905,3244.073561835625,0.24006061255931854,0.29702049493789673,0.0002866202422257118,0.00020435398488266585,0.26396051049232483,1.002219991042359,0.017533238977193832,0.007482493277639151,0.008328616619110107,0.009262662567198276,6576.284516724458,6743.367775443872,6743.367775443872,5020.856068091819,0.006695308722555637,0.010049032047390938,1.0963326155829309e-05,7.752577615962145e-06,0.008373977616429329,1.0010714221804191,0.0009002865408547223,-0.24463014602661134,-0.1986578404903412,-0.1534800839424133,6715.90017738007,6701.7511308348985,6207.592798338859,5026.172238122454,-0.28759777545928955,-0.11042468994855881,0.0005699118402667418,0.0004187411347697225,-0.19904467463493347,1.0009608767768758,0.04665539041161537,9.898708534240724,10.656797409057617,11.486780166625977,4792.488236586062,4717.319955352548,4660.200105268945,5716.941961607059,9.107771873474121,12.175107955932617,0.011974323033353,0.008519390768288566,10.691271781921387,1.0016808263795984,0.8224294185638428,5408.20947265625,5475.9775390625,5544.066542968751,8797.907482216222,8823.676471696423,8811.413917417052,7062.86429807261,5346.9677734375,5599.7841796875,0.7217730693610277,0.5107425493077583,5475.6123046875,1.0005431186816753,67.7993392944336,1.7026105785369872,1.7465823888778687,1.790934796333313,8701.311181118534,8757.845899618978,8757.845899618978,7162.471043930951,1.6637181043624878,1.8295466899871826,0.0004757115100656411,0.0003363900380129199,1.7473359107971191,1.0001030265165196,0.04451868310570717,2.3717731761932375,2.465930461883545,2.5542029190063475,10648.917891911138,10645.624654080513,10645.624654080513,6951.891799797649,2.287121534347534,2.634045362472534,0.0008953692299224854,0.0006331390017345124,2.463573932647705,1.000665712277178,0.09238208085298538,55.576869812011715,57.77424240112305,59.961311950683594,8730.627425475874,8727.324168371439,8710.30631901579,7709.200670935551,53.577293395996094,61.94881057739258,0.02378895555534902,0.01683832001669491,57.776939392089844,1.0007773007350573,2.222367763519287,-0.30280059337615967,-0.25513964891433716,-0.2081149262189865,7681.887191422181,7703.671122339566,7281.404653412725,5494.775211392239,-0.3415523171424866,-0.16215138137340546,0.0005413739262647614,0.00039376854278772635,-0.25538399815559387,1.000796386756026,0.04751669242978096
