dydz_16th,dydz_50th,dydz_84th,dydz_ess_bulk,dydz_ess_mean,dydz_ess_sd,dydz_ess_tail,dydz_hpd_3%,dydz_hpd_97%,dydz_mcse_mean,dydz_mcse_sd,dydz_mean,dydz_r_hat,dydz_sd,yp_16th,yp_50th,yp_84th,yp_ess_bulk,yp_ess_mean,yp_ess_sd,yp_ess_tail,yp_hpd_3%,yp_hpd_97%,yp_mcse_mean,yp_mcse_sd,yp_mean,yp_r_hat,yp_sd,sigma_yi_16th,sigma_yi_50th,sigma_yi_84th,sigma_yi_ess_bulk,sigma_yi_ess_mean,sigma_yi_ess_sd,sigma_yi_ess_tail,sigma_yi_hpd_3%,sigma_yi_hpd_97%,sigma_yi_mcse_mean,sigma_yi_mcse_sd,sigma_yi_mean,sigma_yi_r_hat,sigma_yi_sd,mu_mlt_16th,mu_mlt_50th,mu_mlt_84th,mu_mlt_ess_bulk,mu_mlt_ess_mean,mu_mlt_ess_sd,mu_mlt_ess_tail,mu_mlt_hpd_3%,mu_mlt_hpd_97%,mu_mlt_mcse_mean,mu_mlt_mcse_sd,mu_mlt_mean,mu_mlt_r_hat,mu_mlt_sd,sigma_mlt_16th,sigma_mlt_50th,sigma_mlt_84th,sigma_mlt_ess_bulk,sigma_mlt_ess_mean,sigma_mlt_ess_sd,sigma_mlt_ess_tail,sigma_mlt_hpd_3%,sigma_mlt_hpd_97%,sigma_mlt_mcse_mean,sigma_mlt_mcse_sd,sigma_mlt_mean,sigma_mlt_r_hat,sigma_mlt_sd
0.7967196679115296,1.049007773399353,1.3263934373855593,1000.4217916574204,958.1666063664205,935.4120580680366,1666.7612090965465,0.5337489247322083,1.621609091758728,0.00920860441628275,0.006592244687311607,1.0642520189285278,1.005404994377786,0.2850455939769745,0.2459331828355789,0.24694404006004333,0.2479256933927536,2152.43757492858,2151.808105517488,2151.6092305936622,4503.385483293742,0.2450617402791977,0.2488236427307129,2.1628964402232986e-05,1.529676799116372e-05,0.24693140387535095,1.0057047557927712,0.0010033154394477606,0.00219958215020597,0.004497145302593708,0.008327915258705616,2050.9325521553883,1905.7320796482738,1905.7320796482738,3072.9136936707628,0.0004870067350566387,0.011385548859834671,7.701286255719852e-05,5.446465390954862e-05,0.005262854974716902,1.0045562416907454,0.0033619727473706007,1.8124811840057373,1.900146484375,1.9949858808517456,449.45338283513087,446.2378145108423,443.54550340728196,879.1846504891248,1.7381242513656616,2.0773122310638428,0.004267604406032497,0.003028789292858702,1.903280258178711,1.0115100893489255,0.09015033394098282,0.08530719965696335,0.13263410329818726,0.1900682646036148,681.6984376800001,703.185233531723,703.185233531723,1332.8170803519504,0.036031439900398254,0.24424557387828827,0.002095272720498024,0.0014821965131906361,0.13782499730587006,1.0109035313473649,0.05556168779730797
