var_name,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,50th,16th,84th
y_offset[6],-0.28253143573314243,0.9307745234581594,-1.967077749625625,1.5435038930140068,0.005180110434908398,0.007011907335079821,32285.75434217684,8810.80103134178,32274.979315813096,13909.060331204211,1.0000578930503392,-0.2866962253216978,-1.2214628787100967,0.6507903044002965
y_offset[7],0.08025992781378186,0.9595120817625873,-1.7370417436649017,1.8890329860831254,0.0054715870088184945,0.007826262230584745,30752.06441158769,7516.1565629427005,30760.256166520638,13426.78562556617,1.0004371020991032,0.07535742382398145,-0.8675723686279613,1.031152283571827
y_offset[8],0.0653062973769811,0.9409629884514055,-1.684935533640732,1.8490217328185805,0.005497981023065077,0.007853609439260752,29291.297495227536,7178.137662345286,29286.685332235123,13397.689866900384,1.0004409462044237,0.0671899345029433,-0.8699826141492292,1.0002254098690808
y_offset[9],0.05153898116092688,0.9538495185870152,-1.6929101510170954,1.8923040119636232,0.005055846686837463,0.008082887662056955,35593.60182291612,6963.587417145604,35613.92481714524,12838.77965123444,1.0001152191215879,0.04791317899031122,-0.9009457321395634,1.0100098842609182
y_offset[10],-0.1273665743059635,0.9645494353351667,-1.887975941462462,1.7343656507757808,0.006142545957418831,0.007414810827621681,24657.67665886153,8461.527646559209,24659.85828196373,14394.655280390803,1.0001298588610767,-0.12449849753537374,-1.087999733180714,0.838718455962497
y_offset[11],0.07462986096248583,0.9504406995124306,-1.718103410354983,1.8750726156781605,0.0058541807919790115,0.007558422314857477,26358.323855509894,7906.600368938967,26378.22109356171,12704.215092646209,1.000064508559714,0.07954322650764421,-0.8607841242497564,1.0154173752036622
y_offset[12],0.1475166048194993,0.9609521429486726,-1.6508545627261124,1.9361130601798773,0.005731806476056868,0.007708563107306809,28107.387532513272,7770.684248590113,28096.292491775457,13806.618974107161,1.0000390948730389,0.1476442366666638,-0.8088228452274341,1.1006240714792774
y_offset[13],-0.09776294129323418,0.9700452594526771,-1.8977365667612969,1.727778442616765,0.0059320659075834435,0.008008028405242206,26740.6561851961,7337.317565917003,26790.566088439275,13474.42706642994,0.9999174078324109,-0.0992304214039681,-1.0648305198025174,0.8623262768920987
y_offset[14],0.14416710216277162,0.9659861972206476,-1.6636281821287213,1.9665819829730415,0.005974540234736651,0.0079809689923518,26141.641917207384,7325.464744014621,26147.35526607363,12312.178518266917,1.000281787932158,0.14726297708671499,-0.8169048389559266,1.107117718495942
y_offset[15],0.0554036508355181,0.9609458627441146,-1.7657903274872098,1.8342791637061473,0.005277095803727132,0.008256932708447557,33159.49326907824,6772.792430312412,33161.90519183979,13413.758677960252,0.9999288979144022,0.05502536927919465,-0.8982597217859287,1.0136540428544467
y_offset[16],0.07724454514446277,0.9575686194265511,-1.7058373276227803,1.8713342673547315,0.00578708825945881,0.007901567510153506,27379.1271644671,7343.748603521624,27371.653391706375,13921.969948719368,1.000292545603507,0.08128685302662528,-0.8693898607673818,1.0209128116043678
y_offset[17],-0.05491528293737286,0.9560098793837198,-1.8578037517998967,1.722576680207119,0.005733989941429537,0.0076581447743067485,27797.83079393616,7792.559603198304,27814.40589275497,13648.269301341963,1.0001500076564827,-0.04394643505778349,-1.00747199203621,0.8993636717023006
y_offset[18],0.07366579786456474,0.953909545432487,-1.6657453954589088,1.9181572524098478,0.005164276519344811,0.007985628252060466,34118.93076284647,7135.127276638711,34087.88678524607,13629.521825121312,1.00028175931677,0.07189850164913708,-0.8629121341849181,1.013593373977901
