dydz_mean,dydz_sd,dydz_hdi_3%,dydz_hdi_97%,dydz_mcse_mean,dydz_mcse_sd,dydz_ess_mean,dydz_ess_sd,dydz_ess_bulk,dydz_ess_tail,dydz_r_hat,dydz_50th,dydz_16th,dydz_84th,yp_mean,yp_sd,yp_hdi_3%,yp_hdi_97%,yp_mcse_mean,yp_mcse_sd,yp_ess_mean,yp_ess_sd,yp_ess_bulk,yp_ess_tail,yp_r_hat,yp_50th,yp_16th,yp_84th,sigma_yi_mean,sigma_yi_sd,sigma_yi_hdi_3%,sigma_yi_hdi_97%,sigma_yi_mcse_mean,sigma_yi_mcse_sd,sigma_yi_ess_mean,sigma_yi_ess_sd,sigma_yi_ess_bulk,sigma_yi_ess_tail,sigma_yi_r_hat,sigma_yi_50th,sigma_yi_16th,sigma_yi_84th,mu_mlt_mean,mu_mlt_sd,mu_mlt_hdi_3%,mu_mlt_hdi_97%,mu_mlt_mcse_mean,mu_mlt_mcse_sd,mu_mlt_ess_mean,mu_mlt_ess_sd,mu_mlt_ess_bulk,mu_mlt_ess_tail,mu_mlt_r_hat,mu_mlt_50th,mu_mlt_16th,mu_mlt_84th,sigma_mlt_mean,sigma_mlt_sd,sigma_mlt_hdi_3%,sigma_mlt_hdi_97%,sigma_mlt_mcse_mean,sigma_mlt_mcse_sd,sigma_mlt_ess_mean,sigma_mlt_ess_sd,sigma_mlt_ess_bulk,sigma_mlt_ess_tail,sigma_mlt_r_hat,sigma_mlt_50th,sigma_mlt_16th,sigma_mlt_84th
1.6930320475031235,0.20720311558280902,1.3007264565014534,2.0820688210133746,0.0013291011423898806,0.0009449267179611306,24303.929687895707,24042.34685939069,24306.782658382166,14215.993157939696,1.000137915331456,1.6916535387546339,1.4866449237819601,1.8973861732761774,0.2473064561893075,0.0009909168291689769,0.24545687033003832,0.2491658061822279,5.791876322365145e-06,4.095516008694705e-06,29270.884735760257,29270.884735760257,29279.374617898135,14377.553924914908,1.0000790921086842,0.2473111313310669,0.24631959563511152,0.24829311199996745,0.00764421298341217,0.002451246134912212,0.0032156409427899026,0.012217158384078844,1.6709551165675863e-05,1.2483041756684423e-05,21520.099490004355,19280.40485262662,21534.36889869523,13824.246724578925,0.9999411314188394,0.0074413401171935095,0.005238023311397961,0.010028358382031923,1.9531102829022253,0.04049757181872073,1.8752927216431299,2.027568319487603,0.00025073343006030486,0.00017729729221996432,26087.56142918935,26087.56142918935,26100.05156283309,14335.567050849904,1.000003430321271,1.9535041781214972,1.9124797713369117,1.993258662704499,0.0677623158340667,0.027454623885414853,0.019705243653257615,0.1182664598068954,0.00017115377117084315,0.00012954971496933486,25731.082156283,22456.35984153804,25163.6073525406,13900.283231640804,1.0002420838955337,0.06463397032233761,0.04071409215170918,0.09473870422201715
