epochs,loss,mae,val_loss,val_mae
172,0.0054552239524200555,0.003897968679666519,0.004637775498931059,0.00394189590588212
173,0.005497071520425379,0.003941875882446766,0.004557117215459459,0.003861206118017435
174,0.005479590988717973,0.003890547901391983,0.004628897053372072,0.003932958003133535
175,0.0054732450684532525,0.0039203292690217495,0.004733477499801831,0.004037505481392145
176,0.0055561527851969005,0.003979659639298916,0.0046401613454380855,0.0039441646076738834
177,0.005605799703858793,0.004022597800940275,0.004724970108726216,0.004028958268463612
178,0.005513245437294245,0.003962917253375053,0.004684183416921718,0.00398815656080842
179,0.005505744217894971,0.003952972590923309,0.004723349953514638,0.00402730843052268
180,0.005525309934280812,0.003994581755250692,0.0046034765072662884,0.003907423000782728
181,0.00551294428203255,0.003935610875487328,0.004700551109208122,0.004004486836493015
182,0.005488710074685514,0.003900052746757865,0.004587366615465224,0.0038912948220968246
183,0.005409596127457917,0.0038446313701570034,0.004521741425787547,0.0038256566040217876
184,0.005321832644753158,0.0037821775767952204,0.0044626432829973145,0.0037665446288883686
185,0.00532617225125432,0.003773578442633152,0.004408431134306255,0.003712310688570142
186,0.005278942661359906,0.003732748096808791,0.004427239856263727,0.0037310924381017685
187,0.005290138585492968,0.0037241752725094557,0.00446551997499686,0.003769348142668605
188,0.005314562985673546,0.003729115007445216,0.0046248806649879385,0.003928683698177338
189,0.005516967003233731,0.003890041960403323,0.004510488409179279,0.003814275376498699
190,0.005414040853269398,0.003852453315630555,0.004537085694241844,0.0038408671971410513
191,0.005400968298316002,0.003815934294834733,0.004524474508493501,0.0038282491732388735
192,0.0056499043954536315,0.003993316553533077,0.0051117513920676625,0.004415526986122131
193,0.005684116553515196,0.004109559115022421,0.004582237109176855,0.0038860307540744543
194,0.005516268563456834,0.003994053695350885,0.004533107325324848,0.0038369232788681984
195,0.0053845923515036705,0.003820449812337756,0.004491142865159257,0.003794977441430092
196,0.005413544007577002,0.003831238020211458,0.004619347104848061,0.003923187963664532
197,0.005360733750276268,0.003805515356361866,0.004484227736038511,0.003788075875490904
198,0.005328303230926395,0.0037646465934813023,0.004467353193578536,0.003771192394196987
199,0.00526348880212754,0.0037123053334653378,0.004444162055502022,0.0037479938473552465
200,0.005270307855680585,0.003701450303196907,0.004389863439827091,0.0036936854012310505
201,0.00519827233068645,0.003648043144494295,0.004362755084198904,0.003666563192382455
202,0.005233323208987713,0.0036593028344213963,0.004384603159865396,0.0036883989814668894
203,0.005263793564401567,0.0036761299706995487,0.004272501072651642,0.003576283808797598
204,0.005291012618690729,0.003706869436427951,0.004490188377342335,0.0037939571775496006
205,0.0053851163145154715,0.003778767539188266,0.00450172871611595,0.003805489046499133
206,0.005578228381462395,0.0039504533633589745,0.0048600425184761094,0.004163807258009911
207,0.005456091016530991,0.003927161917090416,0.004404003089401984,0.0037077844608575106
208,0.005323233114555478,0.003792613046243787,0.004505840307555529,0.0038096406497061253
209,0.005215506464242935,0.0036822143010795116,0.004232511630976408,0.0035363230854272842
210,0.0051657219994813205,0.003615288995206356,0.004285910963437027,0.0035897167399525642
211,0.0051542286947369575,0.003591664368286729,0.00421632907355874,0.0035201278515160084
212,0.005106148288585246,0.003581390716135502,0.004379522346224176,0.0036833067424595356
213,0.005120446948334575,0.0035724290646612644,0.0042262384850108685,0.0035300066228955984
214,0.005144068389199674,0.003592659253627062,0.004347180855394931,0.003650934435427189
215,0.005283459458500147,0.0037001927848905325,0.0043804407738270434,0.0036841861438006163
216,0.005380864043720067,0.0038091912865638733,0.004509512772575561,0.003813264425843954
217,0.005261061199940741,0.0037341925781220198,0.004329071622205973,0.003632834879681468
218,0.005166668289341032,0.0036382407415658236,0.004273268044104917,0.003577039111405611
219,0.005084472369402647,0.003543824888765812,0.004218573072856126,0.0035223474260419607
220,0.005071927916258574,0.0035365247167646885,0.00424032457841119,0.0035440954379737377
221,0.00505869675334543,0.003520146245136857,0.0041967123494660525,0.0035004776436835527
222,0.005093215567059815,0.0035548715386539698,0.004181567377041666,0.0034853240940719843
223,0.005172040493227541,0.003614086890593171,0.004261827422150807,0.0035655756946653128
224,0.005178178964182735,0.0036183346528559923,0.0043583593744799184,0.003662113333120942
225,0.00511974701564759,0.0035916687920689583,0.00431868184211314,0.0036224399227648973
226,0.005129153951071203,0.0035920890513807535,0.004317294428755676,0.003621057141572237
227,0.005106006075628102,0.003562486032024026,0.004269125799428492,0.0035728916991502047
228,0.005086699175648391,0.003524628235027194,0.004243828759936941,0.0035475967451930046
229,0.00499641505535692,0.0034596831537783146,0.00407117053839305,0.0033749400172382593
230,0.005028497494757175,0.003479106118902564,0.004266271083126922,0.00357003859244287
231,0.005042985098436475,0.0035064166877418756,0.004220778107405997,0.003524544881656766
232,0.005050561681389809,0.0035105610731989145,0.004294669511983665,0.0035984364803880453
233,0.005053913364186883,0.003490749979391694,0.004197771669183892,0.003501540282741189
234,0.0051591514321044085,0.0036030288320034742,0.004344419643050284,0.0036481970455497503
235,0.005097514098510146,0.003541438840329647,0.004148834661682342,0.0034526281524449587
236,0.005045811614021659,0.003489912487566471,0.004208820039428769,0.0035126295406371355
237,0.005021940935403108,0.0034990126732736826,0.004157540705257555,0.0034613574389368296
238,0.004969504598528147,0.0034697887022048235,0.004214230151547803,0.0035180493723601103
239,0.005002814561128616,0.0035204451996833086,0.004085273683546099,0.0033890986815094948
240,0.005055415876209736,0.0035019798669964075,0.004295206797631653,0.0035990378819406033
241,0.00509920998569578,0.003537407610565424,0.0042319639249763265,0.0035358075983822346
242,0.004997297380119562,0.0034743393771350384,0.004124890775049071,0.0034287453163415194
243,0.00503466235846281,0.0034951551351696253,0.004258942864141572,0.00356280873529613
244,0.0049731348808854815,0.0034548426046967506,0.00417425426381828,0.0034781326539814472
245,0.004927202017977834,0.003399005625396967,0.004024141288651202,0.0033280246425420046
246,0.004869585663080216,0.0033561678137630224,0.004017472197591125,0.0033213633578270674
247,0.004883818288333714,0.0033628514502197504,0.004108408906965203,0.0034122993238270283
248,0.004911327223293484,0.0034208002034574747,0.0040224603853348685,0.003326350823044777
249,0.004914980551227927,0.0034004738554358482,0.004225846548923288,0.0035297393333166838
250,0.005075843773782254,0.003543918253853917,0.0042466730903840556,0.0035505774430930614
251,0.00511505757085979,0.003537258366122842,0.004284224852159207,0.003588147461414337
252,0.0050426734760403635,0.003488775109872222,0.004251924610700999,0.0035558752715587616
253,0.004993628044612706,0.0034835650585591793,0.004040812835286594,0.0033447877503931522
254,0.004929197891615331,0.0033949511125683784,0.004089797163588719,0.003393794409930706
255,0.004941865251399577,0.0034013919066637754,0.004087298255325176,0.003391311736777425
256,0.0049656285289675,0.003437309991568327,0.004201668597275475,0.003505691420286894
257,0.004950406346470117,0.003431400517001748,0.004210532453331541,0.0035145662259310484
258,0.004887300451286137,0.0033659078180789948,0.0041584615292812235,0.0034625069238245487
259,0.004952752014622092,0.003413115395233035,0.004132111117940863,0.0034361642319709063
260,0.00499718585703522,0.003508675843477249,0.0041957271900667815,0.003499797312542796
261,0.005015677086077631,0.003520315745845437,0.004240994381649638,0.00354508263990283
262,0.004948382531292737,0.003431997261941433,0.003980891872670548,0.003285001264885068
263,0.005014250889420509,0.00346159259788692,0.00427976775869049,0.003583899000659585
264,0.0051089408462867145,0.0035508619621396065,0.0045021857508532334,0.003806343534961343
265,0.005022038563154638,0.003508619964122772,0.004227297347027895,0.003531484631821513
266,0.004970107339322567,0.0034419114235788584,0.004154849990475794,0.00345906475558877
267,0.00488414142280817,0.0033617790322750807,0.004032905610691148,0.0033371420577168465
268,0.0049032012959942224,0.003377871122211218,0.004025724074469699,0.003329975064843893
269,0.004946745287626982,0.0034036345314234495,0.004046499215315743,0.0033507635816931725
270,0.004909507931210101,0.0033808310981839895,0.003971428944315498,0.003275705734267831
271,0.0050617877542972565,0.003566150553524494,0.0043311623966348035,0.0036354572512209415
272,0.0050954860597848895,0.00360660906881094,0.004365448535518631,0.0036697699688374996
273,0.004951938983052969,0.003450035583227873,0.004094871708285213,0.003399224253371358
274,0.00487532842066139,0.0033748431596904993,0.004090445872034622,0.0033948237542062998
275,0.004891343900002539,0.0033938379492610693,0.004060171175213849,0.003364566946402192
276,0.004866176226176321,0.003344557713717222,0.004135341981428496,0.003439755877479911
277,0.004807069619186223,0.00329967332072556,0.003952890260126878,0.003257317468523979
278,0.0047556348936632275,0.003238310804590583,0.003911445323134441,0.003215879900380969
279,0.004693327164277434,0.0031879590824246407,0.00386314930900386,0.0031675847712904215
280,0.004765489067882299,0.003275312716141343,0.004079267408159775,0.0033837019000202417
281,0.004773832611739635,0.003286107676103711,0.003989694047921805,0.003294131951406598
282,0.004800662909634411,0.0033124072942882776,0.0039783919671215326,0.003282837802544236
283,0.004807840243913233,0.003296014852821827,0.004055393478136883,0.003359854221343994
284,0.004752456061542034,0.0032382239587605,0.003999661272826623,0.003304135287180543
285,0.0047399863926693795,0.003228170331567526,0.0038828419988457975,0.0031873288098722696
286,0.0047428519930690525,0.003233349649235606,0.00395131564737624,0.0032558173406869173
287,0.004869118302129209,0.003322313306853175,0.0040964377297418005,0.0034009532537311316
288,0.005031598535366356,0.0035022252704948187,0.0039357126007394955,0.003240251913666725
289,0.004860911385156214,0.0033527009654790163,0.004012994217130381,0.003317561000585556
290,0.004769308805465698,0.0032720628660172224,0.003961517543653752,0.003266112646088004
291,0.00476344783231616,0.003254879964515567,0.003918023612316935,0.003222638973966241
292,0.004798563509248197,0.003298657713457942,0.004103181389451192,0.0034078171011060476
293,0.0048091563722118735,0.003295634174719453,0.003983972397008951,0.0032886266708374023
294,0.004762536072172224,0.003268804866820574,0.0039641760307460175,0.00326885306276381
295,0.0047524781785905365,0.0032510210294276476,0.004061461258212625,0.0033661560155451298
296,0.004794252184219658,0.0032697883434593678,0.003992300225574457,0.0032970139291137457
297,0.0048979041129350665,0.003369515296071768,0.003973895278062716,0.0032786321826279163
298,0.004843008134514094,0.0032927340362221003,0.003830407660170959,0.00313517265021801
299,0.004840414797887206,0.0033062859438359737,0.0038992411943329958,0.0032040360383689404
300,0.00476265409681946,0.0032709799706935883,0.003965048274944014,0.003269870299845934
301,0.0047223150255158546,0.003258685814216733,0.003939290248824196,0.003244138555601239
302,0.00465843075606972,0.0031491913832724094,0.0038884382518183445,0.0031933067366480827
303,0.004596562964841723,0.0030843582935631275,0.003780475054487292,0.003085358766838908
304,0.004585165652446449,0.003088589757680893,0.003803743683750122,0.0031086381059139967
305,0.004626080268993974,0.003127970267087221,0.0038022528754754464,0.0031071596313267946
306,0.0046178495017811655,0.00310378335416317,0.003806900319786876,0.003111816942691803
307,0.004676390949636698,0.003179398598149419,0.0039583649582791815,0.00326329842209816
308,0.0047110731303691864,0.0031932995188981295,0.003964919703623609,0.0032698737923055887
309,0.0047936890944838524,0.003274459857493639,0.003936449627473103,0.0032414293382316828
310,0.004663974638096988,0.003170471405610442,0.0037983994398098925,0.0031034047715365887
311,0.0046507023796439175,0.0031585940159857273,0.0039026973149187197,0.003207727102562785
312,0.004619757834821939,0.003138529835268855,0.003848549398612694,0.0031536039896309376
313,0.00462181007117033,0.003129314398393035,0.0038266672060091322,0.003131745383143425
314,0.004698013808578253,0.003196397563442588,0.003806595226729389,0.0031116988975554705
315,0.004647609682753682,0.0031223667319864035,0.0038460397670886607,0.003151167184114456
316,0.0047323641311377285,0.00321071851067245,0.003947978418015316,0.0032531360629945993
317,0.004668527353554964,0.0031828659120947123,0.003842668796475182,0.003147856565192342
318,0.004655370288528502,0.003148795338347554,0.0038570675599304354,0.0031622813548892736
319,0.004591270932927728,0.003103825496509671,0.0036480036071231143,0.0029532434418797493
320,0.004549574041739106,0.0030564526095986366,0.0037879823187847586,0.0030932417139410973
321,0.004572843857109547,0.003081982722505927,0.003788744166309695,0.0030940233264118433
322,0.004533359232358635,0.003031329717487097,0.003693729069550919,0.0029990272596478462
323,0.0045215713940560814,0.0030274640303105116,0.0037077175984533044,0.003013035049661994
324,0.004629977324046195,0.0031200048979371786,0.003888512314201351,0.003193848067894578
325,0.004764486473985016,0.0032726211939007044,0.004013887238499999,0.003319254145026207
326,0.004764259771443903,0.0032754007261246443,0.004015331667476526,0.003320737974718213
327,0.004769316378049553,0.0032653571106493473,0.00395648250335325,0.00326193543151021
328,0.004653532064519823,0.003179878229275346,0.0037190535176657787,0.0030245501548051834
329,0.004607348236255348,0.0031037526205182076,0.003821041515004656,0.0031265788711607456
330,0.0045313138412311675,0.003050006926059723,0.003675247360688681,0.0029808194376528263
331,0.004527847963385284,0.0030413209460675716,0.003763893106996042,0.0030694908928126097
332,0.0045327516067773105,0.0030646780505776405,0.0037217385529887876,0.0030273604206740856
333,0.00453518889658153,0.0030392101034522057,0.003843822951158384,0.003149471478536725
334,0.004710382372140884,0.003166375681757927,0.0038009074059323217,0.003106588264927268
335,0.004753690419718623,0.003239827463403344,0.0037975721673509087,0.003103290917351842
336,0.00470872263610363,0.003218350000679493,0.00385324268117946,0.0031590054277330637
337,0.004636159694753587,0.0031295046210289,0.0038320454849664603,0.0031378506682813168
338,0.004542586237192154,0.0030626284424215555,0.003711235403983497,0.0030170748941600323
339,0.004496665757149458,0.0030154616106301546,0.00369585825802284,0.0030017250683158636
340,0.004516274771653115,0.0030233561992645264,0.0036789666145944353,0.00298485578969121
341,0.004514770409092307,0.0030263662338256836,0.0037128325720703187,0.0030187442898750305
342,0.004470421449281275,0.0029752489645034075,0.0037073702822787687,0.0030133023392409086
343,0.004542413704097271,0.0030442748684436083,0.0037567276044804592,0.0030626808293163776
344,0.004547360874712467,0.0030460397247225046,0.0036836442711801836,0.002989624859765172
345,0.004576710365712643,0.003072895109653473,0.003672256554318764,0.0029782692436128855
346,0.004521994994021952,0.0030267585534602404,0.0037188065315615893,0.0030248493421822786
347,0.004477513119578362,0.0029818147886544466,0.0037033358261097282,0.003009404754266143
348,0.004451722392812371,0.002970270346850157,0.00361741456627293,0.00292350840754807
349,0.004415065223351121,0.0029465968254953623,0.003553511708563086,0.002859631786122918
350,0.004401139756664634,0.002936203731223941,0.0035732352707567323,0.0028793776873499155
351,0.0043843365693464875,0.0029069874435663223,0.003606106866830045,0.0029122710693627596
352,0.004452767091803252,0.0030013471841812134,0.0037304351932651537,0.003036622190847993
353,0.004534415612928569,0.0030790772289037704,0.003682230460207166,0.002988446969538927
354,0.004548268035054207,0.0030882812570780516,0.0037460017671514544,0.003052257001399994
355,0.004500433737412095,0.0030036093667149544,0.0037604175208268624,0.003066715318709612
356,0.004556913694366812,0.003043697215616703,0.003655350195322425,0.0029616900719702244
