name,teff,teff_err,lum,lum_err,dnu,dnu_err,mhs,mhs_err,logg,logg_err,bad_data,on_grid_1e,on_grid_2e
KIC5950854,5914.0347,134.6,1.8138441786853898,0.06256473034300214,96.857,0.194,-0.17308477,0.07396448,4.237158310328287,0.009835588893366536,0,1,1
KIC7799349,4976.787,82.60566,4.4218543282850415,0.13870062812526918,33.299,0.322,0.28461868,0.029483877000000002,3.6709836387767134,0.007718492970201674,0,0,0
KIC5822889,5184.0103,94.43386,12.830989106035215,0.7073186650751033,19.708,0.127,-0.026246369,0.03918645,3.4017062807563425,0.012166579945117998,0,0,0
KIC12069569,6062.4185,168.10576,7.144911368508911,0.2912443057814862,44.687,2.162,-0.08424437,0.06665865,3.8257120116400456,0.06099863276475436,0,0,0
KIC6947945,5334.438,103.4667,3.8061029393232473,0.1538181299789687,43.66,1.416,-0.04151237,0.043106824,3.7940632161626073,0.01100358534042036,0,0,0
KIC8016496,6335.1895,150.45726000000005,5.642041645544357,0.3265216037696046,53.51300000000001,3.752,0.08688585,0.09108436,3.981427955566273,0.04277431075505722,0,0,0
KIC10070754,6410.3516,158.42305,2.538071875233964,0.07917786134880167,100.028,2.262,-0.27157915,0.0855183,4.2988759884366825,0.0471316191088727,0,0,0
KIC6802438,5196.9670000000015,95.67622,5.046399994917071,0.17221311802608952,34.56,0.183,-0.20154336,0.043351967000000005,3.678848253773519,0.012742467538505315,0,0,0
KIC3942719,5653.2954,126.50254,4.631670358944022,0.20220523941868865,45.463,1.208,-0.31492338,0.060011942,3.83861232956371,0.0129406524970641,0,1,0
KIC3112152,5937.899,130.73898,3.41330304403289,0.1322942149649009,65.13,2.122,-0.022780257999999998,0.074551165,4.040597722433964,0.02026950399123071,0,0,0
KIC4457351,5266.6953,100.036446,2.5389451688424685,0.09509403440976084,61.01600000000001,2.546,-0.27984336,0.04706973,3.964329840306272,0.017045383451039328,0,1,0
KIC10923629,6179.815,132.93645,8.843917529443551,0.3011426124786851,42.207,0.234,0.18811315,0.08009443,3.838322084043248,0.012380953540503456,0,0,0
KIC4914923,5782.4487,120.81551999999999,2.0583362221190744,0.08418818622624613,39.276,0.309,0.12559848,0.071260646,3.7869060842499263,0.021518051557626008,0,0,0
KIC6049366,6256.464,147.15515,4.558409938336982,0.1692060630487182,60.36,3.951,-0.14652172,0.08181338,3.999780703053928,0.05141424485378459,0,0,0
KIC10130853,4808.189,74.45336999999998,6.979322759325278,0.27609800167412235,20.306,0.116,0.36654657,0.025664434,3.3807048106539974,0.007973556003927662,0,0,0
KIC3223000,5979.4927,136.42706,1.932630010453072,0.08698560850055115,110.919,1.662,-0.15295815,0.07541221,4.3656997625991565,0.09528194930142564,0,1,1
KIC6837853,5749.8516,116.92076999999999,1.812656122421756,0.060657430632950586,89.31,3.97,0.22357191,0.07059406,4.219830397318587,0.03316353790336109,0,0,0
KIC3630240,5041.6553,89.59494000000002,6.410904361301492,0.282926800984761,18.327,0.31,-0.5496945,0.04725237,3.3219475293385883,0.012019734660931564,0,0,0
KIC7910848,5959.7227,128.2859,3.300259357871313,0.1129151821026304,73.054,2.728,0.16036505,0.077242844,4.0615684308158615,0.11447117227855436,0,0,0
KIC9965715,6055.113,146.7018,2.6094357532559656,0.07976721020831913,97.315,0.16399999999999998,-0.3716735,0.07696733,4.275308077097564,0.008975677559508826,0,0,0
KIC11674236,5432.495,109.71666,3.2720933829999828,0.12270030776627786,51.00899999999999,0.99,0.19948663,0.040089282999999996,3.8843028015638255,0.03898488340523374,0,0,0
KIC10186764,6248.4259999999995,162.6623,3.9590576096343573,0.12341272507339696,68.253,3.317,-0.09542787,0.09693058,4.0798930180239585,0.04155940792565952,0,0,0
KIC7429287,5762.0845,133.09882,2.3837763884232595,0.07989631676461251,71.244,1.211,-0.30524686,0.07065628,4.076473904387857,0.016897323349157608,0,1,1
KIC10272858,4932.627,81.0752,7.121134886362532,0.2878156429948655,22.755,0.038,-0.0018769857,0.033494756,3.449600161658957,0.007431625072859869,0,0,0
KIC2849125,6069.326,138.8985,8.326867524861353,0.3645492479079984,41.322,1.97,0.29047602,0.09000496,3.817344102029428,0.017629529069782168,0,0,0
KIC7448374,5588.0024,119.8595,4.938729409494732,0.16757884820446378,44.408,0.545,0.17592664,0.044479806,3.8293482348530015,0.019248246424081367,0,0,0
KIC10730618,6334.8706,146.83379,4.52526733235225,0.14840477154555387,66.192,0.152,-0.04336915,0.08376825,4.074310793438647,0.013338826928293787,0,0,0
KIC11389393,6048.5109999999995,128.57127,4.261407530890073,0.13336153362988767,60.617,2.664,0.17492220000000006,0.07706234,4.0145592296808,0.01869617959179516,0,0,0
KIC11026764,5831.9463,122.20026399999999,3.699854367717381,0.16385104231334102,50.545,0.363,0.1355328,0.07230632,3.899429555702514,0.008668447657542053,0,0,0
KIC9512063,5742.3022,133.25204,4.2103398322466425,0.12847344340792866,49.893,0.207,-0.25733337,0.06127346,3.8724376034947214,0.009988791471501859,0,0,0
KIC6508366,6323.2466,147.11931,6.771337920621631,0.24208305958326196,51.732,0.081,-0.06563015,0.08347354,3.9508842988133823,0.00836684190092028,0,0,0
KIC4446300,5243.063,97.80203,2.8163048802770763,0.09769101870781682,50.025,0.469,-0.0041933693,0.040077865,3.853066999437927,0.016259241513965704,0,1,1
KIC11294717,5672.31,116.89418,3.7550428845783816,0.15417552747283247,59.44,4.212,0.13516511,0.06899322,3.913431730674206,0.03512650725400908,0,1,0
KIC9049593,5887.2437,121.60416399999998,2.4028833945999875,0.08292055839591718,85.064,3.0780000000000003,0.21944529,0.07350106,4.234434019677065,0.03390626056917462,0,0,0
KIC11723674,6086.273,141.22275,8.355578773156951,0.40235042377701546,40.971,1.241,0.012096448999999999,0.083207406,3.8042993218495766,0.027833433065552245,0,0,0
KIC6863041,5576.5454,110.10108000000001,415.7062193431997,590.7390246913127,42.899,0.583,0.27226478,0.06709285,3.838375703386917,0.023328308909449345,1,0,0
KIC5523099,5388.8525,106.79375,3.9072354241371934,0.14553422616644562,42.617,1.426,0.0008776299699999999,0.043495234,3.797524368993616,0.019637583652132213,0,0,0
KIC7668623,6363.513000000001,147.9325,9.052223961685684,0.3113377016019854,45.663,0.605,-0.03982915,0.08447731,3.8755778958041667,0.01723218453030087,0,0,0
KIC1435467,6215.0483,140.4457,3.8928923664223616,0.12482174789327605,70.558,0.087,0.00075433217,0.08088637,4.10421835486515,0.00881104362027405,0,0,0
KIC9025370,5470.039000000002,114.72123,1.3312688957790888,0.052619411609997835,132.707,0.429,-0.021590602,0.064973295,4.4153939168591645,0.009639254277259205,0,1,1
KIC8817551,5543.5483,116.93047,5.029559155484549,0.17839350743807006,43.19,1.391,0.09932563,0.04514872,3.806495633256337,0.0693746438713921,0,0,0
KIC12069127,6175.5312,141.28835,7.450384681745343,0.2646026071438801,48.386,0.112,0.06810772400000001,0.08404445,3.9101094968941963,0.010383950437232486,0,0,0
KIC6592305,6091.53,132.76439,6.6644257767230926,0.2146789219441958,46.861,0.6990000000000001,0.09161963,0.07802796,3.8822118988163865,0.01842340161378158,0,0,0
KIC10670371,5148.655,92.547005,7.8238141909153756,0.4030905830236016,31.237,0.509,-0.06657237,0.03922526,3.6535413032160116,0.009703400407222007,0,0,0
KIC10972252,6012.1475,175.39253,6.692236809894265,0.293970887730346,44.45,0.933,-0.12151337,0.06509088,3.869666779921895,0.020288850237009333,0,0,0
KIC8938364,5765.721,126.57242,1.8158602057694149,0.05996919655010236,85.678,0.097,-0.08823252,0.07084745,4.16977504640257,0.00826095187483823,0,1,1
KIC6688822,5594.0566,108.90338999999999,5.783511790972883,0.3092278288187824,47.048,0.721,0.33720517,0.067438565,3.8582928824019302,0.0261856827879864,0,0,0
KIC5723165,5236.8945,97.490486,4.986123793102387,0.1697917455845097,34.5,0.39,-0.02270737,0.040330496,3.684107147030083,0.008384856940946204,0,0,0
KIC5390438,4823.1579999999985,75.40191,6.7977631818815665,0.31859995091497595,21.183000000000003,0.387,0.22938894,0.02783787,3.3850515012823315,0.00919156953376238,0,0,0
KIC3952307,6025.6973,133.27448,5.542640619178847,0.2071313482637107,51.339,1.106,-0.0007737037,0.07650756,3.887852187937965,0.029336895297301636,0,0,0
KIC9163769,6517.097,151.75153,4.089694347325363,0.13115231094121693,80.202,2.088,0.03961485,0.08840409,4.247568151721604,0.06751255334938969,0,0,0
KIC4641621,5865.4805,145.16325,10.802643401753846,0.4755331456489156,30.649,1.011,-0.19664337,0.06354118,3.609043986073413,0.04513767656070417,0,0,0
KIC11401156,5030.6626,85.76430500000002,3.869658163496428,0.13334490683045666,35.99800000000001,0.698,0.101124674,0.033510838,3.6802036912998446,0.014048068383908123,0,0,0
KIC10963065,6039.781999999997,139.1027,1.8835392073934172,0.06019204905516795,103.211,0.108,-0.1639786,0.07675513,4.295326421782408,0.00888326799394336,0,1,0
KIC6806100,5198.2754,94.37125,4.896618360769433,0.33687676123375976,45.815,2.052,0.30912665,0.033063065,3.883549139738309,0.08451680388371406,0,0,0
